Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,JRN_2012_EML,19.0,19.0,1.0,1.0
Resource Identifier,JRN_2012_EML,19.0,19.0,1.0,1.0
Resource Title,JRN_2012_EML,19.0,19.0,1.0,1.0
Author / Originator,JRN_2012_EML,19.0,19.0,1.0,1.0
Metadata Contact,JRN_2012_EML,18.0,18.0,0.95,0.9473684210526316
Contributor Name,JRN_2012_EML,0.0,0.0,0.0,0.0
Publisher,JRN_2012_EML,0.0,0.0,0.0,0.0
Publication Date,JRN_2012_EML,18.0,18.0,0.95,0.9473684210526316
Resource Contact,JRN_2012_EML,19.0,19.0,1.0,1.0
Abstract,JRN_2012_EML,18.0,18.0,0.95,0.9473684210526316
Keyword,JRN_2012_EML,181.0,18.0,9.53,0.9473684210526316
Resource Distribution,JRN_2012_EML,9.0,9.0,0.47,0.4736842105263158
Spatial Extent,JRN_2012_EML,1.0,1.0,0.05,0.05263157894736842
Taxonomic Extent,JRN_2012_EML,0.0,0.0,0.0,0.0
Temporal Extent,JRN_2012_EML,19.0,19.0,1.0,1.0
Maintenance,JRN_2012_EML,19.0,19.0,1.0,1.0
Resource Use Constraints,JRN_2012_EML,19.0,19.0,1.0,1.0
Process Step,JRN_2012_EML,18.0,18.0,0.95,0.9473684210526316
Project Description,JRN_2012_EML,19.0,19.0,1.0,1.0
Entity Type Definition,JRN_2012_EML,16.0,16.0,0.84,0.8421052631578947
Attribute Definition,JRN_2012_EML,338.0,16.0,17.79,0.8421052631578947
Resource Access Constraints,JRN_2012_EML,19.0,19.0,1.0,1.0
Resource Format,JRN_2012_EML,16.0,16.0,0.84,0.8421052631578947
Attribute List,JRN_2012_EML,16.0,16.0,0.84,0.8421052631578947
Attribute Constraints,JRN_2012_EML,0.0,0.0,0.0,0.0
Resource Quality Description,JRN_2012_EML,18.0,18.0,0.95,0.9473684210526316
