Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2016_EML,13,13,1.00,100.00%
Abstract,2016_EML,13,13,1.00,100.00%
Attribute Definition,2016_EML,16,1,1.23,7.69%
Attribute List,2016_EML,1,1,0.08,7.69%
Author,2016_EML,13,13,1.00,100.00%
Author / Originator,2016_EML,13,13,1.00,100.00%
Contributor Name,2016_EML,4,4,0.31,30.77%
Contributor Role,2016_EML,4,4,0.31,30.77%
Distribution Format,2016_EML,1,1,0.08,7.69%
End Time,2016_EML,4,4,0.31,30.77%
Entity Type Definition,2016_EML,1,1,0.08,7.69%
Entity and Attribute Information,2016_EML,1,1,0.08,7.69%
Keyword,2016_EML,100,13,7.69,100.00%
Keyword Vocabulary,2016_EML,52,13,4.00,100.00%
Maintenance,2016_EML,13,13,1.00,100.00%
Metadata Access Constraints,2016_EML,13,13,1.00,100.00%
Metadata Contact,2016_EML,13,13,1.00,100.00%
Metadata Use Constraints,2016_EML,13,13,1.00,100.00%
Organization Name,2016_EML,40,13,3.08,100.00%
Originating Organization,2016_EML,1,1,0.08,7.69%
Process Step,2016_EML,13,13,1.00,100.00%
Publication Date,2016_EML,13,13,1.00,100.00%
Publisher,2016_EML,13,13,1.00,100.00%
Resource Access Constraints,2016_EML,13,13,1.00,100.00%
Resource Contact,2016_EML,26,13,2.00,100.00%
Resource Creation/Revision Date,2016_EML,13,13,1.00,100.00%
Resource Distribution,2016_EML,13,13,1.00,100.00%
Resource Format,2016_EML,1,1,0.08,7.69%
Resource Identifier,2016_EML,13,13,1.00,100.00%
Resource Identifier Type,2016_EML,13,13,1.00,100.00%
Resource Language,2016_EML,13,13,1.00,100.00%
Resource Lineage,2016_EML,13,13,1.00,100.00%
Resource Long Name,2016_EML,13,13,1.00,100.00%
Resource Quality Description,2016_EML,13,13,1.00,100.00%
Resource Status,2016_EML,13,13,1.00,100.00%
Resource Title,2016_EML,13,13,1.00,100.00%
Resource Use Constraints,2016_EML,13,13,1.00,100.00%
Resource on-line Link,2016_EML,13,13,1.00,100.00%
Rights,2016_EML,13,13,1.00,100.00%
Security Constraints,2016_EML,13,13,1.00,100.00%
Start Time,2016_EML,4,4,0.31,30.77%
Supplemental Information,2016_EML,13,13,1.00,100.00%
Temporal Extent,2016_EML,4,4,0.31,30.77%
Unknown,2016_EML,766,13,58.92,100.00%
