Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,JRN_2016_EML,13.0,13.0,1.0,1.0
Resource Identifier,JRN_2016_EML,13.0,13.0,1.0,1.0
Resource Title,JRN_2016_EML,13.0,13.0,1.0,1.0
Author / Originator,JRN_2016_EML,13.0,13.0,1.0,1.0
Metadata Contact,JRN_2016_EML,13.0,13.0,1.0,1.0
Contributor Name,JRN_2016_EML,4.0,4.0,0.31,0.3076923076923077
Publisher,JRN_2016_EML,13.0,13.0,1.0,1.0
Publication Date,JRN_2016_EML,13.0,13.0,1.0,1.0
Resource Contact,JRN_2016_EML,26.0,13.0,2.0,1.0
Abstract,JRN_2016_EML,13.0,13.0,1.0,1.0
Keyword,JRN_2016_EML,100.0,13.0,7.69,1.0
Resource Distribution,JRN_2016_EML,13.0,13.0,1.0,1.0
Spatial Extent,JRN_2016_EML,0.0,0.0,0.0,0.0
Taxonomic Extent,JRN_2016_EML,0.0,0.0,0.0,0.0
Temporal Extent,JRN_2016_EML,4.0,4.0,0.31,0.3076923076923077
Maintenance,JRN_2016_EML,13.0,13.0,1.0,1.0
Resource Use Constraints,JRN_2016_EML,13.0,13.0,1.0,1.0
Process Step,JRN_2016_EML,13.0,13.0,1.0,1.0
Project Description,JRN_2016_EML,0.0,0.0,0.0,0.0
Entity Type Definition,JRN_2016_EML,1.0,1.0,0.08,0.07692307692307693
Attribute Definition,JRN_2016_EML,16.0,1.0,1.23,0.07692307692307693
Resource Access Constraints,JRN_2016_EML,13.0,13.0,1.0,1.0
Resource Format,JRN_2016_EML,1.0,1.0,0.08,0.07692307692307693
Attribute List,JRN_2016_EML,1.0,1.0,0.08,0.07692307692307693
Attribute Constraints,JRN_2016_EML,0.0,0.0,0.0,0.0
Resource Quality Description,JRN_2016_EML,13.0,13.0,1.0,1.0
