Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2017_EML,94,94,1.00,100.00%
Abstract,2017_EML,92,92,0.98,97.87%
Attribute Definition,2017_EML,864,80,9.19,85.11%
Attribute List,2017_EML,80,80,0.85,85.11%
Author,2017_EML,94,94,1.00,100.00%
Author / Originator,2017_EML,94,94,1.00,100.00%
Author / Originator Email Address,2017_EML,17,17,0.18,18.09%
Bounding Box,2017_EML,91,91,0.97,96.81%
Contributor Name,2017_EML,66,66,0.70,70.21%
Contributor Role,2017_EML,66,66,0.70,70.21%
Distribution Format,2017_EML,80,80,0.85,85.11%
Easternmost Longitude,2017_EML,91,91,0.97,96.81%
End Time,2017_EML,77,77,0.82,81.91%
Entity Type Definition,2017_EML,77,77,0.82,81.91%
Entity and Attribute Information,2017_EML,77,77,0.82,81.91%
Instrument,2017_EML,3,3,0.03,3.19%
Keyword,2017_EML,866,94,9.21,100.00%
Keyword Vocabulary,2017_EML,523,94,5.56,100.00%
Maintenance,2017_EML,91,91,0.97,96.81%
Metadata Access Constraints,2017_EML,94,94,1.00,100.00%
Metadata Contact,2017_EML,82,82,0.87,87.23%
Metadata Use Constraints,2017_EML,94,94,1.00,100.00%
Northernmost Latitude,2017_EML,91,91,0.97,96.81%
Organization Name,2017_EML,274,94,2.91,100.00%
Originating Organization,2017_EML,10,10,0.11,10.64%
Process Step,2017_EML,88,88,0.94,93.62%
Project Description,2017_EML,94,94,1.00,100.00%
Publication Date,2017_EML,94,94,1.00,100.00%
Publisher,2017_EML,80,80,0.85,85.11%
Purpose,2017_EML,1,1,0.01,1.06%
Related Resource Citation,2017_EML,94,94,1.00,100.00%
Resource Access Constraints,2017_EML,94,94,1.00,100.00%
Resource Contact,2017_EML,162,94,1.72,100.00%
Resource Creation/Revision Date,2017_EML,94,94,1.00,100.00%
Resource Distribution,2017_EML,94,94,1.00,100.00%
Resource Format,2017_EML,80,80,0.85,85.11%
Resource Identifier,2017_EML,94,94,1.00,100.00%
Resource Identifier Type,2017_EML,94,94,1.00,100.00%
Resource Language,2017_EML,94,94,1.00,100.00%
Resource Lineage,2017_EML,88,88,0.94,93.62%
Resource Long Name,2017_EML,94,94,1.00,100.00%
Resource Quality Description,2017_EML,75,75,0.80,79.79%
Resource Status,2017_EML,94,94,1.00,100.00%
Resource Title,2017_EML,94,94,1.00,100.00%
Resource Use Constraints,2017_EML,94,94,1.00,100.00%
Resource on-line Link,2017_EML,94,94,1.00,100.00%
Rights,2017_EML,94,94,1.00,100.00%
Security Constraints,2017_EML,94,94,1.00,100.00%
Southernmost Latitude,2017_EML,91,91,0.97,96.81%
Spatial Extent,2017_EML,91,91,0.97,96.81%
Start Time,2017_EML,77,77,0.82,81.91%
Supplemental Information,2017_EML,89,89,0.95,94.68%
Temporal Extent,2017_EML,78,78,0.83,82.98%
Unknown,2017_EML,13444,94,143.02,100.00%
Vertical Maximum,2017_EML,91,91,0.97,96.81%
Vertical Minimum,2017_EML,91,91,0.97,96.81%
Vertical Resolution,2017_EML,91,91,0.97,96.81%
Westernmost Longitude,2017_EML,91,91,0.97,96.81%
