Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,JRN_2013_EML,53.0,53.0,1.0,1.0
Resource Identifier,JRN_2013_EML,53.0,53.0,1.0,1.0
Resource Title,JRN_2013_EML,53.0,53.0,1.0,1.0
Author / Originator,JRN_2013_EML,53.0,53.0,1.0,1.0
Metadata Contact,JRN_2013_EML,53.0,53.0,1.0,1.0
Contributor Name,JRN_2013_EML,0.0,0.0,0.0,0.0
Publisher,JRN_2013_EML,0.0,0.0,0.0,0.0
Publication Date,JRN_2013_EML,53.0,53.0,1.0,1.0
Resource Contact,JRN_2013_EML,53.0,53.0,1.0,1.0
Abstract,JRN_2013_EML,53.0,53.0,1.0,1.0
Keyword,JRN_2013_EML,515.0,53.0,9.72,1.0
Resource Distribution,JRN_2013_EML,21.0,21.0,0.4,0.3962264150943397
Spatial Extent,JRN_2013_EML,0.0,0.0,0.0,0.0
Taxonomic Extent,JRN_2013_EML,0.0,0.0,0.0,0.0
Temporal Extent,JRN_2013_EML,48.0,48.0,0.91,0.9056603773584906
Maintenance,JRN_2013_EML,51.0,51.0,0.96,0.9622641509433962
Resource Use Constraints,JRN_2013_EML,53.0,53.0,1.0,1.0
Process Step,JRN_2013_EML,51.0,51.0,0.96,0.9622641509433962
Project Description,JRN_2013_EML,53.0,53.0,1.0,1.0
Entity Type Definition,JRN_2013_EML,46.0,46.0,0.87,0.8679245283018868
Attribute Definition,JRN_2013_EML,454.0,46.0,8.57,0.8679245283018868
Resource Access Constraints,JRN_2013_EML,53.0,53.0,1.0,1.0
Resource Format,JRN_2013_EML,46.0,46.0,0.87,0.8679245283018868
Attribute List,JRN_2013_EML,46.0,46.0,0.87,0.8679245283018868
Attribute Constraints,JRN_2013_EML,0.0,0.0,0.0,0.0
Resource Quality Description,JRN_2013_EML,51.0,51.0,0.96,0.9622641509433962
