XPath,JRN_2011_EML,JRN_2012_EML,JRN_2013_EML,JRN_2015_EML,JRN_2016_EML,JRN_2017_EML,JRN_2018_EML
/eml:eml/dataset/coverage/@scope,0.57,0.05,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/@scope,0.57,0.05,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,0.0,0.0,0.0,0.0,0.0,0.97,0.25
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,0.0,0.0,0.0,0.0,0.0,0.97,0.25
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,0.0,0.0,0.0,0.0,0.0,0.97,0.25
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,0.65,0.05,0.0,0.01,0.0,0.97,0.25
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,0.65,0.05,0.0,0.01,0.0,0.97,0.25
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,0.65,0.05,0.0,0.01,0.0,0.97,0.25
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,0.65,0.05,0.0,0.01,0.0,0.97,0.25
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,0.65,0.05,0.0,0.01,0.0,0.97,0.25
/eml:eml/dataset/coverage/temporalCoverage/@scope,0.0,0.05,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.34,1.0,0.91,0.28,0.31,0.82,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.34,1.0,0.91,0.28,0.31,0.82,1.0
/eml:eml/dataset/coverage/temporalCoverage/singleDateTime/calendarDate,0.02,0.0,0.0,0.0,0.0,0.01,0.0
/eml:eml/dataset/creator/@scope,0.58,0.05,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/@scope,0.27,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/administrativeArea,0.61,0.95,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/city,0.61,0.95,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/country,0.61,0.95,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/deliveryPoint,0.61,0.95,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/postalCode,0.61,0.63,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/electronicMailAddress,1.01,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/individualName/givenName,1.01,1.0,1.0,1.38,1.0,0.99,1.0
/eml:eml/dataset/creator/individualName/surName,1.01,1.0,1.0,1.38,1.0,0.99,1.0
/eml:eml/dataset/creator/onlineUrl,0.0,0.0,0.0,0.26,0.0,0.18,0.25
/eml:eml/dataset/creator/organizationName,0.63,0.95,1.0,0.3,0.08,0.11,0.0
/eml:eml/dataset/creator/phone,0.0,0.32,0.08,0.09,0.0,0.04,0.25
/eml:eml/dataset/creator/phone/@phonetype,0.0,0.32,0.08,0.09,0.0,0.04,0.25
/eml:eml/dataset/dataTable/@scope,0.01,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@id,0.04,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,0.04,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,4.36,17.79,8.57,11.64,1.23,9.19,4.75
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,4.32,17.79,8.57,11.64,1.23,9.19,4.75
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,4.36,17.79,8.57,11.64,1.23,9.19,4.75
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,0.28,0.74,0.75,1.0,0.08,0.95,1.25
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/@enforced,0.19,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,4.83,8.84,5.58,14.55,3.92,19.93,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,4.83,8.84,5.58,14.55,3.92,19.93,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,0.81,3.37,1.15,2.68,0.38,2.16,2.5
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum,0.33,0.63,0.51,0.73,0.0,0.63,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum/@exclusive,0.33,0.63,0.51,0.73,0.0,0.63,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum,0.35,0.63,0.57,0.91,0.0,1.0,0.5
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum/@exclusive,0.35,0.63,0.57,0.91,0.0,1.0,0.5
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,2.17,11.26,5.17,4.47,0.15,3.74,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,2.14,10.95,4.98,4.32,0.15,3.5,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,2.16,11.11,4.72,3.3,0.0,2.64,0.25
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,0.01,0.16,0.45,1.18,0.15,1.11,0.75
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,1.51,1.47,2.36,3.3,0.0,2.66,0.75
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,1.51,1.47,2.36,3.3,0.0,2.66,0.75
/eml:eml/dataset/dataTable/attributeList/attribute/storageType,2.15,6.53,3.4,7.16,1.08,5.45,3.75
/eml:eml/dataset/dataTable/coverage/@scope,0.01,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/@scope,0.01,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,0.01,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,0.01,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,0.01,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,0.01,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/geographicDescription,0.01,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/temporalCoverage/@scope,0.01,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.34,0.79,0.87,0.93,0.08,0.78,0.75
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.34,0.79,0.87,0.93,0.08,0.78,0.75
/eml:eml/dataset/dataTable/coverage/temporalCoverage/singleDateTime/calendarDate,0.02,0.11,0.0,0.03,0.0,0.05,0.0
/eml:eml/dataset/dataTable/entityDescription,0.36,0.84,0.87,0.99,0.08,0.82,0.75
/eml:eml/dataset/dataTable/entityName,0.36,0.84,0.87,1.0,0.08,0.85,0.75
/eml:eml/dataset/dataTable/numberOfRecords,0.01,0.0,0.0,0.0,0.0,0.18,0.75
/eml:eml/dataset/dataTable/physical/@scope,0.01,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/authentication,0.0,0.0,0.0,0.0,0.0,1.7,1.5
/eml:eml/dataset/dataTable/physical/authentication/@method,0.0,0.0,0.0,0.0,0.0,1.7,1.5
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,0.36,0.84,0.87,1.0,0.08,0.85,0.75
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,0.35,0.84,0.87,1.0,0.08,0.85,0.75
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,0.36,0.84,0.87,1.0,0.08,0.85,0.75
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,0.36,0.84,0.87,1.0,0.08,0.85,0.75
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,0.36,0.84,0.87,1.0,0.08,0.85,0.75
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,0.36,0.84,0.87,1.0,0.08,0.85,0.75
/eml:eml/dataset/dataTable/physical/distribution/@scope,0.01,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,0.36,0.79,0.87,1.0,0.08,0.85,0.75
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,0.36,0.79,0.87,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/objectName,0.36,0.84,0.87,1.0,0.08,0.85,0.75
/eml:eml/dataset/dataTable/physical/size,0.0,0.0,0.0,1.0,0.08,0.85,0.75
/eml:eml/dataset/distribution/@scope,0.57,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/distribution/online/url,0.81,0.47,0.4,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url/@function,0.81,0.47,0.4,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/para/literalLayout,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/title,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keyword,3.23,9.53,9.72,8.07,7.69,9.37,6.75
/eml:eml/dataset/keywordSet/keywordThesaurus,0.36,0.95,1.0,4.65,4.0,5.56,5.75
/eml:eml/dataset/language,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/maintenance/description/para/literalLayout,0.36,1.0,0.96,0.96,1.0,0.97,1.0
/eml:eml/dataset/metadataProvider/address/administrativeArea,0.42,0.95,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/city,0.42,0.95,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/country,0.42,0.95,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/deliveryPoint,0.42,0.95,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/postalCode,0.42,0.95,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/electronicMailAddress,0.35,0.95,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/onlineUrl,0.35,0.95,1.0,0.99,1.0,0.85,1.0
/eml:eml/dataset/metadataProvider/organizationName,0.42,0.95,1.0,0.99,1.0,0.87,1.0
/eml:eml/dataset/metadataProvider/phone,0.49,0.95,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/phone/@phonetype,0.49,0.95,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/section/para/literalLayout,0.69,1.89,1.92,1.91,2.0,1.82,1.0
/eml:eml/dataset/methods/methodStep/instrumentation,0.0,0.0,0.0,0.0,0.0,0.03,0.25
/eml:eml/dataset/methods/qualityControl/description/para/literalLayout,0.34,0.84,0.85,0.65,0.31,0.64,0.0
/eml:eml/dataset/otherEntity/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.0,0.0,0.0,0.0,0.69,0.0,0.25
/eml:eml/dataset/otherEntity/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.0,0.0,0.0,0.0,0.69,0.0,0.25
/eml:eml/dataset/otherEntity/entityDescription,0.0,0.0,0.0,0.0,0.69,0.0,0.25
/eml:eml/dataset/otherEntity/entityName,0.0,0.0,0.0,0.0,0.92,0.15,0.25
/eml:eml/dataset/otherEntity/entityType,0.0,0.0,0.0,0.0,0.92,0.15,0.25
/eml:eml/dataset/otherEntity/physical/authentication,0.0,0.0,0.0,0.0,0.0,0.3,0.5
/eml:eml/dataset/otherEntity/physical/authentication/@method,0.0,0.0,0.0,0.0,0.0,0.3,0.5
/eml:eml/dataset/otherEntity/physical/dataFormat/externallyDefinedFormat/formatName,0.0,0.0,0.0,0.0,0.92,0.15,0.25
/eml:eml/dataset/otherEntity/physical/distribution/online/url,0.0,0.0,0.0,0.0,0.92,0.15,0.25
/eml:eml/dataset/otherEntity/physical/objectName,0.0,0.0,0.0,0.0,0.92,0.15,0.25
/eml:eml/dataset/otherEntity/physical/size,0.0,0.0,0.0,0.0,0.92,0.15,0.25
/eml:eml/dataset/project/@scope,0.57,0.05,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/abstract/para/literalLayout,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/abstract/section/para,0.0,0.0,0.0,0.0,0.0,2.0,2.0
/eml:eml/dataset/project/abstract/section/para/itemizedlist/listitem/para,0.0,0.0,0.0,0.0,0.0,4.0,4.0
/eml:eml/dataset/project/funding/para,0.0,0.0,0.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/project/funding/para/literalLayout,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/@scope,1.15,0.11,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/address/@scope,1.15,0.11,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/address/administrativeArea,2.0,2.0,2.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/project/personnel/address/city,2.0,2.0,2.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/project/personnel/address/country,2.0,2.0,2.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/address/deliveryPoint,6.0,6.0,6.0,0.0,0.0,2.0,2.0
/eml:eml/dataset/project/personnel/address/postalCode,2.0,2.0,2.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/project/personnel/electronicMailAddress,2.0,2.0,2.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/project/personnel/individualName/givenName,2.0,2.0,2.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/project/personnel/individualName/salutation,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/individualName/surName,2.0,2.0,2.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/project/personnel/onlineUrl,0.0,0.0,0.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/project/personnel/organizationName,2.0,2.0,2.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/phone,2.0,2.0,2.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/phone/@phonetype,2.0,2.0,2.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/role,2.0,2.0,2.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/project/title,1.0,1.0,1.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/pubDate,0.35,0.95,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/pubPlace,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/administrativeArea,0.07,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/city,0.07,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/country,0.07,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/deliveryPoint,0.07,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/postalCode,0.07,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/publisher/individualName/givenName,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/publisher/individualName/surName,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/publisher/onlineUrl,0.0,0.0,0.0,1.0,1.0,0.85,1.0
/eml:eml/dataset/publisher/organizationName,0.07,0.0,0.0,0.99,1.0,0.85,1.0
/eml:eml/dataset/publisher/phone,0.14,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/publisher/phone/@phonetype,0.14,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/purpose/para/literalLayout,0.01,0.0,0.0,0.01,0.0,0.01,0.0
/eml:eml/dataset/shortName,0.17,0.42,0.4,0.0,0.0,0.74,1.0
/eml:eml/dataset/title,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Number of Records,190.0,19.0,53.0,74.0,13.0,94.0,4.0
