Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2011_EML,23,23,1.00,100.00%
Abstract,2011_EML,23,23,1.00,100.00%
Attribute Constraints,2011_EML,3,1,0.13,4.35%
Attribute Definition,2011_EML,340,7,14.78,30.43%
Attribute List,2011_EML,21,7,0.91,30.43%
Author,2011_EML,47,23,2.04,100.00%
Author / Originator,2011_EML,47,23,2.04,100.00%
Author / Originator Identifier,2011_EML,3,1,0.13,4.35%
Author / Originator Identifier Type,2011_EML,1,1,0.04,4.35%
Author / Originator World Wide Web Address,2011_EML,13,10,0.57,43.48%
Bounding Box,2011_EML,22,22,0.96,95.65%
Contributor Name,2011_EML,56,1,2.43,4.35%
Contributor Role,2011_EML,9,1,0.39,4.35%
Distribution Format,2011_EML,9,7,0.39,30.43%
Easternmost Longitude,2011_EML,22,22,0.96,95.65%
End Time,2011_EML,15,15,0.65,65.22%
Entity Type Definition,2011_EML,19,7,0.83,30.43%
Entity and Attribute Information,2011_EML,19,7,0.83,30.43%
Keyword,2011_EML,476,22,20.70,95.65%
Keyword Type,2011_EML,44,21,1.91,91.30%
Keyword Vocabulary,2011_EML,43,13,1.87,56.52%
Maintenance,2011_EML,18,18,0.78,78.26%
Metadata Access Constraints,2011_EML,23,23,1.00,100.00%
Metadata Use Constraints,2011_EML,23,23,1.00,100.00%
Northernmost Latitude,2011_EML,22,22,0.96,95.65%
Organization Name,2011_EML,46,21,2.00,91.30%
Originating Organization,2011_EML,29,21,1.26,91.30%
Place Keyword,2011_EML,79,21,3.43,91.30%
Process Step,2011_EML,19,19,0.83,82.61%
Project Description,2011_EML,1,1,0.04,4.35%
Project Name,2011_EML,13,10,0.57,43.48%
Publication Date,2011_EML,21,21,0.91,91.30%
Publisher,2011_EML,4,4,0.17,17.39%
Purpose,2011_EML,12,12,0.52,52.17%
Related Resource Citation,2011_EML,1,1,0.04,4.35%
Resource Access Constraints,2011_EML,23,23,1.00,100.00%
Resource Contact,2011_EML,23,23,1.00,100.00%
Resource Creation/Revision Date,2011_EML,21,21,0.91,91.30%
Resource Distribution,2011_EML,23,23,1.00,100.00%
Resource Format,2011_EML,9,7,0.39,30.43%
Resource Identifier,2011_EML,23,23,1.00,100.00%
Resource Identifier Type,2011_EML,23,23,1.00,100.00%
Resource Language,2011_EML,20,20,0.87,86.96%
Resource Lineage,2011_EML,19,19,0.83,82.61%
Resource Long Name,2011_EML,23,23,1.00,100.00%
Resource Status,2011_EML,23,23,1.00,100.00%
Resource Title,2011_EML,23,23,1.00,100.00%
Resource Update Frequency,2011_EML,9,9,0.39,39.13%
Resource Use Constraints,2011_EML,23,23,1.00,100.00%
Resource on-line Link,2011_EML,23,23,1.00,100.00%
Rights,2011_EML,23,23,1.00,100.00%
Security Constraints,2011_EML,23,23,1.00,100.00%
Southernmost Latitude,2011_EML,22,22,0.96,95.65%
Spatial Extent,2011_EML,22,22,0.96,95.65%
Start Time,2011_EML,15,15,0.65,65.22%
Temporal Extent,2011_EML,21,21,0.91,91.30%
Unknown,2011_EML,4063,23,176.65,100.00%
Westernmost Longitude,2011_EML,22,22,0.96,95.65%
