Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,CAP_2013_EML,39.0,39.0,1.0,1.0
Resource Identifier,CAP_2013_EML,39.0,39.0,1.0,1.0
Resource Title,CAP_2013_EML,39.0,39.0,1.0,1.0
Author / Originator,CAP_2013_EML,103.0,39.0,2.64,1.0
Metadata Contact,CAP_2013_EML,44.0,27.0,1.13,0.6923076923076923
Contributor Name,CAP_2013_EML,3.0,3.0,0.08,0.07692307692307693
Publisher,CAP_2013_EML,2.0,2.0,0.05,0.05128205128205128
Publication Date,CAP_2013_EML,39.0,39.0,1.0,1.0
Resource Contact,CAP_2013_EML,39.0,39.0,1.0,1.0
Abstract,CAP_2013_EML,39.0,39.0,1.0,1.0
Keyword,CAP_2013_EML,779.0,39.0,19.97,1.0
Resource Distribution,CAP_2013_EML,39.0,39.0,1.0,1.0
Spatial Extent,CAP_2013_EML,39.0,39.0,1.0,1.0
Taxonomic Extent,CAP_2013_EML,0.0,0.0,0.0,0.0
Temporal Extent,CAP_2013_EML,51.0,39.0,1.31,1.0
Maintenance,CAP_2013_EML,31.0,31.0,0.79,0.7948717948717948
Resource Use Constraints,CAP_2013_EML,39.0,39.0,1.0,1.0
Process Step,CAP_2013_EML,28.0,28.0,0.72,0.7179487179487181
Project Description,CAP_2013_EML,26.0,26.0,0.67,0.6666666666666666
Entity Type Definition,CAP_2013_EML,43.0,12.0,1.1,0.3076923076923077
Attribute Definition,CAP_2013_EML,1026.0,12.0,26.31,0.3076923076923077
Resource Access Constraints,CAP_2013_EML,39.0,39.0,1.0,1.0
Resource Format,CAP_2013_EML,43.0,12.0,1.1,0.3076923076923077
Attribute List,CAP_2013_EML,43.0,12.0,1.1,0.3076923076923077
Attribute Constraints,CAP_2013_EML,0.0,0.0,0.0,0.0
Resource Quality Description,CAP_2013_EML,0.0,0.0,0.0,0.0
