Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,CAP_2015_EML,241.0,241.0,1.0,1.0
Resource Identifier,CAP_2015_EML,241.0,241.0,1.0,1.0
Resource Title,CAP_2015_EML,241.0,241.0,1.0,1.0
Author / Originator,CAP_2015_EML,532.0,241.0,2.21,1.0
Metadata Contact,CAP_2015_EML,25.0,19.0,0.1,0.07883817427385892
Contributor Name,CAP_2015_EML,62.0,9.0,0.26,0.03734439834024896
Publisher,CAP_2015_EML,34.0,34.0,0.14,0.14107883817427386
Publication Date,CAP_2015_EML,224.0,224.0,0.93,0.9294605809128632
Resource Contact,CAP_2015_EML,473.0,241.0,1.96,1.0
Abstract,CAP_2015_EML,235.0,235.0,0.98,0.9751037344398341
Keyword,CAP_2015_EML,6424.0,228.0,26.66,0.946058091286307
Resource Distribution,CAP_2015_EML,241.0,241.0,1.0,1.0
Spatial Extent,CAP_2015_EML,235.0,235.0,0.98,0.9751037344398341
Taxonomic Extent,CAP_2015_EML,4.0,4.0,0.02,0.016597510373443983
Temporal Extent,CAP_2015_EML,233.0,232.0,0.97,0.9626556016597512
Maintenance,CAP_2015_EML,160.0,160.0,0.66,0.6639004149377593
Resource Use Constraints,CAP_2015_EML,237.0,237.0,0.98,0.9834024896265559
Process Step,CAP_2015_EML,191.0,191.0,0.79,0.7925311203319502
Project Description,CAP_2015_EML,54.0,54.0,0.22,0.22406639004149376
Entity Type Definition,CAP_2015_EML,444.0,88.0,1.84,0.3651452282157676
Attribute Definition,CAP_2015_EML,8436.0,88.0,35.0,0.3651452282157676
Resource Access Constraints,CAP_2015_EML,241.0,241.0,1.0,1.0
Resource Format,CAP_2015_EML,458.0,88.0,1.9,0.3651452282157676
Attribute List,CAP_2015_EML,458.0,88.0,1.9,0.3651452282157676
Attribute Constraints,CAP_2015_EML,39.0,11.0,0.16,0.04564315352697095
Resource Quality Description,CAP_2015_EML,0.0,0.0,0.0,0.0
