Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,CAP_2017_EML,27.0,27.0,1.0,1.0
Resource Identifier,CAP_2017_EML,27.0,27.0,1.0,1.0
Resource Title,CAP_2017_EML,27.0,27.0,1.0,1.0
Author / Originator,CAP_2017_EML,118.0,27.0,4.37,1.0
Metadata Contact,CAP_2017_EML,43.0,25.0,1.59,0.925925925925926
Contributor Name,CAP_2017_EML,22.0,4.0,0.81,0.14814814814814814
Publisher,CAP_2017_EML,4.0,4.0,0.15,0.14814814814814814
Publication Date,CAP_2017_EML,27.0,27.0,1.0,1.0
Resource Contact,CAP_2017_EML,27.0,27.0,1.0,1.0
Abstract,CAP_2017_EML,27.0,27.0,1.0,1.0
Keyword,CAP_2017_EML,554.0,27.0,20.52,1.0
Resource Distribution,CAP_2017_EML,27.0,27.0,1.0,1.0
Spatial Extent,CAP_2017_EML,27.0,27.0,1.0,1.0
Taxonomic Extent,CAP_2017_EML,4.0,4.0,0.15,0.14814814814814814
Temporal Extent,CAP_2017_EML,28.0,27.0,1.04,1.0
Maintenance,CAP_2017_EML,4.0,4.0,0.15,0.14814814814814814
Resource Use Constraints,CAP_2017_EML,27.0,27.0,1.0,1.0
Process Step,CAP_2017_EML,27.0,27.0,1.0,1.0
Project Description,CAP_2017_EML,3.0,3.0,0.11,0.1111111111111111
Entity Type Definition,CAP_2017_EML,73.0,23.0,2.7,0.8518518518518519
Attribute Definition,CAP_2017_EML,3411.0,23.0,126.33,0.8518518518518519
Resource Access Constraints,CAP_2017_EML,27.0,27.0,1.0,1.0
Resource Format,CAP_2017_EML,73.0,23.0,2.7,0.8518518518518519
Attribute List,CAP_2017_EML,73.0,23.0,2.7,0.8518518518518519
Attribute Constraints,CAP_2017_EML,3.0,2.0,0.11,0.07407407407407407
Resource Quality Description,CAP_2017_EML,0.0,0.0,0.0,0.0
