Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2018_EML,18,18,1.00,100.00%
Abstract,2018_EML,18,18,1.00,100.00%
Attribute Definition,2018_EML,1227,18,68.17,100.00%
Attribute List,2018_EML,105,18,5.83,100.00%
Author,2018_EML,72,18,4.00,100.00%
Author / Originator,2018_EML,72,18,4.00,100.00%
Author / Originator Identifier,2018_EML,43,10,2.39,55.56%
Author / Originator Identifier Type,2018_EML,3,3,0.17,16.67%
Author / Originator World Wide Web Address,2018_EML,35,10,1.94,55.56%
Bounding Box,2018_EML,19,18,1.06,100.00%
Distribution Format,2018_EML,25,18,1.39,100.00%
Easternmost Longitude,2018_EML,19,18,1.06,100.00%
End Time,2018_EML,18,18,1.00,100.00%
Entity Type Definition,2018_EML,102,18,5.67,100.00%
Entity and Attribute Information,2018_EML,102,18,5.67,100.00%
Keyword,2018_EML,532,17,29.56,94.44%
Keyword Type,2018_EML,34,17,1.89,94.44%
Keyword Vocabulary,2018_EML,58,17,3.22,94.44%
Maintenance,2018_EML,1,1,0.06,5.56%
Metadata Access Constraints,2018_EML,18,18,1.00,100.00%
Metadata Contact,2018_EML,30,7,1.67,38.89%
Metadata Use Constraints,2018_EML,18,18,1.00,100.00%
Northernmost Latitude,2018_EML,19,18,1.06,100.00%
Organization Name,2018_EML,51,18,2.83,100.00%
Originating Organization,2018_EML,36,18,2.00,100.00%
Place Keyword,2018_EML,58,17,3.22,94.44%
Process Step,2018_EML,18,18,1.00,100.00%
Project Name,2018_EML,35,10,1.94,55.56%
Publication Date,2018_EML,18,18,1.00,100.00%
Resource Access Constraints,2018_EML,18,18,1.00,100.00%
Resource Contact,2018_EML,18,18,1.00,100.00%
Resource Creation/Revision Date,2018_EML,18,18,1.00,100.00%
Resource Distribution,2018_EML,18,18,1.00,100.00%
Resource Format,2018_EML,25,18,1.39,100.00%
Resource Identifier,2018_EML,18,18,1.00,100.00%
Resource Identifier Type,2018_EML,18,18,1.00,100.00%
Resource Language,2018_EML,1,1,0.06,5.56%
Resource Lineage,2018_EML,18,18,1.00,100.00%
Resource Long Name,2018_EML,18,18,1.00,100.00%
Resource Status,2018_EML,18,18,1.00,100.00%
Resource Title,2018_EML,18,18,1.00,100.00%
Resource Use Constraints,2018_EML,18,18,1.00,100.00%
Resource on-line Link,2018_EML,18,18,1.00,100.00%
Rights,2018_EML,18,18,1.00,100.00%
Security Constraints,2018_EML,18,18,1.00,100.00%
Southernmost Latitude,2018_EML,19,18,1.06,100.00%
Spatial Extent,2018_EML,19,18,1.06,100.00%
Start Time,2018_EML,18,18,1.00,100.00%
Taxonomic Extent,2018_EML,4,4,0.22,22.22%
Temporal Extent,2018_EML,18,18,1.00,100.00%
Unknown,2018_EML,10378,18,576.56,100.00%
Westernmost Longitude,2018_EML,19,18,1.06,100.00%
