Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2012_EML,12,12,1.00,100.00%
Abstract,2012_EML,12,12,1.00,100.00%
Attribute Definition,2012_EML,269,8,22.42,66.67%
Attribute List,2012_EML,14,8,1.17,66.67%
Author,2012_EML,12,12,1.00,100.00%
Author / Originator,2012_EML,12,12,1.00,100.00%
Author / Originator Email Address,2012_EML,19,8,1.58,66.67%
Author / Originator Identifier,2012_EML,8,8,0.67,66.67%
Author / Originator Identifier Type,2012_EML,5,5,0.42,41.67%
Author / Originator World Wide Web Address,2012_EML,8,8,0.67,66.67%
Bounding Box,2012_EML,12,12,1.00,100.00%
Contributor Name,2012_EML,36,8,3.00,66.67%
Contributor Role,2012_EML,18,8,1.50,66.67%
Distribution Format,2012_EML,8,8,0.67,66.67%
Easternmost Longitude,2012_EML,12,12,1.00,100.00%
End Time,2012_EML,12,12,1.00,100.00%
Entity Type Definition,2012_EML,17,8,1.42,66.67%
Entity and Attribute Information,2012_EML,17,8,1.42,66.67%
Keyword,2012_EML,253,12,21.08,100.00%
Keyword Type,2012_EML,27,12,2.25,100.00%
Keyword Vocabulary,2012_EML,25,7,2.08,58.33%
Maintenance,2012_EML,8,8,0.67,66.67%
Metadata Access Constraints,2012_EML,12,12,1.00,100.00%
Metadata Contact,2012_EML,8,8,0.67,66.67%
Metadata Use Constraints,2012_EML,12,12,1.00,100.00%
Northernmost Latitude,2012_EML,12,12,1.00,100.00%
Organization Name,2012_EML,55,12,4.58,100.00%
Originating Organization,2012_EML,12,12,1.00,100.00%
Parent Identifier,2012_EML,2,2,0.17,16.67%
Place Keyword,2012_EML,47,12,3.92,100.00%
Process Step,2012_EML,8,8,0.67,66.67%
Project Description,2012_EML,2,2,0.17,16.67%
Project Name,2012_EML,8,8,0.67,66.67%
Publication Date,2012_EML,12,12,1.00,100.00%
Purpose,2012_EML,7,7,0.58,58.33%
Related Resource Citation,2012_EML,2,2,0.17,16.67%
Related Resource Identifier,2012_EML,2,2,0.17,16.67%
Resource Access Constraints,2012_EML,12,12,1.00,100.00%
Resource Contact,2012_EML,12,12,1.00,100.00%
Resource Creation/Revision Date,2012_EML,12,12,1.00,100.00%
Resource Distribution,2012_EML,12,12,1.00,100.00%
Resource Format,2012_EML,8,8,0.67,66.67%
Resource Identifier,2012_EML,12,12,1.00,100.00%
Resource Identifier Type,2012_EML,12,12,1.00,100.00%
Resource Language,2012_EML,12,12,1.00,100.00%
Resource Lineage,2012_EML,8,8,0.67,66.67%
Resource Long Name,2012_EML,12,12,1.00,100.00%
Resource Status,2012_EML,12,12,1.00,100.00%
Resource Title,2012_EML,12,12,1.00,100.00%
Resource Update Frequency,2012_EML,3,3,0.25,25.00%
Resource Use Constraints,2012_EML,12,12,1.00,100.00%
Resource on-line Link,2012_EML,12,12,1.00,100.00%
Responsible Party Identifier,2012_EML,16,8,1.33,66.67%
Responsible Party Identifier Type,2012_EML,5,5,0.42,41.67%
Rights,2012_EML,12,12,1.00,100.00%
Security Constraints,2012_EML,12,12,1.00,100.00%
Southernmost Latitude,2012_EML,12,12,1.00,100.00%
Spatial Extent,2012_EML,12,12,1.00,100.00%
Start Time,2012_EML,12,12,1.00,100.00%
Temporal Extent,2012_EML,12,12,1.00,100.00%
Unknown,2012_EML,3175,12,264.58,100.00%
Westernmost Longitude,2012_EML,12,12,1.00,100.00%
