Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,CAP_2014_EML,21.0,21.0,1.0,1.0
Resource Identifier,CAP_2014_EML,21.0,21.0,1.0,1.0
Resource Title,CAP_2014_EML,21.0,21.0,1.0,1.0
Author / Originator,CAP_2014_EML,21.0,21.0,1.0,1.0
Metadata Contact,CAP_2014_EML,21.0,21.0,1.0,1.0
Contributor Name,CAP_2014_EML,0.0,0.0,0.0,0.0
Publisher,CAP_2014_EML,21.0,21.0,1.0,1.0
Publication Date,CAP_2014_EML,21.0,21.0,1.0,1.0
Resource Contact,CAP_2014_EML,21.0,21.0,1.0,1.0
Abstract,CAP_2014_EML,21.0,21.0,1.0,1.0
Keyword,CAP_2014_EML,312.0,21.0,14.86,1.0
Resource Distribution,CAP_2014_EML,21.0,21.0,1.0,1.0
Spatial Extent,CAP_2014_EML,21.0,21.0,1.0,1.0
Taxonomic Extent,CAP_2014_EML,0.0,0.0,0.0,0.0
Temporal Extent,CAP_2014_EML,36.0,21.0,1.71,1.0
Maintenance,CAP_2014_EML,21.0,21.0,1.0,1.0
Resource Use Constraints,CAP_2014_EML,21.0,21.0,1.0,1.0
Process Step,CAP_2014_EML,21.0,21.0,1.0,1.0
Project Description,CAP_2014_EML,12.0,12.0,0.57,0.5714285714285714
Entity Type Definition,CAP_2014_EML,8.0,5.0,0.38,0.2380952380952381
Attribute Definition,CAP_2014_EML,150.0,5.0,7.14,0.2380952380952381
Resource Access Constraints,CAP_2014_EML,21.0,21.0,1.0,1.0
Resource Format,CAP_2014_EML,8.0,5.0,0.38,0.2380952380952381
Attribute List,CAP_2014_EML,8.0,5.0,0.38,0.2380952380952381
Attribute Constraints,CAP_2014_EML,0.0,0.0,0.0,0.0
Resource Quality Description,CAP_2014_EML,0.0,0.0,0.0,0.0
