Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2016_EML,25,25,1.00,100.00%
Abstract,2016_EML,25,25,1.00,100.00%
Attribute Constraints,2016_EML,3,2,0.12,8.00%
Attribute Definition,2016_EML,2756,22,110.24,88.00%
Attribute List,2016_EML,85,22,3.40,88.00%
Author,2016_EML,93,25,3.72,100.00%
Author / Originator,2016_EML,93,25,3.72,100.00%
Author / Originator Identifier,2016_EML,18,4,0.72,16.00%
Author / Originator World Wide Web Address,2016_EML,34,11,1.36,44.00%
Bounding Box,2016_EML,27,25,1.08,100.00%
Contributor Name,2016_EML,24,1,0.96,4.00%
Contributor Role,2016_EML,5,1,0.20,4.00%
Distribution Format,2016_EML,25,22,1.00,88.00%
Easternmost Longitude,2016_EML,27,25,1.08,100.00%
End Time,2016_EML,23,23,0.92,92.00%
Entity Type Definition,2016_EML,86,22,3.44,88.00%
Entity and Attribute Information,2016_EML,86,22,3.44,88.00%
Keyword,2016_EML,595,25,23.80,100.00%
Keyword Type,2016_EML,49,24,1.96,96.00%
Keyword Vocabulary,2016_EML,92,25,3.68,100.00%
Maintenance,2016_EML,5,5,0.20,20.00%
Metadata Access Constraints,2016_EML,25,25,1.00,100.00%
Metadata Contact,2016_EML,42,21,1.68,84.00%
Metadata Use Constraints,2016_EML,25,25,1.00,100.00%
Northernmost Latitude,2016_EML,27,25,1.08,100.00%
Organization Name,2016_EML,133,25,5.32,100.00%
Originating Organization,2016_EML,47,22,1.88,88.00%
Place Keyword,2016_EML,62,24,2.48,96.00%
Process Step,2016_EML,24,24,0.96,96.00%
Project Description,2016_EML,2,2,0.08,8.00%
Project Name,2016_EML,34,11,1.36,44.00%
Publication Date,2016_EML,25,25,1.00,100.00%
Publisher,2016_EML,15,15,0.60,60.00%
Purpose,2016_EML,1,1,0.04,4.00%
Related Resource Citation,2016_EML,2,2,0.08,8.00%
Resource Access Constraints,2016_EML,25,25,1.00,100.00%
Resource Contact,2016_EML,43,25,1.72,100.00%
Resource Creation/Revision Date,2016_EML,25,25,1.00,100.00%
Resource Distribution,2016_EML,23,23,0.92,92.00%
Resource Format,2016_EML,25,22,1.00,88.00%
Resource Identifier,2016_EML,25,25,1.00,100.00%
Resource Identifier Type,2016_EML,25,25,1.00,100.00%
Resource Language,2016_EML,18,18,0.72,72.00%
Resource Lineage,2016_EML,24,24,0.96,96.00%
Resource Long Name,2016_EML,25,25,1.00,100.00%
Resource Status,2016_EML,25,25,1.00,100.00%
Resource Title,2016_EML,25,25,1.00,100.00%
Resource Update Frequency,2016_EML,4,4,0.16,16.00%
Resource Use Constraints,2016_EML,25,25,1.00,100.00%
Resource on-line Link,2016_EML,23,23,0.92,92.00%
Rights,2016_EML,25,25,1.00,100.00%
Security Constraints,2016_EML,25,25,1.00,100.00%
Southernmost Latitude,2016_EML,27,25,1.08,100.00%
Spatial Extent,2016_EML,27,25,1.08,100.00%
Start Time,2016_EML,23,23,0.92,92.00%
Taxonomic Extent,2016_EML,6,6,0.24,24.00%
Temporal Extent,2016_EML,25,25,1.00,100.00%
Temporal Keyword,2016_EML,5,1,0.20,4.00%
Unknown,2016_EML,12520,25,500.80,100.00%
Westernmost Longitude,2016_EML,27,25,1.08,100.00%
