Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2015_EML,241,241,1.00,100.00%
Abstract,2015_EML,235,235,0.98,97.51%
Attribute Constraints,2015_EML,39,11,0.16,4.56%
Attribute Definition,2015_EML,7167,88,29.74,36.51%
Attribute List,2015_EML,451,88,1.87,36.51%
Author,2015_EML,532,241,2.21,100.00%
Author / Originator,2015_EML,532,241,2.21,100.00%
Author / Originator Email Address,2015_EML,27,11,0.11,4.56%
Author / Originator Identifier,2015_EML,56,23,0.23,9.54%
Author / Originator Identifier Type,2015_EML,8,8,0.03,3.32%
Author / Originator World Wide Web Address,2015_EML,194,126,0.80,52.28%
Bounding Box,2015_EML,235,235,0.98,97.51%
Contributor Name,2015_EML,62,9,0.26,3.73%
Contributor Role,2015_EML,19,9,0.08,3.73%
Distribution Format,2015_EML,137,88,0.57,36.51%
Easternmost Longitude,2015_EML,235,235,0.98,97.51%
End Time,2015_EML,134,133,0.56,55.19%
Entity Type Definition,2015_EML,442,88,1.83,36.51%
Entity and Attribute Information,2015_EML,442,88,1.83,36.51%
Keyword,2015_EML,5863,228,24.33,94.61%
Keyword Type,2015_EML,461,228,1.91,94.61%
Keyword Vocabulary,2015_EML,815,223,3.38,92.53%
Maintenance,2015_EML,160,160,0.66,66.39%
Metadata Access Constraints,2015_EML,241,241,1.00,100.00%
Metadata Contact,2015_EML,25,19,0.10,7.88%
Metadata Use Constraints,2015_EML,241,241,1.00,100.00%
Northernmost Latitude,2015_EML,235,235,0.98,97.51%
Organization Name,2015_EML,798,240,3.31,99.59%
Originating Organization,2015_EML,337,219,1.40,90.87%
Parent Identifier,2015_EML,14,14,0.06,5.81%
Place Keyword,2015_EML,953,226,3.95,93.78%
Process Step,2015_EML,191,191,0.79,79.25%
Project Description,2015_EML,54,54,0.22,22.41%
Project Name,2015_EML,194,126,0.80,52.28%
Publication Date,2015_EML,224,224,0.93,92.95%
Publisher,2015_EML,34,34,0.14,14.11%
Publisher E-Mail,2015_EML,2,2,0.01,0.83%
Publisher URL,2015_EML,2,2,0.01,0.83%
Purpose,2015_EML,123,123,0.51,51.04%
Related Resource Citation,2015_EML,54,54,0.22,22.41%
Related Resource Identifier,2015_EML,14,14,0.06,5.81%
Resource Access Constraints,2015_EML,241,241,1.00,100.00%
Resource Contact,2015_EML,473,241,1.96,100.00%
Resource Creation/Revision Date,2015_EML,224,224,0.93,92.95%
Resource Distribution,2015_EML,241,241,1.00,100.00%
Resource Format,2015_EML,137,88,0.57,36.51%
Resource Identifier,2015_EML,241,241,1.00,100.00%
Resource Identifier Type,2015_EML,241,241,1.00,100.00%
Resource Language,2015_EML,186,186,0.77,77.18%
Resource Lineage,2015_EML,191,191,0.79,79.25%
Resource Long Name,2015_EML,241,241,1.00,100.00%
Resource Status,2015_EML,241,241,1.00,100.00%
Resource Title,2015_EML,241,241,1.00,100.00%
Resource Update Frequency,2015_EML,127,127,0.53,52.70%
Resource Use Constraints,2015_EML,237,237,0.98,98.34%
Resource on-line Link,2015_EML,241,241,1.00,100.00%
Responsible Party Identifier,2015_EML,8,5,0.03,2.07%
Responsible Party Identifier Type,2015_EML,1,1,0.00,0.41%
Rights,2015_EML,237,237,0.98,98.34%
Security Constraints,2015_EML,241,241,1.00,100.00%
Southernmost Latitude,2015_EML,235,235,0.98,97.51%
Spatial Extent,2015_EML,235,235,0.98,97.51%
Start Time,2015_EML,134,133,0.56,55.19%
Taxonomic Extent,2015_EML,4,4,0.02,1.66%
Temporal Extent,2015_EML,233,232,0.97,96.27%
Temporal Keyword,2015_EML,10,2,0.04,0.83%
Unknown,2015_EML,65597,241,272.19,100.00%
Vertical Maximum,2015_EML,2,2,0.01,0.83%
Vertical Minimum,2015_EML,2,2,0.01,0.83%
Vertical Resolution,2015_EML,2,2,0.01,0.83%
Westernmost Longitude,2015_EML,235,235,0.98,97.51%
