XPath,MCM_2006_EML,MCM_2007_EML,MCM_2008_EML,MCM_2009_EML,MCM_2010_EML,MCM_2012_EML,MCM_2013_EML,MCM_2014_EML,MCM_2015_EML,MCM_2016_EML,MCM_2017_EML,MCM_2018_EML
/eml:eml/@packageId,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@scope,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.0,0.0,0.0
/eml:eml/@system,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@xsi:schemaLocation,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.995049504950495,1.0,1.0,1.0
/eml:eml/access/@authSystem,0.7186544342507645,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/@order,0.7186544342507645,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/@scope,0.7186544342507645,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/@system,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
/eml:eml/access/allow/permission,0.7186544342507645,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/allow/principal,0.7186544342507645,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/@convention,0.003058103975535168,0.0,0.0,0.0,0.0,0.18181818181818185,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/@xsi:schemaLocation,0.03058103975535168,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.4,0.034653465346534656,0.7609427609427609,0.7777777777777778,1.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@abbreviation,0.03058103975535168,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.4,0.034653465346534656,0.5353535353535354,0.7777777777777778,1.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@constantToSI,0.03058103975535168,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.4,0.034653465346534656,0.13804713804713806,0.4444444444444444,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@id,0.03058103975535168,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.4,0.034653465346534656,0.7609427609427609,0.7777777777777778,1.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@multiplierToSI,0.03058103975535168,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.4,0.034653465346534656,0.13804713804713806,0.4444444444444444,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@name,0.03058103975535168,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.4,0.034653465346534656,0.5353535353535354,0.7777777777777778,1.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@parentSI,0.03058103975535168,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.4,0.034653465346534656,0.13804713804713806,0.4444444444444444,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@unitType,0.03058103975535168,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.4,0.034653465346534656,0.5353535353535354,0.7777777777777778,1.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/stmml:description,0.03058103975535168,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.4,0.034653465346534656,0.16498316498316498,0.5555555555555556,1.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@abbreviation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0049504950495049506,0.0,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@id,0.5137614678899083,0.6666666666666666,0.5555555555555556,0.375,1.0,0.7272727272727273,0.42857142857142855,0.5,0.6633663366336634,0.0,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@name,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0049504950495049506,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@id,0.22018348623853207,0.3333333333333333,0.3333333333333333,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/@scope,0.3608562691131498,0.3333333333333333,0.3333333333333333,0.5,0.0,0.18181818181818185,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099009900990099,0.0,0.0,0.0
/eml:eml/dataset/abstract/para,0.003058103975535168,0.0,0.0,0.125,0.0,0.0,0.14285714285714285,0.0,0.0297029702970297,0.0,0.0,0.0
/eml:eml/dataset/abstract/section/para,0.5412844036697247,0.6666666666666666,0.4444444444444444,0.0,1.0,0.8181818181818182,0.8571428571428571,0.9,0.5148514851485149,0.0,0.0,0.0
/eml:eml/dataset/abstract/section/para/literalLayout,0.4434250764525994,0.3333333333333333,0.5555555555555556,0.875,0.0,0.18181818181818185,0.0,0.1,0.4306930693069307,1.0,1.0,1.0
/eml:eml/dataset/access/@authSystem,0.2813455657492355,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@order,0.2813455657492355,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@scope,0.2813455657492355,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/permission,0.2813455657492355,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/principal,0.2813455657492355,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5858585858585859,0.1111111111111111,0.0
/eml:eml/dataset/additionalInfo/section/para,0.1834862385321101,0.0,0.1111111111111111,0.0,0.0,0.0,0.2857142857142857,0.3,0.04455445544554455,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/section/para/itemizedlist/listitem/para/literalLayout,0.20795107033639146,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.099009900990099,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/section/para/literalLayout,0.9388379204892966,1.0,0.8888888888888888,1.0,1.0,1.0,0.8571428571428571,0.9,0.9504950495049505,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/section/para/orderedlist/listitem/para,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/section/para/orderedlist/listitem/para/ulink,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/section/section/para,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049504950495049506,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/section/section/title,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049504950495049506,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/section/title,0.9785932721712538,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9504950495049505,0.0,0.0,0.0
/eml:eml/dataset/alternateIdentifier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,1.0
/eml:eml/dataset/alternateIdentifier/@system,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,1.0
/eml:eml/dataset/associatedParty/@scope,0.10397553516819573,0.0,0.0,0.0,0.0,0.09090909090909093,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/@scope,0.10397553516819573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
