XPath,MCM_2006_EML,MCM_2007_EML,MCM_2008_EML,MCM_2009_EML,MCM_2010_EML,MCM_2012_EML,MCM_2013_EML,MCM_2014_EML,MCM_2015_EML,MCM_2016_EML,MCM_2017_EML,MCM_2018_EML
/eml:eml/dataset/associatedParty/phone,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.05,2.68,4.89,2.0
/eml:eml/dataset/associatedParty/phone/@phonetype,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.05,2.68,4.89,2.0
/eml:eml/dataset/associatedParty/role,0.91,0.0,0.33,0.0,0.0,3.18,2.71,6.6,0.6,3.19,5.78,5.0
/eml:eml/dataset/contact/@scope,0.36,0.33,0.33,0.5,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/@scope,0.36,0.33,0.33,0.5,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.12,0.99,0.0,0.0
/eml:eml/dataset/contact/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.12,0.99,0.0,0.0
/eml:eml/dataset/contact/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.12,0.99,0.0,0.0
/eml:eml/dataset/contact/address/deliveryPoint,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.7,3.25,1.98,0.0,0.0
/eml:eml/dataset/contact/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.12,0.99,0.0,0.0
/eml:eml/dataset/contact/electronicMailAddress,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.12,0.99,0.0,0.0
/eml:eml/dataset/contact/individualName/givenName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
/eml:eml/dataset/contact/individualName/surName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
/eml:eml/dataset/contact/onlineUrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1.98,1.0,1.0
/eml:eml/dataset/contact/organizationName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.99,1.0,1.0
/eml:eml/dataset/contact/phone,1.72,1.67,1.67,1.5,2.0,2.0,2.0,1.8,2.25,1.97,0.0,0.0
/eml:eml/dataset/contact/phone/@phonetype,1.72,1.67,1.67,1.5,2.0,2.0,2.0,1.8,2.25,1.97,0.0,0.0
/eml:eml/dataset/contact/positionName,0.28,0.33,0.33,0.5,0.0,0.27,0.0,0.0,1.0,0.99,0.0,0.0
/eml:eml/dataset/coverage/@scope,0.36,0.33,0.33,0.5,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/@scope,0.36,0.33,0.33,0.5,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.99,2.35,2.33,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.99,2.35,2.33,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.99,2.35,2.33,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,1.01,1.0,1.0,1.0,1.0,1.0,1.0,3.3,1.23,3.94,2.78,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,1.01,1.0,1.0,1.0,1.0,1.0,1.0,3.3,1.23,3.94,2.78,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,1.01,1.0,1.0,1.0,1.0,1.0,1.0,3.3,1.23,3.94,2.78,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,1.01,1.0,1.0,1.0,1.0,1.0,1.0,3.3,1.23,3.94,2.78,0.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,0.99,1.0,1.0,1.0,1.0,1.0,1.0,3.3,1.23,3.94,2.78,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/commonName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankValue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/@scope,0.36,0.33,0.33,0.38,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.89,1.0,1.0,0.75,1.0,1.0,1.0,0.9,0.77,0.97,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.89,1.0,1.0,0.75,1.0,1.0,1.0,0.9,0.77,0.97,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/singleDateTime/calendarDate,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.03,0.0,0.0
/eml:eml/dataset/creator/@scope,0.4,0.33,0.44,0.88,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/@scope,0.4,0.33,0.44,0.88,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/administrativeArea,1.08,1.33,1.44,1.75,2.0,1.0,1.0,2.0,1.13,1.36,2.44,0.0
/eml:eml/dataset/creator/address/city,1.1,1.33,1.44,1.75,2.0,1.0,1.0,2.0,1.16,1.64,2.44,0.0
/eml:eml/dataset/creator/address/country,1.1,1.33,1.44,1.75,2.0,1.0,1.0,2.0,1.16,1.65,2.44,0.0
/eml:eml/dataset/creator/address/deliveryPoint,3.42,3.33,5.22,5.12,4.0,4.0,2.29,4.8,3.4,1.64,2.44,0.0
/eml:eml/dataset/creator/address/postalCode,1.1,1.33,1.44,1.75,2.0,1.0,1.0,2.0,1.15,1.46,2.44,0.0
/eml:eml/dataset/creator/electronicMailAddress,1.1,1.33,1.44,1.75,2.0,1.0,1.0,2.0,1.16,1.67,2.44,1.0
/eml:eml/dataset/creator/individualName/givenName,1.18,1.33,1.44,1.75,2.0,1.0,1.0,2.2,1.21,1.67,2.44,1.0
/eml:eml/dataset/creator/individualName/surName,1.1,1.33,1.44,1.75,2.0,1.0,1.0,2.2,1.16,1.67,2.44,1.0
/eml:eml/dataset/creator/onlineUrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,0.22,0.0
/eml:eml/dataset/creator/organizationName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.65,2.44,1.0
/eml:eml/dataset/creator/phone,1.1,1.33,1.44,1.75,2.0,0.73,0.86,1.9,1.14,1.19,1.56,0.0
/eml:eml/dataset/creator/phone/@phonetype,1.1,1.33,1.44,1.75,2.0,0.73,0.86,1.9,1.14,1.19,1.56,0.0
/eml:eml/dataset/dataTable/@scope,0.75,0.33,0.33,0.5,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/additionalInfo/section/para,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/additionalInfo/section/title,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,6.59,4.0,4.22,8.62,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,17.8,25.0,13.78,21.88,35.5,25.45,11.71,29.4,17.88,33.11,22.11,15.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,3.18,2.83,0.44,3.62,5.5,4.09,4.71,8.8,2.56,33.11,22.11,15.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,17.8,25.0,13.78,21.88,35.5,25.45,11.71,29.4,17.88,33.11,22.11,15.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,1.3,1.0,1.67,0.38,2.0,4.09,1.0,1.8,1.65,3.03,2.22,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/formatString,0.57,0.67,0.78,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/customUnit,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/standardUnit,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.43,0.63,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.43,0.63,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,8.41,5.67,2.67,10.0,6.5,12.0,4.43,6.6,7.91,8.26,10.11,8.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum,1.78,1.17,5.11,0.5,4.0,0.82,1.29,0.8,2.09,2.32,8.22,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum/@exclusive,1.78,1.17,5.11,0.5,4.0,0.82,1.29,0.8,2.09,2.32,8.22,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum,3.51,13.67,6.33,1.62,26.5,0.82,1.29,8.0,4.49,4.09,8.22,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum/@exclusive,3.51,13.67,6.33,1.62,26.5,0.82,1.29,8.0,4.49,4.09,8.22,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,7.49,17.67,8.67,11.12,27.0,9.36,6.29,20.6,8.23,21.67,9.78,5.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,4.8,1.33,0.11,2.5,2.5,9.36,4.29,3.2,4.0,11.2,8.67,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,3.76,10.17,3.44,3.0,24.5,3.73,0.43,12.4,4.12,6.95,3.67,4.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,3.73,7.5,5.22,8.12,2.5,5.64,5.86,8.2,4.1,14.72,6.11,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,12.43,24.0,12.89,21.5,34.0,9.36,9.57,17.2,13.28,14.32,4.0,5.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,12.43,24.0,12.89,21.5,34.0,9.36,9.57,17.2,13.28,14.32,4.0,5.0
/eml:eml/dataset/dataTable/attributeList/attribute/storageType,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,11.44,12.33,10.0
/eml:eml/dataset/dataTable/attributeList/attribute/storageType/@typeSystem,17.72,25.0,13.78,21.88,35.0,23.0,10.57,19.6,17.39,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0
/eml:eml/dataset/dataTable/entityDescription,0.21,0.33,0.11,0.0,0.0,0.82,0.29,1.9,0.04,2.79,2.11,0.0
/eml:eml/dataset/dataTable/entityName,1.88,1.0,1.0,1.0,1.0,3.82,1.0,2.4,1.65,2.98,2.22,1.0
/eml:eml/dataset/dataTable/method/methodStep/description/para/literalLayout,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/methodStep/instrumentation,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/methodStep/subStep/description/para/literalLayout,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/samplingDescription/para,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/samplingDescription/section/para,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/samplingDescription/section/title,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/@scope,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/geographicCoverage/@scope,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/geographicCoverage/geographicDescription,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/temporalCoverage/@scope,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/method/sampling/studyExtent/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/methods/methodStep/description,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
/eml:eml/dataset/dataTable/methods/methodStep/description/para,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/methods/methodStep/description/para/literalLayout,0.04,0.0,0.0,0.0,0.0,0.73,0.0,0.6,0.05,0.0,0.0,0.0
/eml:eml/dataset/dataTable/methods/methodStep/description/section/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.11,0.0
/eml:eml/dataset/dataTable/methods/methodStep/instrumentation,0.86,0.0,0.0,0.0,0.0,4.55,0.0,0.9,0.88,0.83,0.0,0.0
/eml:eml/dataset/dataTable/methods/methodStep/subStep/description/para/literalLayout,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/dataTable/methods/qualityControl/description/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0
/eml:eml/dataset/dataTable/methods/sampling/samplingDescription/section/para,1.13,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.14,0.0,0.0,0.0
/eml:eml/dataset/dataTable/methods/sampling/samplingDescription/section/title,1.13,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.14,0.0,0.0,0.0
/eml:eml/dataset/dataTable/methods/sampling/studyExtent/coverage/@scope,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/methods/sampling/studyExtent/coverage/geographicCoverage/@scope,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,0.56,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.57,0.0,0.0,0.0
/eml:eml/dataset/dataTable/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,0.56,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.57,0.0,0.0,0.0
/eml:eml/dataset/dataTable/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,0.56,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.57,0.0,0.0,0.0
/eml:eml/dataset/dataTable/methods/sampling/studyExtent/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,0.56,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.57,0.0,0.0,0.0
