Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2017_EML,9,9,1.00,100.00%
Abstract,2017_EML,9,9,1.00,100.00%
Attribute Definition,2017_EML,95,9,10.56,100.00%
Attribute List,2017_EML,15,9,1.67,100.00%
Author,2017_EML,22,9,2.44,100.00%
Author / Originator,2017_EML,22,9,2.44,100.00%
Author / Originator Email Address,2017_EML,2,2,0.22,22.22%
Author / Originator World Wide Web Address,2017_EML,22,9,2.44,100.00%
Bounding Box,2017_EML,25,9,2.78,100.00%
Contributor Name,2017_EML,52,9,5.78,100.00%
Contributor Role,2017_EML,21,9,2.33,100.00%
Distribution Format,2017_EML,10,9,1.11,100.00%
Easternmost Longitude,2017_EML,25,9,2.78,100.00%
End Time,2017_EML,9,9,1.00,100.00%
Entity Type Definition,2017_EML,15,8,1.67,88.89%
Entity and Attribute Information,2017_EML,15,8,1.67,88.89%
Instrument,2017_EML,1,1,0.11,11.11%
Keyword,2017_EML,63,9,7.00,100.00%
Keyword Vocabulary,2017_EML,20,9,2.22,100.00%
Maintenance,2017_EML,3,3,0.33,33.33%
Metadata Access Constraints,2017_EML,9,9,1.00,100.00%
Metadata Contact,2017_EML,9,9,1.00,100.00%
Metadata Use Constraints,2017_EML,9,9,1.00,100.00%
Northernmost Latitude,2017_EML,25,9,2.78,100.00%
Organization Name,2017_EML,82,9,9.11,100.00%
Originating Organization,2017_EML,22,9,2.44,100.00%
Process Step,2017_EML,9,9,1.00,100.00%
Project Name,2017_EML,22,9,2.44,100.00%
Publication Date,2017_EML,9,9,1.00,100.00%
Publisher,2017_EML,9,9,1.00,100.00%
Purpose,2017_EML,1,1,0.11,11.11%
Resource Access Constraints,2017_EML,9,9,1.00,100.00%
Resource Contact,2017_EML,9,9,1.00,100.00%
Resource Creation/Revision Date,2017_EML,9,9,1.00,100.00%
Resource Distribution,2017_EML,9,9,1.00,100.00%
Resource Format,2017_EML,10,9,1.11,100.00%
Resource Identifier,2017_EML,9,9,1.00,100.00%
Resource Identifier Type,2017_EML,9,9,1.00,100.00%
Resource Language,2017_EML,9,9,1.00,100.00%
Resource Lineage,2017_EML,9,9,1.00,100.00%
Resource Long Name,2017_EML,9,9,1.00,100.00%
Resource Status,2017_EML,9,9,1.00,100.00%
Resource Title,2017_EML,9,9,1.00,100.00%
Resource Use Constraints,2017_EML,9,9,1.00,100.00%
Resource on-line Link,2017_EML,9,9,1.00,100.00%
Rights,2017_EML,9,9,1.00,100.00%
Security Constraints,2017_EML,9,9,1.00,100.00%
Southernmost Latitude,2017_EML,25,9,2.78,100.00%
Spatial Extent,2017_EML,25,9,2.78,100.00%
Start Time,2017_EML,9,9,1.00,100.00%
Supplemental Information,2017_EML,2,2,0.22,22.22%
Temporal Extent,2017_EML,9,9,1.00,100.00%
Unknown,2017_EML,1273,9,141.44,100.00%
Vertical Maximum,2017_EML,14,8,1.56,88.89%
Vertical Minimum,2017_EML,14,8,1.56,88.89%
Vertical Resolution,2017_EML,8,8,0.89,88.89%
Westernmost Longitude,2017_EML,25,9,2.78,100.00%
