Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2012_EML,11,11,1.00,100.00%
Abstract,2012_EML,11,11,1.00,100.00%
Attribute Definition,2012_EML,187,11,17.00,100.00%
Attribute List,2012_EML,42,11,3.82,100.00%
Author,2012_EML,11,11,1.00,100.00%
Author / Originator,2012_EML,11,11,1.00,100.00%
Author / Originator World Wide Web Address,2012_EML,11,11,1.00,100.00%
Bounding Box,2012_EML,11,11,1.00,100.00%
Contributor Name,2012_EML,35,5,3.18,45.45%
Contributor Role,2012_EML,7,5,0.64,45.45%
Distribution Format,2012_EML,11,11,1.00,100.00%
Easternmost Longitude,2012_EML,11,11,1.00,100.00%
End Time,2012_EML,11,11,1.00,100.00%
Entity Type Definition,2012_EML,9,2,0.82,18.18%
Entity and Attribute Information,2012_EML,9,2,0.82,18.18%
Keyword,2012_EML,96,11,8.73,100.00%
Keyword Type,2012_EML,19,11,1.73,100.00%
Maintenance,2012_EML,11,11,1.00,100.00%
Metadata Access Constraints,2012_EML,11,11,1.00,100.00%
Metadata Contact,2012_EML,11,11,1.00,100.00%
Metadata Use Constraints,2012_EML,11,11,1.00,100.00%
Northernmost Latitude,2012_EML,11,11,1.00,100.00%
Organization Name,2012_EML,33,11,3.00,100.00%
Place Keyword,2012_EML,16,8,1.45,72.73%
Process Step,2012_EML,11,11,1.00,100.00%
Project Name,2012_EML,11,11,1.00,100.00%
Publication Date,2012_EML,4,4,0.36,36.36%
Publisher,2012_EML,11,11,1.00,100.00%
Publisher E-Mail,2012_EML,11,11,1.00,100.00%
Publisher URL,2012_EML,11,11,1.00,100.00%
Resource Access Constraints,2012_EML,11,11,1.00,100.00%
Resource Contact,2012_EML,11,11,1.00,100.00%
Resource Creation/Revision Date,2012_EML,4,4,0.36,36.36%
Resource Distribution,2012_EML,11,11,1.00,100.00%
Resource Format,2012_EML,11,11,1.00,100.00%
Resource Identifier,2012_EML,11,11,1.00,100.00%
Resource Identifier Type,2012_EML,11,11,1.00,100.00%
Resource Language,2012_EML,2,2,0.18,18.18%
Resource Lineage,2012_EML,11,11,1.00,100.00%
Resource Long Name,2012_EML,11,11,1.00,100.00%
Resource Status,2012_EML,11,11,1.00,100.00%
Resource Title,2012_EML,11,11,1.00,100.00%
Resource Use Constraints,2012_EML,11,11,1.00,100.00%
Resource on-line Link,2012_EML,3,3,0.27,27.27%
Rights,2012_EML,11,11,1.00,100.00%
Security Constraints,2012_EML,11,11,1.00,100.00%
Southernmost Latitude,2012_EML,11,11,1.00,100.00%
Spatial Extent,2012_EML,11,11,1.00,100.00%
Start Time,2012_EML,11,11,1.00,100.00%
Supplemental Information,2012_EML,11,11,1.00,100.00%
Temporal Extent,2012_EML,11,11,1.00,100.00%
Unknown,2012_EML,2248,11,204.36,100.00%
Vertical Maximum,2012_EML,11,11,1.00,100.00%
Vertical Minimum,2012_EML,11,11,1.00,100.00%
Vertical Resolution,2012_EML,11,11,1.00,100.00%
Westernmost Longitude,2012_EML,11,11,1.00,100.00%
