Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,MCM_2008_EML,9.0,9.0,1.0,1.0
Resource Identifier,MCM_2008_EML,9.0,9.0,1.0,1.0
Resource Title,MCM_2008_EML,9.0,9.0,1.0,1.0
Author / Originator,MCM_2008_EML,13.0,9.0,1.44,1.0
Metadata Contact,MCM_2008_EML,9.0,9.0,1.0,1.0
Contributor Name,MCM_2008_EML,3.0,1.0,0.33,0.1111111111111111
Publisher,MCM_2008_EML,9.0,9.0,1.0,1.0
Publication Date,MCM_2008_EML,1.0,1.0,0.11,0.1111111111111111
Resource Contact,MCM_2008_EML,9.0,9.0,1.0,1.0
Abstract,MCM_2008_EML,9.0,9.0,1.0,1.0
Keyword,MCM_2008_EML,79.0,9.0,8.78,1.0
Resource Distribution,MCM_2008_EML,9.0,9.0,1.0,1.0
Spatial Extent,MCM_2008_EML,9.0,9.0,1.0,1.0
Taxonomic Extent,MCM_2008_EML,0.0,0.0,0.0,0.0
Temporal Extent,MCM_2008_EML,9.0,9.0,1.0,1.0
Maintenance,MCM_2008_EML,9.0,9.0,1.0,1.0
Resource Use Constraints,MCM_2008_EML,9.0,9.0,1.0,1.0
Process Step,MCM_2008_EML,9.0,9.0,1.0,1.0
Project Description,MCM_2008_EML,0.0,0.0,0.0,0.0
Entity Type Definition,MCM_2008_EML,1.0,1.0,0.11,0.1111111111111111
Attribute Definition,MCM_2008_EML,124.0,9.0,13.78,1.0
Resource Access Constraints,MCM_2008_EML,6.0,6.0,0.67,0.6666666666666666
Resource Format,MCM_2008_EML,9.0,9.0,1.0,1.0
Attribute List,MCM_2008_EML,9.0,9.0,1.0,1.0
Attribute Constraints,MCM_2008_EML,0.0,0.0,0.0,0.0
Resource Quality Description,MCM_2008_EML,0.0,0.0,0.0,0.0
