Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,MCM_2006_EML,327.0,327.0,1.0,1.0
Resource Identifier,MCM_2006_EML,327.0,327.0,1.0,1.0
Resource Title,MCM_2006_EML,327.0,327.0,1.0,1.0
Author / Originator,MCM_2006_EML,360.0,327.0,1.1,1.0
Metadata Contact,MCM_2006_EML,327.0,327.0,1.0,1.0
Contributor Name,MCM_2006_EML,299.0,121.0,0.91,0.37003058103975534
Publisher,MCM_2006_EML,327.0,327.0,1.0,1.0
Publication Date,MCM_2006_EML,68.0,68.0,0.21,0.20795107033639146
Resource Contact,MCM_2006_EML,327.0,327.0,1.0,1.0
Abstract,MCM_2006_EML,326.0,326.0,1.0,0.9969418960244648
Keyword,MCM_2006_EML,2473.0,327.0,7.56,1.0
Resource Distribution,MCM_2006_EML,320.0,320.0,0.98,0.9785932721712538
Spatial Extent,MCM_2006_EML,329.0,327.0,1.01,1.0
Taxonomic Extent,MCM_2006_EML,0.0,0.0,0.0,0.0
Temporal Extent,MCM_2006_EML,323.0,323.0,0.99,0.9877675840978594
Maintenance,MCM_2006_EML,307.0,307.0,0.94,0.9388379204892966
Resource Use Constraints,MCM_2006_EML,327.0,327.0,1.0,1.0
Process Step,MCM_2006_EML,322.0,322.0,0.98,0.9847094801223242
Project Description,MCM_2006_EML,0.0,0.0,0.0,0.0
Entity Type Definition,MCM_2006_EML,68.0,61.0,0.21,0.1865443425076453
Attribute Definition,MCM_2006_EML,5819.0,324.0,17.8,0.9908256880733946
Resource Access Constraints,MCM_2006_EML,235.0,235.0,0.72,0.7186544342507645
Resource Format,MCM_2006_EML,615.0,324.0,1.88,0.9908256880733946
Attribute List,MCM_2006_EML,615.0,324.0,1.88,0.9908256880733946
Attribute Constraints,MCM_2006_EML,0.0,0.0,0.0,0.0
Resource Quality Description,MCM_2006_EML,0.0,0.0,0.0,0.0
