XPath,2008.11.xml,261.2.xml,301.4.xml,302.2.xml,302.4.xml,303.3.xml,304.4.xml,305.2.xml,46.8.xml
/eml:eml/dataset/associatedParty/address/administrativeArea,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
/eml:eml/dataset/associatedParty/address/city,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
/eml:eml/dataset/associatedParty/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/associatedParty/address/deliveryPoint,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0
/eml:eml/dataset/associatedParty/address/postalCode,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
/eml:eml/dataset/associatedParty/electronicMailAddress,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,3.0
/eml:eml/dataset/associatedParty/individualName/givenName,7.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,3.0
/eml:eml/dataset/associatedParty/individualName/surName,7.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,3.0
/eml:eml/dataset/associatedParty/onlineUrl,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
/eml:eml/dataset/associatedParty/organizationName,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0
/eml:eml/dataset/associatedParty/phone,3.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0
/eml:eml/dataset/associatedParty/phone/@phonetype,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/associatedParty/role,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0
/eml:eml/dataset/contact,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/onlineUrl,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/organizationName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0
/eml:eml/dataset/coverage/temporalCoverage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator,4.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0
/eml:eml/dataset/creator/address/administrativeArea,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0
/eml:eml/dataset/creator/address/city,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0
/eml:eml/dataset/creator/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/deliveryPoint,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0
/eml:eml/dataset/creator/address/postalCode,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0
/eml:eml/dataset/creator/electronicMailAddress,4.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0
/eml:eml/dataset/creator/individualName/givenName,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0
/eml:eml/dataset/creator/individualName/surName,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0
/eml:eml/dataset/creator/onlineUrl,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/organizationName,4.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0
/eml:eml/dataset/creator/phone,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
/eml:eml/dataset/creator/phone/@phonetype,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,20.0,10.0,11.0,8.0,8.0,4.0,8.0,15.0,11.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,19.0,10.0,13.0,8.0,8.0,4.0,9.0,15.0,11.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,16.0,10.0,13.0,8.0,8.0,4.0,9.0,15.0,11.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,13.0,10.0,6.0,3.0,3.0,0.0,3.0,0.0,6.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum,3.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum/@exclusive,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum,1.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum/@exclusive,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,1.0,0.0,1.0,4.0,4.0,2.0,2.0,3.0,3.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,1.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/storageType,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/entityDescription,12.0,0.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/entityName,6.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0
/eml:eml/dataset/dataTable/methods/methodStep/description/section/para/literalLayout,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/dataFormat,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,6.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0
/eml:eml/dataset/dataTable/physical/objectName,6.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0
/eml:eml/dataset/dataTable/physical/size,6.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
/eml:eml/dataset/distribution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url/@function,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/intellectualRights/section/para/literalLayout,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/title,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keyword,7.0,5.0,6.0,5.0,5.0,13.0,7.0,7.0,8.0
/eml:eml/dataset/keywordSet/keywordThesaurus,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/language,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/maintenance,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
/eml:eml/dataset/maintenance/description/para/literalLayout,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
/eml:eml/dataset/metadataProvider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/onlineUrl,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/organizationName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/methods,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/methods/methodStep/description/section/para/literalLayout,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/methods/methodStep/instrumentation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
/eml:eml/dataset/pubDate,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/pubPlace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/onlineUrl,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/organizationName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/purpose,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/purpose/para/literalLayout,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/shortName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/title,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
