XPath,Collection,XPathCount,RecordCount,AverageOccurancePerRecord,CollectionOccurance%
Number of Records,2011_EML,250,250,1.00,100.00%
/eml/@packageId,2011_EML,250,250,1.00,100.00%
/eml/@scope,2011_EML,128,128,0.51,51.20%
/eml/@system,2011_EML,250,250,1.00,100.00%
/eml/@xsi:schemaLocation,2011_EML,250,250,1.00,100.00%
/eml/access,2011_EML,1145,229,4.58,91.60%
/eml/access/@authSystem,2011_EML,229,229,0.92,91.60%
/eml/access/@order,2011_EML,229,229,0.92,91.60%
/eml/access/@scope,2011_EML,227,227,0.91,90.80%
/eml/access/allow/permission,2011_EML,458,229,1.83,91.60%
/eml/access/allow/principal,2011_EML,458,229,1.83,91.60%
/eml/additionalMetadata/additionalDataset/DatasetDistributionTypeandRestrictions,2011_EML,18,18,0.07,7.20%
/eml/additionalMetadata/additionalDataset/LTERsites/sitename,2011_EML,19,19,0.08,7.60%
/eml/additionalMetadata/additionalDataset/addDistribution/submissionDate,2011_EML,20,20,0.08,8.00%
/eml/additionalMetadata/additionalDataset/datasetAnomolies/anomolies,2011_EML,3,3,0.01,1.20%
/eml/additionalMetadata/additionalDataset/datasetInfoManagementNotes/notes,2011_EML,8,8,0.03,3.20%
/eml/additionalMetadata/additionalDataset/datasetSubmissionNotes/notes,2011_EML,14,14,0.06,5.60%
/eml/additionalMetadata/additionalDataset/projectHypotheses/para,2011_EML,7,7,0.03,2.80%
/eml/additionalMetadata/additionalDataset/projectPermits/permit,2011_EML,12,12,0.05,4.80%
/eml/additionalMetadata/additionalDataset/researchType,2011_EML,20,20,0.08,8.00%
/eml/additionalMetadata/metadata/additionalClassifications/researchTopic,2011_EML,22,10,0.09,4.00%
/eml/additionalMetadata/metadata/additionalClassifications/status,2011_EML,10,10,0.04,4.00%
/eml/additionalMetadata/metadata/additionalClassifications/studyType,2011_EML,10,10,0.04,4.00%
/eml/additionalMetadata/metadata/additionalLinks/url,2011_EML,13,5,0.05,2.00%
/eml/additionalMetadata/metadata/additionalLinks/url/@name,2011_EML,13,5,0.05,2.00%
/eml/additionalMetadata/metadata/ns2:unitList/@convention,2011_EML,18,18,0.07,7.20%
/eml/additionalMetadata/metadata/ns2:unitList/@xsi:schemaLocation,2011_EML,72,72,0.29,28.80%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@abbreviation,2011_EML,2124,51,8.50,20.40%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@constantToSI,2011_EML,96,54,0.38,21.60%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@id,2011_EML,3035,86,12.14,34.40%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@multiplierToSI,2011_EML,1009,55,4.04,22.00%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@name,2011_EML,2976,63,11.90,25.20%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@parentSI,2011_EML,529,48,2.12,19.20%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@unitType,2011_EML,961,57,3.84,22.80%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/ns2:description,2011_EML,2748,48,10.99,19.20%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unitType/@id,2011_EML,882,24,3.53,9.60%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unitType/@name,2011_EML,882,24,3.53,9.60%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unitType/ns2:dimension/@name,2011_EML,189,24,0.76,9.60%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unitType/ns2:dimension/@power,2011_EML,106,24,0.42,9.60%
/eml/additionalMetadata/metadata/unitList/unit/@abbreviation,2011_EML,4,2,0.02,0.80%
/eml/additionalMetadata/metadata/unitList/unit/@constantToSI,2011_EML,2,2,0.01,0.80%
/eml/additionalMetadata/metadata/unitList/unit/@id,2011_EML,25,8,0.10,3.20%
/eml/additionalMetadata/metadata/unitList/unit/@multiplierToSI,2011_EML,7,6,0.03,2.40%
/eml/additionalMetadata/metadata/unitList/unit/@name,2011_EML,18,6,0.07,2.40%
/eml/additionalMetadata/metadata/unitList/unit/@parentSI,2011_EML,7,6,0.03,2.40%
/eml/additionalMetadata/metadata/unitList/unit/@unitType,2011_EML,18,6,0.07,2.40%
/eml/additionalMetadata/metadata/unitList/unit/description,2011_EML,18,6,0.07,2.40%
/eml/additionalMetadata/ns2:unitList/@convention,2011_EML,11,11,0.04,4.40%
/eml/additionalMetadata/ns2:unitList/@xsi:schemaLocation,2011_EML,11,11,0.04,4.40%
/eml/additionalMetadata/ns2:unitList/ns2:unit/@constantToSI,2011_EML,11,11,0.04,4.40%
/eml/additionalMetadata/ns2:unitList/ns2:unit/@id,2011_EML,31,11,0.12,4.40%
/eml/additionalMetadata/ns2:unitList/ns2:unit/@multiplierToSI,2011_EML,24,11,0.10,4.40%
/eml/additionalMetadata/ns2:unitList/ns2:unit/@name,2011_EML,31,11,0.12,4.40%
/eml/additionalMetadata/ns2:unitList/ns2:unit/@parentSI,2011_EML,7,5,0.03,2.00%
/eml/additionalMetadata/ns2:unitList/ns2:unit/@unitType,2011_EML,25,11,0.10,4.40%
/eml/additionalMetadata/ns2:unitList/ns2:unit/ns2:description,2011_EML,31,11,0.12,4.40%
/eml/dataset/@id,2011_EML,138,138,0.55,55.20%
/eml/dataset/@scope,2011_EML,60,60,0.24,24.00%
/eml/dataset/@system,2011_EML,105,105,0.42,42.00%
/eml/dataset/abstract,2011_EML,241,241,0.96,96.40%
/eml/dataset/abstract/para,2011_EML,162,141,0.65,56.40%
/eml/dataset/abstract/para/itemizedlist/listitem/para,2011_EML,3,1,0.01,0.40%
/eml/dataset/abstract/para/itemizedlist/listitem/para/emphasis,2011_EML,1,1,0.00,0.40%
/eml/dataset/abstract/para/itemizedlist/listitem/para/superscript,2011_EML,1,1,0.00,0.40%
/eml/dataset/abstract/para/literalLayout,2011_EML,31,31,0.12,12.40%
/eml/dataset/abstract/para/superscript,2011_EML,1,1,0.00,0.40%
/eml/dataset/abstract/section/para,2011_EML,77,69,0.31,27.60%
/eml/dataset/abstract/section/title,2011_EML,6,2,0.02,0.80%
/eml/dataset/access/@authSystem,2011_EML,21,21,0.08,8.40%
/eml/dataset/access/@order,2011_EML,21,21,0.08,8.40%
/eml/dataset/access/@scope,2011_EML,21,21,0.08,8.40%
/eml/dataset/access/allow/permission,2011_EML,42,21,0.17,8.40%
/eml/dataset/access/allow/principal,2011_EML,42,21,0.17,8.40%
/eml/dataset/additionalInfo,2011_EML,52,52,0.21,20.80%
