XPath,Collection,XPathCount,RecordCount,AverageOccurancePerRecord,CollectionOccurance%
Number of Records,2008_EML,250,250,1.00,100.00%
/eml/@packageId,2008_EML,250,250,1.00,100.00%
/eml/@scope,2008_EML,118,118,0.47,47.20%
/eml/@system,2008_EML,250,250,1.00,100.00%
/eml/@xsi:schemaLocation,2008_EML,250,250,1.00,100.00%
/eml/access,2008_EML,870,174,3.48,69.60%
/eml/access/@authSystem,2008_EML,174,174,0.70,69.60%
/eml/access/@order,2008_EML,174,174,0.70,69.60%
/eml/access/@scope,2008_EML,170,170,0.68,68.00%
/eml/access/@system,2008_EML,69,69,0.28,27.60%
/eml/access/allow/permission,2008_EML,348,174,1.39,69.60%
/eml/access/allow/principal,2008_EML,348,174,1.39,69.60%
/eml/additionalMetadata/additionalDataset/DatasetDistributionTypeandRestrictions,2008_EML,50,50,0.20,20.00%
/eml/additionalMetadata/additionalDataset/LTERsites/sitename,2008_EML,43,41,0.17,16.40%
/eml/additionalMetadata/additionalDataset/addDistribution/submissionDate,2008_EML,50,50,0.20,20.00%
/eml/additionalMetadata/additionalDataset/datasetAnomolies/anomolies,2008_EML,24,24,0.10,9.60%
/eml/additionalMetadata/additionalDataset/datasetInfoManagementNotes/notes,2008_EML,14,14,0.06,5.60%
/eml/additionalMetadata/additionalDataset/datasetSubmissionNotes/notes,2008_EML,41,41,0.16,16.40%
/eml/additionalMetadata/additionalDataset/projectHypotheses/para,2008_EML,29,29,0.12,11.60%
/eml/additionalMetadata/additionalDataset/projectPermits/permit,2008_EML,25,25,0.10,10.00%
/eml/additionalMetadata/additionalDataset/researchType,2008_EML,50,50,0.20,20.00%
/eml/additionalMetadata/metadata/additionalClassifications/researchTopic,2008_EML,3,3,0.01,1.20%
/eml/additionalMetadata/metadata/additionalClassifications/status,2008_EML,3,3,0.01,1.20%
/eml/additionalMetadata/metadata/additionalClassifications/studyType,2008_EML,3,3,0.01,1.20%
/eml/additionalMetadata/metadata/additionalLinks/url,2008_EML,10,3,0.04,1.20%
/eml/additionalMetadata/metadata/additionalLinks/url/@name,2008_EML,10,3,0.04,1.20%
/eml/additionalMetadata/metadata/localtags/featuredDataGroup,2008_EML,2,1,0.01,0.40%
/eml/additionalMetadata/metadata/localtags/projectId,2008_EML,3,3,0.01,1.20%
/eml/additionalMetadata/metadata/localtags/researchTheme,2008_EML,1,1,0.00,0.40%
/eml/additionalMetadata/metadata/localtags/system,2008_EML,3,3,0.01,1.20%
/eml/additionalMetadata/metadata/localtags/weight,2008_EML,3,3,0.01,1.20%
/eml/additionalMetadata/metadata/ns2:unitList/@xsi:schemaLocation,2008_EML,46,46,0.18,18.40%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@abbreviation,2008_EML,79,30,0.32,12.00%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@constantToSI,2008_EML,19,19,0.08,7.60%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@id,2008_EML,139,52,0.56,20.80%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@multiplierToSI,2008_EML,53,25,0.21,10.00%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@name,2008_EML,109,48,0.44,19.20%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@parentSI,2008_EML,44,21,0.18,8.40%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@unitType,2008_EML,68,32,0.27,12.80%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/ns2:description,2008_EML,99,44,0.40,17.60%
/eml/additionalMetadata/metadata/unitList/unit/@abbreviation,2008_EML,276,69,1.10,27.60%
/eml/additionalMetadata/metadata/unitList/unit/@id,2008_EML,387,102,1.55,40.80%
/eml/additionalMetadata/metadata/unitList/unit/@multiplerToSI,2008_EML,276,69,1.10,27.60%
/eml/additionalMetadata/metadata/unitList/unit/@multiplierToSI,2008_EML,2,1,0.01,0.40%
/eml/additionalMetadata/metadata/unitList/unit/@name,2008_EML,212,70,0.85,28.00%
/eml/additionalMetadata/metadata/unitList/unit/@parentSI,2008_EML,208,70,0.83,28.00%
/eml/additionalMetadata/metadata/unitList/unit/@unitType,2008_EML,211,70,0.84,28.00%
/eml/additionalMetadata/metadata/unitList/unit/description,2008_EML,212,70,0.85,28.00%
/eml/additionalMetadata/ns2:unitList/@convention,2008_EML,27,27,0.11,10.80%
/eml/additionalMetadata/ns2:unitList/@xsi:schemaLocation,2008_EML,20,20,0.08,8.00%
/eml/additionalMetadata/ns2:unitList/ns2:unit/@constantToSI,2008_EML,27,27,0.11,10.80%
/eml/additionalMetadata/ns2:unitList/ns2:unit/@id,2008_EML,52,27,0.21,10.80%
/eml/additionalMetadata/ns2:unitList/ns2:unit/@multiplierToSI,2008_EML,39,27,0.16,10.80%
/eml/additionalMetadata/ns2:unitList/ns2:unit/@name,2008_EML,52,27,0.21,10.80%
/eml/additionalMetadata/ns2:unitList/ns2:unit/@parentSI,2008_EML,25,25,0.10,10.00%
/eml/additionalMetadata/ns2:unitList/ns2:unit/@unitType,2008_EML,39,27,0.16,10.80%
/eml/additionalMetadata/ns2:unitList/ns2:unit/ns2:description,2008_EML,34,20,0.14,8.00%
/eml/dataset/@id,2008_EML,57,57,0.23,22.80%
/eml/dataset/@scope,2008_EML,145,145,0.58,58.00%
/eml/dataset/@system,2008_EML,3,3,0.01,1.20%
/eml/dataset/abstract,2008_EML,250,250,1.00,100.00%
/eml/dataset/abstract/para,2008_EML,494,209,1.98,83.60%
/eml/dataset/abstract/section/para,2008_EML,28,26,0.11,10.40%
/eml/dataset/abstract/section/para/literalLayout,2008_EML,6,3,0.02,1.20%
/eml/dataset/access/@authSystem,2008_EML,76,76,0.30,30.40%
/eml/dataset/access/@order,2008_EML,76,76,0.30,30.40%
/eml/dataset/access/@scope,2008_EML,76,76,0.30,30.40%
/eml/dataset/access/allow/permission,2008_EML,151,76,0.60,30.40%
/eml/dataset/access/allow/principal,2008_EML,151,76,0.60,30.40%
/eml/dataset/additionalInfo,2008_EML,13,13,0.05,5.20%
/eml/dataset/additionalInfo/para/literalLayout,2008_EML,4,4,0.02,1.60%
/eml/dataset/additionalInfo/section/para,2008_EML,4,4,0.02,1.60%
/eml/dataset/additionalInfo/section/para/literalLayout,2008_EML,35,5,0.14,2.00%
/eml/dataset/additionalInfo/section/para/orderedlist/listitem/para,2008_EML,2,2,0.01,0.80%
/eml/dataset/additionalInfo/section/title,2008_EML,21,9,0.08,3.60%
/eml/dataset/alternateIdentifier,2008_EML,138,138,0.55,55.20%
/eml/dataset/alternateIdentifier/@system,2008_EML,33,33,0.13,13.20%
/eml/dataset/associatedParty,2008_EML,477,96,1.91,38.40%
/eml/dataset/associatedParty/@scope,2008_EML,50,50,0.20,20.00%
/eml/dataset/associatedParty/address/@scope,2008_EML,50,50,0.20,20.00%
/eml/dataset/associatedParty/address/administrativeArea,2008_EML,98,76,0.39,30.40%
/eml/dataset/associatedParty/address/city,2008_EML,104,76,0.42,30.40%
/eml/dataset/associatedParty/address/country,2008_EML,78,74,0.31,29.60%
/eml/dataset/associatedParty/address/deliveryPoint,2008_EML,250,76,1.00,30.40%
/eml/dataset/associatedParty/address/postalCode,2008_EML,106,76,0.42,30.40%
/eml/dataset/associatedParty/electronicMailAddress,2008_EML,420,71,1.68,28.40%
/eml/dataset/associatedParty/individualName/givenName,2008_EML,527,96,2.11,38.40%
/eml/dataset/associatedParty/individualName/salutation,2008_EML,6,6,0.02,2.40%
/eml/dataset/associatedParty/individualName/surName,2008_EML,477,96,1.91,38.40%
/eml/dataset/associatedParty/onlineUrl,2008_EML,64,52,0.26,20.80%
/eml/dataset/associatedParty/organizationName,2008_EML,108,62,0.43,24.80%
/eml/dataset/associatedParty/phone,2008_EML,272,75,1.09,30.00%
/eml/dataset/associatedParty/phone/@phonetype,2008_EML,140,73,0.56,29.20%
/eml/dataset/associatedParty/positionName,2008_EML,24,14,0.10,5.60%
/eml/dataset/associatedParty/role,2008_EML,213,96,0.85,38.40%
/eml/dataset/associatedParty/userId,2008_EML,3,3,0.01,1.20%
/eml/dataset/associatedParty/userId/@directory,2008_EML,3,3,0.01,1.20%
/eml/dataset/contact,2008_EML,336,250,1.34,100.00%
/eml/dataset/contact/@id,2008_EML,30,30,0.12,12.00%
/eml/dataset/contact/@scope,2008_EML,76,76,0.30,30.40%
/eml/dataset/contact/@system,2008_EML,1,1,0.00,0.40%
/eml/dataset/contact/address/@scope,2008_EML,76,76,0.30,30.40%
/eml/dataset/contact/address/administrativeArea,2008_EML,265,246,1.06,98.40%
/eml/dataset/contact/address/city,2008_EML,271,250,1.08,100.00%
/eml/dataset/contact/address/country,2008_EML,221,219,0.88,87.60%
/eml/dataset/contact/address/deliveryPoint,2008_EML,635,250,2.54,100.00%
/eml/dataset/contact/address/postalCode,2008_EML,274,250,1.10,100.00%
/eml/dataset/contact/electronicMailAddress,2008_EML,336,250,1.34,100.00%
/eml/dataset/contact/individualName/givenName,2008_EML,57,53,0.23,21.20%
/eml/dataset/contact/individualName/salutation,2008_EML,5,3,0.02,1.20%
/eml/dataset/contact/individualName/surName,2008_EML,57,53,0.23,21.20%
/eml/dataset/contact/onlineUrl,2008_EML,163,113,0.65,45.20%
/eml/dataset/contact/organizationName,2008_EML,199,128,0.80,51.20%
/eml/dataset/contact/phone,2008_EML,327,127,1.31,50.80%
/eml/dataset/contact/phone/@phonetype,2008_EML,247,127,0.99,50.80%
/eml/dataset/contact/positionName,2008_EML,308,236,1.23,94.40%
/eml/dataset/contact/userId,2008_EML,7,3,0.03,1.20%
/eml/dataset/contact/userId/@directory,2008_EML,3,3,0.01,1.20%
/eml/dataset/coverage/@scope,2008_EML,76,76,0.30,30.40%
/eml/dataset/coverage/geographicCoverage,2008_EML,329,229,1.32,91.60%
/eml/dataset/coverage/geographicCoverage/@id,2008_EML,41,32,0.16,12.80%
/eml/dataset/coverage/geographicCoverage/@scope,2008_EML,58,58,0.23,23.20%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates,2008_EML,325,229,1.30,91.60%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,2008_EML,29,17,0.12,6.80%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,2008_EML,29,17,0.12,6.80%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,2008_EML,17,17,0.07,6.80%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,2008_EML,321,229,1.28,91.60%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,2008_EML,315,229,1.26,91.60%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,2008_EML,323,229,1.29,91.60%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,2008_EML,313,229,1.25,91.60%
/eml/dataset/coverage/geographicCoverage/geographicDescription,2008_EML,329,229,1.32,91.60%
/eml/dataset/coverage/taxonomicCoverage,2008_EML,23,23,0.09,9.20%
/eml/dataset/coverage/taxonomicCoverage/generalTaxonomicCoverage,2008_EML,12,12,0.05,4.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankName,2008_EML,23,23,0.09,9.20%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankValue,2008_EML,27,23,0.11,9.20%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/commonName,2008_EML,3,1,0.01,0.40%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankName,2008_EML,23,23,0.09,9.20%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankValue,2008_EML,29,23,0.12,9.20%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2008_EML,22,22,0.09,8.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2008_EML,28,22,0.11,8.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2008_EML,26,22,0.10,8.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2008_EML,28,22,0.11,8.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2008_EML,28,22,0.11,8.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2008_EML,34,22,0.14,8.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2008_EML,28,22,0.11,8.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2008_EML,50,22,0.20,8.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2008_EML,38,22,0.15,8.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2008_EML,80,22,0.32,8.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2008_EML,38,22,0.15,8.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2008_EML,102,22,0.41,8.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2008_EML,42,22,0.17,8.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2008_EML,94,22,0.38,8.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/commonName,2008_EML,26,10,0.10,4.00%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2008_EML,40,20,0.16,8.00%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2008_EML,95,20,0.38,8.00%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/commonName,2008_EML,22,10,0.09,4.00%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2008_EML,30,20,0.12,8.00%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2008_EML,90,20,0.36,8.00%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/commonName,2008_EML,73,13,0.29,5.20%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2008_EML,20,20,0.08,8.00%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2008_EML,85,20,0.34,8.00%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2008_EML,7,7,0.03,2.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2008_EML,16,7,0.06,2.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2008_EML,7,7,0.03,2.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2008_EML,16,7,0.06,2.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2008_EML,7,7,0.03,2.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2008_EML,23,7,0.09,2.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/commonName,2008_EML,12,2,0.05,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2008_EML,7,7,0.03,2.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2008_EML,37,7,0.15,2.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2008_EML,5,5,0.02,2.00%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2008_EML,30,5,0.12,2.00%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2008_EML,5,5,0.02,2.00%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2008_EML,30,5,0.12,2.00%
/eml/dataset/coverage/temporalCoverage,2008_EML,250,250,1.00,100.00%
/eml/dataset/coverage/temporalCoverage/@scope,2008_EML,76,76,0.30,30.40%
/eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,2008_EML,248,248,0.99,99.20%
/eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,2008_EML,248,248,0.99,99.20%
