Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2008_EML,100,100,1.00,100.00%
Abstract,2008_EML,100,100,1.00,100.00%
Attribute Constraints,2008_EML,4,1,0.04,1.00%
Attribute Definition,2008_EML,1117,69,11.17,69.00%
Attribute List,2008_EML,82,69,0.82,69.00%
Author,2008_EML,221,100,2.21,100.00%
Author / Originator,2008_EML,221,100,2.21,100.00%
Author / Originator Email Address,2008_EML,102,71,1.02,71.00%
Author / Originator Identifier,2008_EML,69,38,0.69,38.00%
Author / Originator World Wide Web Address,2008_EML,171,94,1.71,94.00%
Bounding Box,2008_EML,137,94,1.37,94.00%
Contributor Name,2008_EML,196,35,1.96,35.00%
Contributor Role,2008_EML,85,35,0.85,35.00%
Distribution Format,2008_EML,61,61,0.61,61.00%
Easternmost Longitude,2008_EML,135,94,1.35,94.00%
End Time,2008_EML,99,99,0.99,99.00%
Entity Type Definition,2008_EML,85,68,0.85,68.00%
Entity and Attribute Information,2008_EML,85,68,0.85,68.00%
Instrument,2008_EML,103,26,1.03,26.00%
Keyword,2008_EML,1062,94,10.62,94.00%
Keyword Type,2008_EML,64,43,0.64,43.00%
Keyword Vocabulary,2008_EML,78,38,0.78,38.00%
Maintenance,2008_EML,54,54,0.54,54.00%
Metadata Access Constraints,2008_EML,71,71,0.71,71.00%
Metadata Contact,2008_EML,63,61,0.63,61.00%
Metadata Modified Date,2008_EML,9,1,0.09,1.00%
Metadata Use Constraints,2008_EML,71,71,0.71,71.00%
Northernmost Latitude,2008_EML,132,94,1.32,94.00%
Organization Name,2008_EML,335,92,3.35,92.00%
Originating Organization,2008_EML,108,84,1.08,84.00%
Parent Identifier,2008_EML,22,22,0.22,22.00%
Place Keyword,2008_EML,30,10,0.30,10.00%
Process Step,2008_EML,62,62,0.62,62.00%
Project Description,2008_EML,45,45,0.45,45.00%
Project Name,2008_EML,171,94,1.71,94.00%
Publication Date,2008_EML,91,91,0.91,91.00%
Publisher,2008_EML,60,60,0.60,60.00%
Publisher E-Mail,2008_EML,40,40,0.40,40.00%
Publisher URL,2008_EML,40,40,0.40,40.00%
Purpose,2008_EML,1,1,0.01,1.00%
Related Resource Citation,2008_EML,45,45,0.45,45.00%
Related Resource Identifier,2008_EML,22,22,0.22,22.00%
Resource Access Constraints,2008_EML,71,71,0.71,71.00%
Resource Contact,2008_EML,138,100,1.38,100.00%
Resource Creation/Revision Date,2008_EML,100,91,1.00,91.00%
Resource Distribution,2008_EML,96,96,0.96,96.00%
Resource Format,2008_EML,61,61,0.61,61.00%
Resource Identifier,2008_EML,100,100,1.00,100.00%
Resource Identifier Type,2008_EML,100,100,1.00,100.00%
Resource Language,2008_EML,19,19,0.19,19.00%
Resource Lineage,2008_EML,62,62,0.62,62.00%
Resource Long Name,2008_EML,100,100,1.00,100.00%
Resource Quality Description,2008_EML,26,26,0.26,26.00%
Resource Revision Date,2008_EML,9,1,0.09,1.00%
Resource Status,2008_EML,71,71,0.71,71.00%
Resource Title,2008_EML,100,100,1.00,100.00%
Resource Update Frequency,2008_EML,3,3,0.03,3.00%
Resource Use Constraints,2008_EML,92,92,0.92,92.00%
Resource on-line Link,2008_EML,96,96,0.96,96.00%
Rights,2008_EML,92,92,0.92,92.00%
Security Constraints,2008_EML,71,71,0.71,71.00%
Southernmost Latitude,2008_EML,137,94,1.37,94.00%
Spatial Extent,2008_EML,141,94,1.41,94.00%
Start Time,2008_EML,99,99,0.99,99.00%
Supplemental Information,2008_EML,5,5,0.05,5.00%
Taxonomic Extent,2008_EML,8,8,0.08,8.00%
Temporal Extent,2008_EML,100,100,1.00,100.00%
Temporal Keyword,2008_EML,3,3,0.03,3.00%
Unknown,2008_EML,20056,100,200.56,100.00%
Vertical Maximum,2008_EML,11,6,0.11,6.00%
Vertical Minimum,2008_EML,11,6,0.11,6.00%
Vertical Resolution,2008_EML,6,6,0.06,6.00%
Westernmost Longitude,2008_EML,132,94,1.32,94.00%
