XPath,Collection,XPathCount,RecordCount,AverageOccurancePerRecord,CollectionOccurance%
Number of Records,2013_EML,250,250,1.00,100.00%
/eml/@packageId,2013_EML,250,250,1.00,100.00%
/eml/@scope,2013_EML,22,22,0.09,8.80%
/eml/@system,2013_EML,250,250,1.00,100.00%
/eml/@xsi:schemaLocation,2013_EML,250,250,1.00,100.00%
/eml/access,2013_EML,1250,250,5.00,100.00%
/eml/access/@authSystem,2013_EML,250,250,1.00,100.00%
/eml/access/@order,2013_EML,250,250,1.00,100.00%
/eml/access/@scope,2013_EML,249,249,1.00,99.60%
/eml/access/@system,2013_EML,10,10,0.04,4.00%
/eml/access/allow/permission,2013_EML,442,250,1.77,100.00%
/eml/access/allow/principal,2013_EML,500,250,2.00,100.00%
/eml/additionalMetadata/metadata/additionalClassifications/researchTopic,2013_EML,12,6,0.05,2.40%
/eml/additionalMetadata/metadata/additionalClassifications/status,2013_EML,6,6,0.02,2.40%
/eml/additionalMetadata/metadata/additionalClassifications/studyType,2013_EML,6,6,0.02,2.40%
/eml/additionalMetadata/metadata/additionalDataset/DatasetDistributionTypeandRestrictions,2013_EML,61,61,0.24,24.40%
/eml/additionalMetadata/metadata/additionalDataset/LTERsites/sitename,2013_EML,29,29,0.12,11.60%
/eml/additionalMetadata/metadata/additionalDataset/addDistribution/submissionDate,2013_EML,61,61,0.24,24.40%
/eml/additionalMetadata/metadata/additionalDataset/datasetAnomolies/anomolies,2013_EML,22,22,0.09,8.80%
/eml/additionalMetadata/metadata/additionalDataset/datasetInfoManagementNotes/notes,2013_EML,57,57,0.23,22.80%
/eml/additionalMetadata/metadata/additionalDataset/datasetPurpose/para,2013_EML,3,3,0.01,1.20%
/eml/additionalMetadata/metadata/additionalDataset/datasetSubmissionNotes/notes,2013_EML,43,43,0.17,17.20%
/eml/additionalMetadata/metadata/additionalDataset/projectHypotheses/para,2013_EML,23,23,0.09,9.20%
/eml/additionalMetadata/metadata/additionalDataset/projectPermits/permit,2013_EML,22,22,0.09,8.80%
/eml/additionalMetadata/metadata/additionalDataset/researchType,2013_EML,61,61,0.24,24.40%
/eml/additionalMetadata/metadata/additionalLinks/url,2013_EML,18,6,0.07,2.40%
/eml/additionalMetadata/metadata/additionalLinks/url/@name,2013_EML,18,6,0.07,2.40%
/eml/additionalMetadata/metadata/ns2:unitList/@convention,2013_EML,2,2,0.01,0.80%
/eml/additionalMetadata/metadata/ns2:unitList/@xsi:schemaLocation,2013_EML,49,49,0.20,19.60%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@abbreviation,2013_EML,147,10,0.59,4.00%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@constantToSI,2013_EML,10,8,0.04,3.20%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@id,2013_EML,292,52,1.17,20.80%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@multiplierToSI,2013_EML,95,37,0.38,14.80%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@name,2013_EML,274,47,1.10,18.80%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@parentSI,2013_EML,53,25,0.21,10.00%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@unitType,2013_EML,135,44,0.54,17.60%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/ns2:description,2013_EML,247,42,0.99,16.80%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unitType/@id,2013_EML,48,1,0.19,0.40%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unitType/@name,2013_EML,48,1,0.19,0.40%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unitType/ns2:dimension/@name,2013_EML,9,1,0.04,0.40%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unitType/ns2:dimension/@power,2013_EML,5,1,0.02,0.40%
/eml/additionalMetadata/metadata/unitList/unit/@abbreviation,2013_EML,36,9,0.14,3.60%
/eml/additionalMetadata/metadata/unitList/unit/@id,2013_EML,186,89,0.74,35.60%
/eml/additionalMetadata/metadata/unitList/unit/@multiplerToSI,2013_EML,36,9,0.14,3.60%
/eml/additionalMetadata/metadata/unitList/unit/@multiplierToSI,2013_EML,110,74,0.44,29.60%
/eml/additionalMetadata/metadata/unitList/unit/@name,2013_EML,167,83,0.67,33.20%
/eml/additionalMetadata/metadata/unitList/unit/@parentSI,2013_EML,131,83,0.52,33.20%
/eml/additionalMetadata/metadata/unitList/unit/@unitType,2013_EML,152,83,0.61,33.20%
/eml/additionalMetadata/metadata/unitList/unit/description,2013_EML,167,83,0.67,33.20%
/eml/dataset/@id,2013_EML,75,75,0.30,30.00%
/eml/dataset/@scope,2013_EML,12,12,0.05,4.80%
/eml/dataset/@system,2013_EML,2,2,0.01,0.80%
/eml/dataset/abstract,2013_EML,250,250,1.00,100.00%
/eml/dataset/abstract/para,2013_EML,302,224,1.21,89.60%
/eml/dataset/abstract/para/literalLayout,2013_EML,1,1,0.00,0.40%
/eml/dataset/abstract/section/para,2013_EML,32,24,0.13,9.60%
/eml/dataset/abstract/section/para/ulink,2013_EML,2,1,0.01,0.40%
/eml/dataset/abstract/section/para/ulink/@url,2013_EML,2,1,0.01,0.40%
/eml/dataset/abstract/section/title,2013_EML,7,6,0.03,2.40%
/eml/dataset/additionalInfo,2013_EML,13,13,0.05,5.20%
/eml/dataset/additionalInfo/para/literalLayout,2013_EML,10,10,0.04,4.00%
/eml/dataset/additionalInfo/section/para/literalLayout,2013_EML,2,2,0.01,0.80%
/eml/dataset/additionalInfo/section/title,2013_EML,2,2,0.01,0.80%
