XPath,Collection,XPathCount,RecordCount,AverageOccurancePerRecord,CollectionOccurance%
Number of Records,2012_EML,250,250,1.00,100.00%
/eml/@packageId,2012_EML,250,250,1.00,100.00%
/eml/@scope,2012_EML,155,155,0.62,62.00%
/eml/@system,2012_EML,250,250,1.00,100.00%
/eml/@xsi:schemaLocation,2012_EML,250,250,1.00,100.00%
/eml/access,2012_EML,1150,230,4.60,92.00%
/eml/access/@authSystem,2012_EML,230,230,0.92,92.00%
/eml/access/@order,2012_EML,230,230,0.92,92.00%
/eml/access/@scope,2012_EML,207,207,0.83,82.80%
/eml/access/@system,2012_EML,8,8,0.03,3.20%
/eml/access/allow/permission,2012_EML,462,230,1.85,92.00%
/eml/access/allow/principal,2012_EML,466,230,1.86,92.00%
/eml/additionalMetadata/additionalDataset/DatasetDistributionTypeandRestrictions,2012_EML,13,13,0.05,5.20%
/eml/additionalMetadata/additionalDataset/LTERsites/sitename,2012_EML,8,8,0.03,3.20%
/eml/additionalMetadata/additionalDataset/addDistribution/submissionDate,2012_EML,14,14,0.06,5.60%
/eml/additionalMetadata/additionalDataset/datasetAnomalies/Anomalies,2012_EML,1,1,0.00,0.40%
/eml/additionalMetadata/additionalDataset/datasetAnomolies/anomolies,2012_EML,1,1,0.00,0.40%
/eml/additionalMetadata/additionalDataset/datasetInfoManagementNotes/notes,2012_EML,4,4,0.02,1.60%
/eml/additionalMetadata/additionalDataset/datasetPurpose/para,2012_EML,4,4,0.02,1.60%
/eml/additionalMetadata/additionalDataset/datasetSubmissionNotes/notes,2012_EML,8,8,0.03,3.20%
/eml/additionalMetadata/additionalDataset/projectHypotheses/para,2012_EML,3,3,0.01,1.20%
/eml/additionalMetadata/additionalDataset/projectPermits/permit,2012_EML,2,2,0.01,0.80%
/eml/additionalMetadata/additionalDataset/researchType,2012_EML,14,14,0.06,5.60%
/eml/additionalMetadata/metadata/additionalClassifications/researchTopic,2012_EML,17,8,0.07,3.20%
/eml/additionalMetadata/metadata/additionalClassifications/status,2012_EML,8,8,0.03,3.20%
/eml/additionalMetadata/metadata/additionalClassifications/studyType,2012_EML,9,8,0.04,3.20%
/eml/additionalMetadata/metadata/additionalLinks/url,2012_EML,15,8,0.06,3.20%
/eml/additionalMetadata/metadata/additionalLinks/url/@name,2012_EML,15,8,0.06,3.20%
/eml/additionalMetadata/metadata/localtags/featuredDataGroup,2012_EML,1,1,0.00,0.40%
/eml/additionalMetadata/metadata/localtags/projectId,2012_EML,8,8,0.03,3.20%
/eml/additionalMetadata/metadata/localtags/researchTheme,2012_EML,4,2,0.02,0.80%
/eml/additionalMetadata/metadata/localtags/system,2012_EML,12,12,0.05,4.80%
/eml/additionalMetadata/metadata/localtags/weight,2012_EML,12,12,0.05,4.80%
/eml/additionalMetadata/metadata/ns2:unitList/@convention,2012_EML,78,78,0.31,31.20%
/eml/additionalMetadata/metadata/ns2:unitList/@xsi:schemaLocation,2012_EML,25,25,0.10,10.00%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@abbreviation,2012_EML,384,22,1.54,8.80%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@constantToSI,2012_EML,91,83,0.36,33.20%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@id,2012_EML,753,132,3.01,52.80%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@multiplierToSI,2012_EML,258,88,1.03,35.20%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@name,2012_EML,709,122,2.84,48.80%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@parentSI,2012_EML,103,20,0.41,8.00%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@unitType,2012_EML,190,29,0.76,11.60%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/ns2:description,2012_EML,662,118,2.65,47.20%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unitType/@id,2012_EML,144,3,0.58,1.20%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unitType/@name,2012_EML,144,3,0.58,1.20%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unitType/ns2:dimension/@name,2012_EML,27,3,0.11,1.20%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unitType/ns2:dimension/@power,2012_EML,15,3,0.06,1.20%
/eml/additionalMetadata/metadata/unitList/unit/@abbreviation,2012_EML,32,8,0.13,3.20%
/eml/additionalMetadata/metadata/unitList/unit/@id,2012_EML,102,40,0.41,16.00%
/eml/additionalMetadata/metadata/unitList/unit/@multiplerToSI,2012_EML,32,8,0.13,3.20%
/eml/additionalMetadata/metadata/unitList/unit/@multiplierToSI,2012_EML,36,22,0.14,8.80%
/eml/additionalMetadata/metadata/unitList/unit/@name,2012_EML,74,30,0.30,12.00%
/eml/additionalMetadata/metadata/unitList/unit/@parentSI,2012_EML,54,30,0.22,12.00%
/eml/additionalMetadata/metadata/unitList/unit/@unitType,2012_EML,71,30,0.28,12.00%
/eml/additionalMetadata/metadata/unitList/unit/description,2012_EML,74,30,0.30,12.00%
/eml/additionalMetadata/ns2:unitList/@convention,2012_EML,7,7,0.03,2.80%
/eml/additionalMetadata/ns2:unitList/@xsi:schemaLocation,2012_EML,7,7,0.03,2.80%
