XPath,Collection,XPathCount,RecordCount,AverageOccurancePerRecord,CollectionOccurance%
Number of Records,2015_EML,250,250,1.00,100.00%
/eml/@packageId,2015_EML,250,250,1.00,100.00%
/eml/@scope,2015_EML,225,225,0.90,90.00%
/eml/@system,2015_EML,250,250,1.00,100.00%
/eml/@xsi:schemaLocation,2015_EML,250,250,1.00,100.00%
/eml/access,2015_EML,1250,250,5.00,100.00%
/eml/access/@authSystem,2015_EML,250,250,1.00,100.00%
/eml/access/@order,2015_EML,250,250,1.00,100.00%
/eml/access/@scope,2015_EML,129,129,0.52,51.60%
/eml/access/@system,2015_EML,250,250,1.00,100.00%
/eml/access/allow/permission,2015_EML,583,250,2.33,100.00%
/eml/access/allow/principal,2015_EML,586,250,2.34,100.00%
/eml/additionalMetadata/metadata/additionalClassifications/researchTopic,2015_EML,21,9,0.08,3.60%
/eml/additionalMetadata/metadata/additionalClassifications/status,2015_EML,9,9,0.04,3.60%
/eml/additionalMetadata/metadata/additionalClassifications/studyType,2015_EML,9,9,0.04,3.60%
/eml/additionalMetadata/metadata/additionalDataset/DatasetDistributionTypeandRestrictions,2015_EML,2,2,0.01,0.80%
/eml/additionalMetadata/metadata/additionalDataset/LTERsites/sitename,2015_EML,1,1,0.00,0.40%
/eml/additionalMetadata/metadata/additionalDataset/addDistribution/submissionDate,2015_EML,2,2,0.01,0.80%
/eml/additionalMetadata/metadata/additionalDataset/datasetAnomolies/anomolies,2015_EML,2,2,0.01,0.80%
/eml/additionalMetadata/metadata/additionalDataset/datasetInfoManagementNotes/notes,2015_EML,2,2,0.01,0.80%
/eml/additionalMetadata/metadata/additionalDataset/datasetSubmissionNotes/notes,2015_EML,1,1,0.00,0.40%
/eml/additionalMetadata/metadata/additionalDataset/projectHypotheses/para,2015_EML,2,2,0.01,0.80%
/eml/additionalMetadata/metadata/additionalDataset/projectPermits/permit,2015_EML,2,2,0.01,0.80%
/eml/additionalMetadata/metadata/additionalDataset/researchType,2015_EML,2,2,0.01,0.80%
/eml/additionalMetadata/metadata/additionalLinks/url,2015_EML,11,6,0.04,2.40%
/eml/additionalMetadata/metadata/additionalLinks/url/@name,2015_EML,11,6,0.04,2.40%
/eml/additionalMetadata/metadata/localtags/featuredDataGroup,2015_EML,1,1,0.00,0.40%
/eml/additionalMetadata/metadata/localtags/projectId,2015_EML,1,1,0.00,0.40%
/eml/additionalMetadata/metadata/localtags/system,2015_EML,1,1,0.00,0.40%
/eml/additionalMetadata/metadata/localtags/weight,2015_EML,1,1,0.00,0.40%
/eml/additionalMetadata/metadata/ns2:unitList/@convention,2015_EML,2,2,0.01,0.80%
/eml/additionalMetadata/metadata/ns2:unitList/@xsi:schemaLocation,2015_EML,13,13,0.05,5.20%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@abbreviation,2015_EML,17,10,0.07,4.00%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@constantToSI,2015_EML,5,5,0.02,2.00%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@id,2015_EML,39,19,0.16,7.60%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@multiplierToSI,2015_EML,17,12,0.07,4.80%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@name,2015_EML,34,18,0.14,7.20%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@parentSI,2015_EML,11,10,0.04,4.00%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@unitType,2015_EML,22,14,0.09,5.60%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/ns2:description,2015_EML,26,14,0.10,5.60%
/eml/additionalMetadata/metadata/site,2015_EML,86,86,0.34,34.40%
/eml/additionalMetadata/metadata/sourceMetadataURLs/sourceMetadataURL,2015_EML,126,76,0.50,30.40%
/eml/additionalMetadata/metadata/stationNames/stationName,2015_EML,87,86,0.35,34.40%
/eml/additionalMetadata/metadata/stations/station,2015_EML,87,86,0.35,34.40%
/eml/additionalMetadata/metadata/subtopic,2015_EML,86,86,0.34,34.40%
/eml/additionalMetadata/metadata/timescale,2015_EML,86,86,0.34,34.40%
/eml/additionalMetadata/metadata/topic,2015_EML,86,86,0.34,34.40%
/eml/additionalMetadata/metadata/unitList/unit/@abbreviation,2015_EML,44,43,0.18,17.20%
/eml/additionalMetadata/metadata/unitList/unit/@id,2015_EML,59,52,0.24,20.80%
/eml/additionalMetadata/metadata/unitList/unit/@multiplierToSI,2015_EML,8,6,0.03,2.40%
/eml/additionalMetadata/metadata/unitList/unit/@name,2015_EML,53,48,0.21,19.20%
/eml/additionalMetadata/metadata/unitList/unit/@parentSI,2015_EML,19,18,0.08,7.20%
/eml/additionalMetadata/metadata/unitList/unit/@unitType,2015_EML,49,48,0.20,19.20%
/eml/additionalMetadata/metadata/unitList/unit/description,2015_EML,52,48,0.21,19.20%
/eml/additionalMetadata/metadata/unitList/unitType/@id,2015_EML,1,1,0.00,0.40%
/eml/additionalMetadata/metadata/unitList/unitType/@name,2015_EML,1,1,0.00,0.40%
/eml/additionalMetadata/metadata/unitList/unitType/dimension/@name,2015_EML,2,1,0.01,0.40%
/eml/additionalMetadata/metadata/unitList/unitType/dimension/@power,2015_EML,2,1,0.01,0.40%
/eml/additionalMetadata/metadata/unitName,2015_EML,86,86,0.34,34.40%
/eml/additionalMetadata/metadata/variableName,2015_EML,86,86,0.34,34.40%
/eml/dataset/@id,2015_EML,12,12,0.05,4.80%
/eml/dataset/@system,2015_EML,1,1,0.00,0.40%
/eml/dataset/abstract,2015_EML,250,250,1.00,100.00%
/eml/dataset/abstract/para,2015_EML,649,236,2.60,94.40%
/eml/dataset/abstract/section/para,2015_EML,16,11,0.06,4.40%
/eml/dataset/abstract/section/para/literalLayout,2015_EML,3,3,0.01,1.20%
/eml/dataset/additionalInfo,2015_EML,2,2,0.01,0.80%
/eml/dataset/additionalInfo/para/literalLayout,2015_EML,1,1,0.00,0.40%
/eml/dataset/additionalInfo/section/para/orderedlist/listitem/para,2015_EML,2,1,0.01,0.40%
/eml/dataset/additionalInfo/section/title,2015_EML,1,1,0.00,0.40%
/eml/dataset/alternateIdentifier,2015_EML,36,35,0.14,14.00%
/eml/dataset/alternateIdentifier/@system,2015_EML,5,4,0.02,1.60%
/eml/dataset/associatedParty,2015_EML,67,25,0.27,10.00%
/eml/dataset/associatedParty/address/administrativeArea,2015_EML,14,9,0.06,3.60%
/eml/dataset/associatedParty/address/city,2015_EML,16,9,0.06,3.60%
/eml/dataset/associatedParty/address/country,2015_EML,11,9,0.04,3.60%
/eml/dataset/associatedParty/address/deliveryPoint,2015_EML,29,9,0.12,3.60%
/eml/dataset/associatedParty/address/postalCode,2015_EML,19,9,0.08,3.60%
/eml/dataset/associatedParty/electronicMailAddress,2015_EML,34,11,0.14,4.40%
/eml/dataset/associatedParty/individualName/givenName,2015_EML,75,25,0.30,10.00%
/eml/dataset/associatedParty/individualName/salutation,2015_EML,1,1,0.00,0.40%
/eml/dataset/associatedParty/individualName/surName,2015_EML,66,25,0.26,10.00%
/eml/dataset/associatedParty/onlineUrl,2015_EML,4,3,0.02,1.20%
/eml/dataset/associatedParty/organizationName,2015_EML,20,9,0.08,3.60%
/eml/dataset/associatedParty/phone,2015_EML,33,7,0.13,2.80%
/eml/dataset/associatedParty/phone/@phonetype,2015_EML,14,7,0.06,2.80%
/eml/dataset/associatedParty/positionName,2015_EML,6,2,0.02,0.80%
