XPath,Collection,XPathCount,RecordCount,AverageOccurancePerRecord,CollectionOccurance%
/eml/dataset/associatedParty/organizationName,2010_EML,34,26,0.14,10.40%
/eml/dataset/associatedParty/phone,2010_EML,137,45,0.55,18.00%
/eml/dataset/associatedParty/phone/@phonetype,2010_EML,84,45,0.34,18.00%
/eml/dataset/associatedParty/positionName,2010_EML,33,21,0.13,8.40%
/eml/dataset/associatedParty/role,2010_EML,115,85,0.46,34.00%
/eml/dataset/contact,2010_EML,263,250,1.05,100.00%
/eml/dataset/contact/@id,2010_EML,43,43,0.17,17.20%
/eml/dataset/contact/@scope,2010_EML,61,61,0.24,24.40%
/eml/dataset/contact/@system,2010_EML,42,42,0.17,16.80%
/eml/dataset/contact/address/@scope,2010_EML,60,60,0.24,24.00%
/eml/dataset/contact/address/administrativeArea,2010_EML,251,249,1.00,99.60%
/eml/dataset/contact/address/city,2010_EML,252,249,1.01,99.60%
/eml/dataset/contact/address/country,2010_EML,250,249,1.00,99.60%
/eml/dataset/contact/address/deliveryPoint,2010_EML,612,249,2.45,99.60%
/eml/dataset/contact/address/postalCode,2010_EML,252,249,1.01,99.60%
/eml/dataset/contact/electronicMailAddress,2010_EML,256,243,1.02,97.20%
/eml/dataset/contact/individualName/givenName,2010_EML,91,91,0.36,36.40%
/eml/dataset/contact/individualName/surName,2010_EML,91,91,0.36,36.40%
/eml/dataset/contact/onlineUrl,2010_EML,102,91,0.41,36.40%
/eml/dataset/contact/organizationName,2010_EML,139,126,0.56,50.40%
/eml/dataset/contact/phone,2010_EML,239,157,0.96,62.80%
/eml/dataset/contact/phone/@phonetype,2010_EML,267,157,1.07,62.80%
/eml/dataset/contact/positionName,2010_EML,258,246,1.03,98.40%
/eml/dataset/coverage/@scope,2010_EML,55,55,0.22,22.00%
/eml/dataset/coverage/geographicCoverage,2010_EML,687,240,2.75,96.00%
/eml/dataset/coverage/geographicCoverage/@id,2010_EML,527,95,2.11,38.00%
/eml/dataset/coverage/geographicCoverage/@scope,2010_EML,55,55,0.22,22.00%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates,2010_EML,677,240,2.71,96.00%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,2010_EML,45,45,0.18,18.00%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,2010_EML,45,45,0.18,18.00%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,2010_EML,45,45,0.18,18.00%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,2010_EML,676,240,2.70,96.00%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,2010_EML,675,240,2.70,96.00%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,2010_EML,676,240,2.70,96.00%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,2010_EML,674,240,2.70,96.00%
/eml/dataset/coverage/geographicCoverage/geographicDescription,2010_EML,684,240,2.74,96.00%
/eml/dataset/coverage/taxonomicCoverage,2010_EML,12,12,0.05,4.80%
/eml/dataset/coverage/taxonomicCoverage/@scope,2010_EML,3,3,0.01,1.20%
/eml/dataset/coverage/taxonomicCoverage/generalTaxonomicCoverage,2010_EML,8,8,0.03,3.20%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankName,2010_EML,12,12,0.05,4.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankValue,2010_EML,37,12,0.15,4.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/commonName,2010_EML,3,1,0.01,0.40%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankName,2010_EML,12,12,0.05,4.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankValue,2010_EML,44,12,0.18,4.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2010_EML,2,2,0.01,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2010_EML,2,2,0.01,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2010_EML,2,2,0.01,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2010_EML,2,2,0.01,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2010_EML,2,2,0.01,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2010_EML,2,2,0.01,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2010_EML,2,2,0.01,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2010_EML,3,2,0.01,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2010_EML,3,2,0.01,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2010_EML,7,2,0.03,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2010_EML,3,2,0.01,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2010_EML,11,2,0.04,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2010_EML,4,2,0.02,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2010_EML,11,2,0.04,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/commonName,2010_EML,3,1,0.01,0.40%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2010_EML,4,2,0.02,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2010_EML,14,2,0.06,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/commonName,2010_EML,2,1,0.01,0.40%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2010_EML,3,2,0.01,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2010_EML,19,2,0.08,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/commonName,2010_EML,19,2,0.08,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2010_EML,2,2,0.01,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2010_EML,20,2,0.08,0.80%
/eml/dataset/coverage/temporalCoverage,2010_EML,201,201,0.80,80.40%
/eml/dataset/coverage/temporalCoverage/@scope,2010_EML,54,54,0.22,21.60%
/eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,2010_EML,201,201,0.80,80.40%
/eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,2010_EML,201,201,0.80,80.40%
/eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,2010_EML,201,201,0.80,80.40%
/eml/dataset/creator,2010_EML,784,250,3.14,100.00%
/eml/dataset/creator/@id,2010_EML,215,119,0.86,47.60%
/eml/dataset/creator/@scope,2010_EML,61,61,0.24,24.40%
/eml/dataset/creator/address/@scope,2010_EML,27,27,0.11,10.80%
/eml/dataset/creator/address/administrativeArea,2010_EML,260,168,1.04,67.20%
/eml/dataset/creator/address/city,2010_EML,261,168,1.04,67.20%
/eml/dataset/creator/address/country,2010_EML,192,161,0.77,64.40%
/eml/dataset/creator/address/deliveryPoint,2010_EML,715,167,2.86,66.80%
/eml/dataset/creator/address/postalCode,2010_EML,279,168,1.12,67.20%
/eml/dataset/creator/electronicMailAddress,2010_EML,346,127,1.38,50.80%
/eml/dataset/creator/individualName/givenName,2010_EML,271,205,1.08,82.00%
/eml/dataset/creator/individualName/salutation,2010_EML,12,12,0.05,4.80%
/eml/dataset/creator/individualName/surName,2010_EML,285,246,1.14,98.40%
/eml/dataset/creator/onlineUrl,2010_EML,136,105,0.54,42.00%
/eml/dataset/creator/organizationName,2010_EML,328,159,1.31,63.60%
/eml/dataset/creator/phone,2010_EML,169,52,0.68,20.80%
/eml/dataset/creator/phone/@phonetype,2010_EML,101,52,0.40,20.80%
/eml/dataset/creator/positionName,2010_EML,52,46,0.21,18.40%
/eml/dataset/dataTable/@id,2010_EML,43,14,0.17,5.60%
/eml/dataset/dataTable/@scope,2010_EML,60,60,0.24,24.00%
/eml/dataset/dataTable/attributeList,2010_EML,164,131,0.66,52.40%
/eml/dataset/dataTable/attributeList/attribute/@id,2010_EML,1225,61,4.90,24.40%
/eml/dataset/dataTable/attributeList/attribute/@scope,2010_EML,60,60,0.24,24.00%
/eml/dataset/dataTable/attributeList/attribute/attributeDefinition,2010_EML,2068,131,8.27,52.40%
/eml/dataset/dataTable/attributeList/attribute/attributeLabel,2010_EML,1255,87,5.02,34.80%
/eml/dataset/dataTable/attributeList/attribute/attributeName,2010_EML,2079,131,8.32,52.40%
/eml/dataset/dataTable/attributeList/attribute/coverage/geographicCoverage/references,2010_EML,22,2,0.09,0.80%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/maximum,2010_EML,2,1,0.01,0.40%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/maximum/@exclusive,2010_EML,1,1,0.00,0.40%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum,2010_EML,8,8,0.03,3.20%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum/@exclusive,2010_EML,8,8,0.03,3.20%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimePrecision,2010_EML,52,40,0.21,16.00%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,2010_EML,134,86,0.54,34.40%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum,2010_EML,15,12,0.06,4.80%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum/@exclusive,2010_EML,12,12,0.05,4.80%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum,2010_EML,15,12,0.06,4.80%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum/@exclusive,2010_EML,12,12,0.05,4.80%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimePrecision,2010_EML,13,13,0.05,5.20%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/formatString,2010_EML,44,27,0.18,10.80%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum,2010_EML,6,2,0.02,0.80%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum/@exclusive,2010_EML,2,2,0.01,0.80%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum,2010_EML,5,2,0.02,0.80%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum/@exclusive,2010_EML,2,2,0.01,0.80%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,2010_EML,34,32,0.14,12.80%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/precision,2010_EML,7,6,0.03,2.40%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/customUnit,2010_EML,9,9,0.04,3.60%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/standardUnit,2010_EML,32,29,0.13,11.60%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/@enforced,2010_EML,27,27,0.11,10.80%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,2010_EML,493,53,1.97,21.20%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,2010_EML,538,53,2.15,21.20%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,2010_EML,472,107,1.89,42.80%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/@enforced,2010_EML,1,1,0.00,0.40%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/code,2010_EML,13,1,0.05,0.40%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,2010_EML,13,1,0.05,0.40%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/textDomain/definition,2010_EML,37,20,0.15,8.00%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum,2010_EML,31,12,0.12,4.80%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum/@exclusive,2010_EML,12,12,0.05,4.80%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum,2010_EML,25,13,0.10,5.20%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum/@exclusive,2010_EML,13,13,0.05,5.20%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,2010_EML,149,128,0.60,51.20%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,2010_EML,112,54,0.45,21.60%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,2010_EML,209,104,0.84,41.60%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,2010_EML,230,98,0.92,39.20%
/eml/dataset/dataTable/attributeList/attribute/method/methodStep/description/para,2010_EML,12,6,0.05,2.40%
/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description,2010_EML,32,5,0.13,2.00%
/eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,2010_EML,85,75,0.34,30.00%
/eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,2010_EML,82,75,0.33,30.00%
/eml/dataset/dataTable/attributeList/attribute/storageType,2010_EML,139,47,0.56,18.80%
/eml/dataset/dataTable/attributeList/attribute/storageType/@typeSystem,2010_EML,28,24,0.11,9.60%
/eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,2010_EML,16,3,0.06,1.20%
/eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,2010_EML,16,3,0.06,1.20%
/eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,2010_EML,16,3,0.06,1.20%
/eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,2010_EML,16,3,0.06,1.20%
/eml/dataset/dataTable/coverage/geographicCoverage/geographicDescription,2010_EML,16,3,0.06,1.20%
/eml/dataset/dataTable/coverage/geographicCoverage/references,2010_EML,1,1,0.00,0.40%
/eml/dataset/dataTable/entityDescription,2010_EML,254,93,1.02,37.20%
/eml/dataset/dataTable/entityName,2010_EML,199,131,0.80,52.40%
/eml/dataset/dataTable/methods/methodStep/description/para,2010_EML,2,2,0.01,0.80%
/eml/dataset/dataTable/methods/methodStep/software/abstract/para,2010_EML,2,2,0.01,0.80%
/eml/dataset/dataTable/methods/methodStep/software/associatedParty/address/administrativeArea,2010_EML,2,2,0.01,0.80%
/eml/dataset/dataTable/methods/methodStep/software/associatedParty/address/city,2010_EML,2,2,0.01,0.80%
/eml/dataset/dataTable/methods/methodStep/software/associatedParty/address/country,2010_EML,2,2,0.01,0.80%
/eml/dataset/dataTable/methods/methodStep/software/associatedParty/address/deliveryPoint,2010_EML,4,2,0.02,0.80%
/eml/dataset/dataTable/methods/methodStep/software/associatedParty/address/postalCode,2010_EML,2,2,0.01,0.80%
/eml/dataset/dataTable/methods/methodStep/software/associatedParty/electronicMailAddress,2010_EML,2,2,0.01,0.80%
/eml/dataset/dataTable/methods/methodStep/software/associatedParty/organizationName,2010_EML,2,2,0.01,0.80%
