XPath,Collection,XPathCount,RecordCount,AverageOccurancePerRecord,CollectionOccurance%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@constantToSI,2014_EML,24,17,0.10,6.80%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@id,2014_EML,177,46,0.71,18.40%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@multiplierToSI,2014_EML,72,32,0.29,12.80%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@name,2014_EML,155,42,0.62,16.80%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@parentSI,2014_EML,75,26,0.30,10.40%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/@unitType,2014_EML,102,34,0.41,13.60%
/eml/additionalMetadata/metadata/ns2:unitList/ns2:unit/ns2:description,2014_EML,148,42,0.59,16.80%
/eml/additionalMetadata/metadata/unitList/unit/@abbreviation,2014_EML,1,1,0.00,0.40%
/eml/additionalMetadata/metadata/unitList/unit/@id,2014_EML,447,76,1.79,30.40%
/eml/additionalMetadata/metadata/unitList/unit/@multiplierToSI,2014_EML,117,49,0.47,19.60%
/eml/additionalMetadata/metadata/unitList/unit/@name,2014_EML,370,50,1.48,20.00%
/eml/additionalMetadata/metadata/unitList/unit/@parentSI,2014_EML,88,49,0.35,19.60%
/eml/additionalMetadata/metadata/unitList/unit/@unitType,2014_EML,264,49,1.06,19.60%
/eml/additionalMetadata/metadata/unitList/unit/description,2014_EML,319,49,1.28,19.60%
/eml/dataset/@id,2014_EML,106,106,0.42,42.40%
/eml/dataset/@system,2014_EML,73,73,0.29,29.20%
/eml/dataset/abstract,2014_EML,249,249,1.00,99.60%
/eml/dataset/abstract/para,2014_EML,329,232,1.32,92.80%
/eml/dataset/abstract/para/emphasis,2014_EML,10,5,0.04,2.00%
/eml/dataset/abstract/para/subscript,2014_EML,2,2,0.01,0.80%
/eml/dataset/abstract/para/ulink,2014_EML,2,2,0.01,0.80%
/eml/dataset/abstract/para/ulink/@url,2014_EML,2,2,0.01,0.80%
/eml/dataset/abstract/section/para,2014_EML,18,15,0.07,6.00%
/eml/dataset/abstract/section/para/emphasis,2014_EML,3,2,0.01,0.80%
/eml/dataset/abstract/section/para/literalLayout,2014_EML,2,2,0.01,0.80%
/eml/dataset/abstract/section/para/subscript,2014_EML,3,2,0.01,0.80%
/eml/dataset/abstract/section/para/superscript,2014_EML,4,1,0.02,0.40%
/eml/dataset/abstract/section/para/ulink,2014_EML,2,2,0.01,0.80%
/eml/dataset/abstract/section/para/ulink/@url,2014_EML,2,2,0.01,0.80%
/eml/dataset/abstract/section/title,2014_EML,2,2,0.01,0.80%
/eml/dataset/additionalInfo,2014_EML,71,71,0.28,28.40%
/eml/dataset/additionalInfo/para,2014_EML,6,5,0.02,2.00%
/eml/dataset/additionalInfo/para/emphasis,2014_EML,1,1,0.00,0.40%
/eml/dataset/additionalInfo/para/literalLayout,2014_EML,4,4,0.02,1.60%
/eml/dataset/additionalInfo/para/ulink,2014_EML,2,2,0.01,0.80%
/eml/dataset/additionalInfo/para/ulink/@url,2014_EML,2,2,0.01,0.80%
/eml/dataset/additionalInfo/section/para,2014_EML,64,57,0.26,22.80%
/eml/dataset/additionalInfo/section/para/literalLayout,2014_EML,16,8,0.06,3.20%
/eml/dataset/additionalInfo/section/title,2014_EML,75,62,0.30,24.80%
/eml/dataset/alternateIdentifier,2014_EML,139,139,0.56,55.60%
/eml/dataset/alternateIdentifier/@system,2014_EML,20,20,0.08,8.00%
/eml/dataset/associatedParty,2014_EML,321,116,1.28,46.40%
/eml/dataset/associatedParty/@id,2014_EML,8,6,0.03,2.40%
/eml/dataset/associatedParty/address/administrativeArea,2014_EML,133,85,0.53,34.00%
/eml/dataset/associatedParty/address/city,2014_EML,136,85,0.54,34.00%
/eml/dataset/associatedParty/address/country,2014_EML,85,83,0.34,33.20%
/eml/dataset/associatedParty/address/deliveryPoint,2014_EML,272,85,1.09,34.00%
/eml/dataset/associatedParty/address/postalCode,2014_EML,125,83,0.50,33.20%
/eml/dataset/associatedParty/electronicMailAddress,2014_EML,161,57,0.64,22.80%
/eml/dataset/associatedParty/individualName/givenName,2014_EML,356,116,1.42,46.40%
/eml/dataset/associatedParty/individualName/salutation,2014_EML,14,14,0.06,5.60%
/eml/dataset/associatedParty/individualName/surName,2014_EML,312,116,1.25,46.40%
/eml/dataset/associatedParty/onlineUrl,2014_EML,32,15,0.13,6.00%
/eml/dataset/associatedParty/organizationName,2014_EML,73,49,0.29,19.60%
/eml/dataset/associatedParty/phone,2014_EML,93,41,0.37,16.40%
/eml/dataset/associatedParty/phone/@phonetype,2014_EML,51,34,0.20,13.60%
/eml/dataset/associatedParty/positionName,2014_EML,12,12,0.05,4.80%
/eml/dataset/associatedParty/role,2014_EML,182,116,0.73,46.40%
/eml/dataset/associatedParty/userId,2014_EML,2,2,0.01,0.80%
/eml/dataset/associatedParty/userId/@directory,2014_EML,2,2,0.01,0.80%
/eml/dataset/contact,2014_EML,299,250,1.20,100.00%
/eml/dataset/contact/@id,2014_EML,78,78,0.31,31.20%
/eml/dataset/contact/@system,2014_EML,56,56,0.22,22.40%
/eml/dataset/contact/address/administrativeArea,2014_EML,246,245,0.98,98.00%
/eml/dataset/contact/address/city,2014_EML,253,248,1.01,99.20%
/eml/dataset/contact/address/country,2014_EML,244,237,0.98,94.80%
/eml/dataset/contact/address/deliveryPoint,2014_EML,581,248,2.32,99.20%
/eml/dataset/contact/address/postalCode,2014_EML,261,247,1.04,98.80%
/eml/dataset/contact/electronicMailAddress,2014_EML,298,248,1.19,99.20%
/eml/dataset/contact/individualName/givenName,2014_EML,58,42,0.23,16.80%
/eml/dataset/contact/individualName/salutation,2014_EML,2,2,0.01,0.80%
/eml/dataset/contact/individualName/surName,2014_EML,109,93,0.44,37.20%
/eml/dataset/contact/onlineUrl,2014_EML,146,146,0.58,58.40%
/eml/dataset/contact/organizationName,2014_EML,176,157,0.70,62.80%
/eml/dataset/contact/phone,2014_EML,377,231,1.51,92.40%
/eml/dataset/contact/phone/@phonetype,2014_EML,331,231,1.32,92.40%
/eml/dataset/contact/positionName,2014_EML,256,237,1.02,94.80%
/eml/dataset/contact/userId,2014_EML,14,9,0.06,3.60%
/eml/dataset/contact/userId/@directory,2014_EML,9,9,0.04,3.60%
/eml/dataset/coverage/geographicCoverage,2014_EML,383,238,1.53,95.20%
/eml/dataset/coverage/geographicCoverage/@id,2014_EML,199,104,0.80,41.60%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates,2014_EML,382,238,1.53,95.20%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,2014_EML,31,15,0.12,6.00%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,2014_EML,31,15,0.12,6.00%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,2014_EML,15,15,0.06,6.00%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,2014_EML,382,238,1.53,95.20%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,2014_EML,380,238,1.52,95.20%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,2014_EML,382,238,1.53,95.20%
/eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,2014_EML,377,238,1.51,95.20%
/eml/dataset/coverage/geographicCoverage/datasetGPolygon/datasetGPolygonOuterGRing/gRing,2014_EML,12,2,0.05,0.80%
/eml/dataset/coverage/geographicCoverage/geographicDescription,2014_EML,381,238,1.52,95.20%
/eml/dataset/coverage/taxonomicCoverage,2014_EML,37,37,0.15,14.80%
/eml/dataset/coverage/taxonomicCoverage/@scope,2014_EML,1,1,0.00,0.40%
/eml/dataset/coverage/taxonomicCoverage/generalTaxonomicCoverage,2014_EML,16,16,0.06,6.40%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/commonName,2014_EML,33,6,0.13,2.40%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankName,2014_EML,40,37,0.16,14.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankValue,2014_EML,135,37,0.54,14.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankName,2014_EML,27,27,0.11,10.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankValue,2014_EML,111,27,0.44,10.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2014_EML,18,18,0.07,7.20%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2014_EML,23,18,0.09,7.20%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2014_EML,16,16,0.06,6.40%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2014_EML,37,16,0.15,6.40%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2014_EML,16,16,0.06,6.40%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2014_EML,59,16,0.24,6.40%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2014_EML,14,14,0.06,5.60%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2014_EML,22,14,0.09,5.60%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2014_EML,13,10,0.05,4.00%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2014_EML,26,10,0.10,4.00%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2014_EML,12,9,0.05,3.60%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2014_EML,29,9,0.12,3.60%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2014_EML,15,9,0.06,3.60%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2014_EML,26,9,0.10,3.60%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/commonName,2014_EML,9,3,0.04,1.20%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2014_EML,15,9,0.06,3.60%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2014_EML,36,9,0.14,3.60%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/commonName,2014_EML,6,3,0.02,1.20%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2014_EML,12,9,0.05,3.60%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2014_EML,36,9,0.14,3.60%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/commonName,2014_EML,34,7,0.14,2.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2014_EML,9,9,0.04,3.60%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2014_EML,36,9,0.14,3.60%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2014_EML,2,2,0.01,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2014_EML,2,2,0.01,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2014_EML,2,2,0.01,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2014_EML,2,2,0.01,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2014_EML,2,2,0.01,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2014_EML,2,2,0.01,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,2014_EML,2,2,0.01,0.80%
/eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,2014_EML,2,2,0.01,0.80%
/eml/dataset/coverage/temporalCoverage,2014_EML,255,245,1.02,98.00%
/eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,2014_EML,237,237,0.95,94.80%
/eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,2014_EML,237,237,0.95,94.80%
/eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,2014_EML,237,237,0.95,94.80%
/eml/dataset/coverage/temporalCoverage/singleDateTime/calendarDate,2014_EML,37,18,0.15,7.20%
/eml/dataset/creator,2014_EML,946,250,3.78,100.00%
/eml/dataset/creator/@id,2014_EML,184,83,0.74,33.20%
/eml/dataset/creator/address/administrativeArea,2014_EML,350,230,1.40,92.00%
/eml/dataset/creator/address/city,2014_EML,358,230,1.43,92.00%
/eml/dataset/creator/address/country,2014_EML,285,224,1.14,89.60%
/eml/dataset/creator/address/deliveryPoint,2014_EML,819,231,3.28,92.40%
/eml/dataset/creator/address/postalCode,2014_EML,357,227,1.43,90.80%
/eml/dataset/creator/electronicMailAddress,2014_EML,604,174,2.42,69.60%
/eml/dataset/creator/individualName/givenName,2014_EML,422,193,1.69,77.20%
/eml/dataset/creator/individualName/salutation,2014_EML,39,36,0.16,14.40%
/eml/dataset/creator/individualName/surName,2014_EML,394,249,1.58,99.60%
/eml/dataset/creator/onlineUrl,2014_EML,146,84,0.58,33.60%
/eml/dataset/creator/organizationName,2014_EML,378,165,1.51,66.00%
/eml/dataset/creator/phone,2014_EML,350,150,1.40,60.00%
/eml/dataset/creator/phone/@phonetype,2014_EML,221,147,0.88,58.80%
/eml/dataset/creator/positionName,2014_EML,142,119,0.57,47.60%
/eml/dataset/creator/userId,2014_EML,11,7,0.04,2.80%
/eml/dataset/creator/userId/@directory,2014_EML,7,7,0.03,2.80%
/eml/dataset/dataTable/@id,2014_EML,116,14,0.46,5.60%
/eml/dataset/dataTable/additionalInfo/section/para/itemizedlist/listitem/para,2014_EML,6,2,0.02,0.80%
/eml/dataset/dataTable/additionalInfo/section/title,2014_EML,2,2,0.01,0.80%
/eml/dataset/dataTable/alternateIdentifier,2014_EML,30,7,0.12,2.80%
/eml/dataset/dataTable/attributeList,2014_EML,233,149,0.93,59.60%
/eml/dataset/dataTable/attributeList/attribute/@id,2014_EML,6086,97,24.34,38.80%
/eml/dataset/dataTable/attributeList/attribute/attributeDefinition,2014_EML,6009,149,24.04,59.60%
/eml/dataset/dataTable/attributeList/attribute/attributeLabel,2014_EML,5634,129,22.54,51.60%
/eml/dataset/dataTable/attributeList/attribute/attributeName,2014_EML,6386,149,25.54,59.60%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/maximum,2014_EML,44,14,0.18,5.60%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/maximum/@exclusive,2014_EML,14,14,0.06,5.60%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum,2014_EML,52,14,0.21,5.60%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum/@exclusive,2014_EML,14,14,0.06,5.60%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimePrecision,2014_EML,16,16,0.06,6.40%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,2014_EML,236,95,0.94,38.00%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum,2014_EML,89,14,0.36,5.60%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum/@exclusive,2014_EML,14,14,0.06,5.60%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum,2014_EML,80,14,0.32,5.60%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum/@exclusive,2014_EML,14,14,0.06,5.60%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,2014_EML,77,64,0.31,25.60%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/precision,2014_EML,32,18,0.13,7.20%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/customUnit,2014_EML,21,21,0.08,8.40%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/standardUnit,2014_EML,80,58,0.32,23.20%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/@enforced,2014_EML,5,5,0.02,2.00%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,2014_EML,1714,50,6.86,20.00%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,2014_EML,1785,50,7.14,20.00%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,2014_EML,562,107,2.25,42.80%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/code,2014_EML,13,7,0.05,2.80%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,2014_EML,19,7,0.08,2.80%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/source,2014_EML,1,1,0.00,0.40%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/textDomain/definition,2014_EML,52,17,0.21,6.80%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum,2014_EML,175,20,0.70,8.00%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum/@exclusive,2014_EML,20,20,0.08,8.00%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum,2014_EML,93,25,0.37,10.00%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum/@exclusive,2014_EML,25,25,0.10,10.00%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,2014_EML,149,135,0.60,54.00%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,2014_EML,89,39,0.36,15.60%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,2014_EML,512,91,2.05,36.40%
/eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,2014_EML,385,125,1.54,50.00%
/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/para,2014_EML,23,8,0.09,3.20%
/eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,2014_EML,141,102,0.56,40.80%
/eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,2014_EML,146,102,0.58,40.80%
/eml/dataset/dataTable/attributeList/attribute/storageType,2014_EML,319,86,1.28,34.40%
/eml/dataset/dataTable/attributeList/attribute/storageType/@typeSystem,2014_EML,37,27,0.15,10.80%
/eml/dataset/dataTable/caseSensitive,2014_EML,2,2,0.01,0.80%
/eml/dataset/dataTable/constraint,2014_EML,112,7,0.45,2.80%
/eml/dataset/dataTable/constraint/@id,2014_EML,56,5,0.22,2.00%
/eml/dataset/dataTable/constraint/notNullConstraint/constraintName,2014_EML,5,5,0.02,2.00%
/eml/dataset/dataTable/constraint/notNullConstraint/key/attributeReference,2014_EML,378,5,1.51,2.00%
/eml/dataset/dataTable/constraint/primaryKey/constraintName,2014_EML,7,7,0.03,2.80%
/eml/dataset/dataTable/constraint/primaryKey/key/attributeReference,2014_EML,221,7,0.88,2.80%
/eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,2014_EML,27,11,0.11,4.40%
/eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,2014_EML,23,11,0.09,4.40%
/eml/dataset/dataTable/entityDescription,2014_EML,562,147,2.25,58.80%
/eml/dataset/dataTable/entityName,2014_EML,287,149,1.15,59.60%
/eml/dataset/dataTable/methods/methodStep/description/para,2014_EML,14,14,0.06,5.60%
/eml/dataset/dataTable/methods/methodStep/description/para/literalLayout,2014_EML,8,3,0.03,1.20%
/eml/dataset/dataTable/methods/methodStep/instrumentation,2014_EML,11,3,0.04,1.20%
/eml/dataset/dataTable/methods/methodStep/software/abstract/para,2014_EML,13,13,0.05,5.20%
/eml/dataset/dataTable/methods/methodStep/software/associatedParty/address/administrativeArea,2014_EML,13,13,0.05,5.20%
/eml/dataset/dataTable/methods/methodStep/software/associatedParty/address/city,2014_EML,13,13,0.05,5.20%
/eml/dataset/dataTable/methods/methodStep/software/associatedParty/address/country,2014_EML,13,13,0.05,5.20%
