Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2005_EML,1265,1265,1.00,100.00%
Abstract,2005_EML,831,831,0.66,65.69%
Attribute Definition,2005_EML,9374,747,7.41,59.05%
Attribute List,2005_EML,747,747,0.59,59.05%
Author,2005_EML,1131,919,0.89,72.65%
Author / Originator,2005_EML,1131,919,0.89,72.65%
Author / Originator Email Address,2005_EML,827,665,0.65,52.57%
Author / Originator World Wide Web Address,2005_EML,1109,912,0.88,72.09%
Bounding Box,2005_EML,740,740,0.58,58.50%
Contributor Name,2005_EML,1171,681,0.93,53.83%
Contributor Role,2005_EML,681,681,0.54,53.83%
Distribution Format,2005_EML,761,747,0.60,59.05%
Easternmost Longitude,2005_EML,740,740,0.58,58.50%
End Time,2005_EML,919,919,0.73,72.65%
Entity Type Definition,2005_EML,530,436,0.42,34.47%
Entity and Attribute Information,2005_EML,530,436,0.42,34.47%
Keyword,2005_EML,5892,919,4.66,72.65%
Keyword Vocabulary,2005_EML,919,919,0.73,72.65%
Maintenance,2005_EML,919,919,0.73,72.65%
Metadata Access Constraints,2005_EML,919,919,0.73,72.65%
Metadata Contact,2005_EML,919,919,0.73,72.65%
Metadata Use Constraints,2005_EML,919,919,0.73,72.65%
Northernmost Latitude,2005_EML,740,740,0.58,58.50%
Organization Name,2005_EML,2885,919,2.28,72.65%
Originating Organization,2005_EML,128,128,0.10,10.12%
Process Step,2005_EML,608,608,0.48,48.06%
Project Name,2005_EML,1109,912,0.88,72.09%
Publication Date,2005_EML,907,907,0.72,71.70%
Publisher,2005_EML,919,919,0.73,72.65%
Resource Access Constraints,2005_EML,919,919,0.73,72.65%
Resource Contact,2005_EML,919,919,0.73,72.65%
Resource Creation/Revision Date,2005_EML,907,907,0.72,71.70%
Resource Distribution,2005_EML,919,919,0.73,72.65%
Resource Format,2005_EML,761,747,0.60,59.05%
Resource Identifier,2005_EML,919,919,0.73,72.65%
Resource Identifier Type,2005_EML,919,919,0.73,72.65%
Resource Lineage,2005_EML,608,608,0.48,48.06%
Resource Long Name,2005_EML,919,919,0.73,72.65%
Resource Status,2005_EML,919,919,0.73,72.65%
Resource Title,2005_EML,919,919,0.73,72.65%
Resource Use Constraints,2005_EML,919,919,0.73,72.65%
Resource on-line Link,2005_EML,919,919,0.73,72.65%
Rights,2005_EML,919,919,0.73,72.65%
Security Constraints,2005_EML,919,919,0.73,72.65%
Southernmost Latitude,2005_EML,740,740,0.58,58.50%
Spatial Extent,2005_EML,740,740,0.58,58.50%
Start Time,2005_EML,919,919,0.73,72.65%
Temporal Extent,2005_EML,919,919,0.73,72.65%
Unknown,2005_EML,179143,1265,141.62,100.00%
Vertical Maximum,2005_EML,100,100,0.08,7.91%
Vertical Minimum,2005_EML,100,100,0.08,7.91%
Vertical Resolution,2005_EML,100,100,0.08,7.91%
Westernmost Longitude,2005_EML,740,740,0.58,58.50%
