Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,BNZ_2014_EML,75.0,75.0,1.0,1.0
Resource Identifier,BNZ_2014_EML,75.0,75.0,1.0,1.0
Resource Title,BNZ_2014_EML,75.0,75.0,1.0,1.0
Author / Originator,BNZ_2014_EML,193.0,75.0,2.57,1.0
Metadata Contact,BNZ_2014_EML,75.0,75.0,1.0,1.0
Contributor Name,BNZ_2014_EML,15.0,14.0,0.2,0.18666666666666668
Publisher,BNZ_2014_EML,75.0,75.0,1.0,1.0
Publication Date,BNZ_2014_EML,75.0,75.0,1.0,1.0
Resource Contact,BNZ_2014_EML,75.0,75.0,1.0,1.0
Abstract,BNZ_2014_EML,75.0,75.0,1.0,1.0
Keyword,BNZ_2014_EML,324.0,75.0,4.32,1.0
Resource Distribution,BNZ_2014_EML,57.0,57.0,0.76,0.76
Spatial Extent,BNZ_2014_EML,66.0,66.0,0.88,0.88
Taxonomic Extent,BNZ_2014_EML,0.0,0.0,0.0,0.0
Temporal Extent,BNZ_2014_EML,75.0,75.0,1.0,1.0
Maintenance,BNZ_2014_EML,75.0,75.0,1.0,1.0
Resource Use Constraints,BNZ_2014_EML,75.0,75.0,1.0,1.0
Process Step,BNZ_2014_EML,73.0,73.0,0.97,0.9733333333333334
Project Description,BNZ_2014_EML,0.0,0.0,0.0,0.0
Entity Type Definition,BNZ_2014_EML,53.0,51.0,0.71,0.68
Attribute Definition,BNZ_2014_EML,640.0,51.0,8.53,0.68
Resource Access Constraints,BNZ_2014_EML,75.0,75.0,1.0,1.0
Resource Format,BNZ_2014_EML,53.0,51.0,0.71,0.68
Attribute List,BNZ_2014_EML,53.0,51.0,0.71,0.68
Attribute Constraints,BNZ_2014_EML,0.0,0.0,0.0,0.0
Resource Quality Description,BNZ_2014_EML,0.0,0.0,0.0,0.0
