Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2013_EML,86,86,1.00,100.00%
Abstract,2013_EML,86,86,1.00,100.00%
Attribute Definition,2013_EML,1533,82,17.83,95.35%
Attribute List,2013_EML,82,82,0.95,95.35%
Author,2013_EML,133,86,1.55,100.00%
Author / Originator,2013_EML,133,86,1.55,100.00%
Author / Originator Email Address,2013_EML,116,80,1.35,93.02%
Author / Originator World Wide Web Address,2013_EML,132,86,1.53,100.00%
Bounding Box,2013_EML,85,85,0.99,98.84%
Contributor Name,2013_EML,76,56,0.88,65.12%
Contributor Role,2013_EML,56,56,0.65,65.12%
Distribution Format,2013_EML,82,82,0.95,95.35%
Easternmost Longitude,2013_EML,85,85,0.99,98.84%
End Time,2013_EML,86,86,1.00,100.00%
Entity Type Definition,2013_EML,25,25,0.29,29.07%
Entity and Attribute Information,2013_EML,25,25,0.29,29.07%
Keyword,2013_EML,533,86,6.20,100.00%
Keyword Vocabulary,2013_EML,86,86,1.00,100.00%
Maintenance,2013_EML,86,86,1.00,100.00%
Metadata Access Constraints,2013_EML,86,86,1.00,100.00%
Metadata Contact,2013_EML,86,86,1.00,100.00%
Metadata Use Constraints,2013_EML,86,86,1.00,100.00%
Northernmost Latitude,2013_EML,85,85,0.99,98.84%
Organization Name,2013_EML,284,86,3.30,100.00%
Originating Organization,2013_EML,26,26,0.30,30.23%
Process Step,2013_EML,85,85,0.99,98.84%
Project Name,2013_EML,132,86,1.53,100.00%
Publication Date,2013_EML,86,86,1.00,100.00%
Publisher,2013_EML,86,86,1.00,100.00%
Resource Access Constraints,2013_EML,86,86,1.00,100.00%
Resource Contact,2013_EML,86,86,1.00,100.00%
Resource Creation/Revision Date,2013_EML,86,86,1.00,100.00%
Resource Distribution,2013_EML,86,86,1.00,100.00%
Resource Format,2013_EML,82,82,0.95,95.35%
Resource Identifier,2013_EML,86,86,1.00,100.00%
Resource Identifier Type,2013_EML,86,86,1.00,100.00%
Resource Lineage,2013_EML,85,85,0.99,98.84%
Resource Long Name,2013_EML,86,86,1.00,100.00%
Resource Status,2013_EML,86,86,1.00,100.00%
Resource Title,2013_EML,86,86,1.00,100.00%
Resource Use Constraints,2013_EML,86,86,1.00,100.00%
Resource on-line Link,2013_EML,86,86,1.00,100.00%
Rights,2013_EML,86,86,1.00,100.00%
Security Constraints,2013_EML,86,86,1.00,100.00%
Southernmost Latitude,2013_EML,85,85,0.99,98.84%
Spatial Extent,2013_EML,85,85,0.99,98.84%
Start Time,2013_EML,86,86,1.00,100.00%
Temporal Extent,2013_EML,86,86,1.00,100.00%
Unknown,2013_EML,14694,86,170.86,100.00%
Westernmost Longitude,2013_EML,85,85,0.99,98.84%
