Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2016_EML,479,479,1.00,100.00%
Abstract,2016_EML,478,478,1.00,99.79%
Attribute Definition,2016_EML,6027,477,12.58,99.58%
Attribute List,2016_EML,477,477,1.00,99.58%
Author,2016_EML,1362,479,2.84,100.00%
Author / Originator,2016_EML,1362,479,2.84,100.00%
Author / Originator Email Address,2016_EML,1063,479,2.22,100.00%
Author / Originator World Wide Web Address,2016_EML,1318,479,2.75,100.00%
Bounding Box,2016_EML,462,462,0.96,96.45%
Contributor Name,2016_EML,544,281,1.14,58.66%
Contributor Role,2016_EML,281,281,0.59,58.66%
Distribution Format,2016_EML,493,477,1.03,99.58%
Easternmost Longitude,2016_EML,462,462,0.96,96.45%
End Time,2016_EML,462,462,0.96,96.45%
Entity Type Definition,2016_EML,483,477,1.01,99.58%
Entity and Attribute Information,2016_EML,483,477,1.01,99.58%
Keyword,2016_EML,2449,479,5.11,100.00%
Keyword Vocabulary,2016_EML,479,479,1.00,100.00%
Maintenance,2016_EML,479,479,1.00,100.00%
Metadata Access Constraints,2016_EML,479,479,1.00,100.00%
Metadata Contact,2016_EML,479,479,1.00,100.00%
Metadata Use Constraints,2016_EML,479,479,1.00,100.00%
Northernmost Latitude,2016_EML,462,462,0.96,96.45%
Organization Name,2016_EML,2001,479,4.18,100.00%
Originating Organization,2016_EML,479,479,1.00,100.00%
Process Step,2016_EML,428,428,0.89,89.35%
Project Description,2016_EML,393,393,0.82,82.05%
Project Name,2016_EML,1318,479,2.75,100.00%
Publication Date,2016_EML,479,479,1.00,100.00%
Publisher,2016_EML,479,479,1.00,100.00%
Related Resource Citation,2016_EML,393,393,0.82,82.05%
Resource Access Constraints,2016_EML,479,479,1.00,100.00%
Resource Contact,2016_EML,564,479,1.18,100.00%
Resource Creation/Revision Date,2016_EML,479,479,1.00,100.00%
Resource Distribution,2016_EML,477,477,1.00,99.58%
Resource Format,2016_EML,493,477,1.03,99.58%
Resource Identifier,2016_EML,479,479,1.00,100.00%
Resource Identifier Type,2016_EML,479,479,1.00,100.00%
Resource Lineage,2016_EML,428,428,0.89,89.35%
Resource Long Name,2016_EML,479,479,1.00,100.00%
Resource Status,2016_EML,479,479,1.00,100.00%
Resource Title,2016_EML,479,479,1.00,100.00%
Resource Use Constraints,2016_EML,479,479,1.00,100.00%
Resource on-line Link,2016_EML,477,477,1.00,99.58%
Rights,2016_EML,479,479,1.00,100.00%
Security Constraints,2016_EML,479,479,1.00,100.00%
Southernmost Latitude,2016_EML,462,462,0.96,96.45%
Spatial Extent,2016_EML,462,462,0.96,96.45%
Start Time,2016_EML,462,462,0.96,96.45%
Temporal Extent,2016_EML,462,462,0.96,96.45%
Unknown,2016_EML,117131,479,244.53,100.00%
Westernmost Longitude,2016_EML,462,462,0.96,96.45%
