Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,BNZ_2011_EML,99.0,99.0,1.0,1.0
Resource Identifier,BNZ_2011_EML,99.0,99.0,1.0,1.0
Resource Title,BNZ_2011_EML,99.0,99.0,1.0,1.0
Author / Originator,BNZ_2011_EML,125.0,99.0,1.26,1.0
Metadata Contact,BNZ_2011_EML,99.0,99.0,1.0,1.0
Contributor Name,BNZ_2011_EML,91.0,69.0,0.92,0.696969696969697
Publisher,BNZ_2011_EML,99.0,99.0,1.0,1.0
Publication Date,BNZ_2011_EML,99.0,99.0,1.0,1.0
Resource Contact,BNZ_2011_EML,99.0,99.0,1.0,1.0
Abstract,BNZ_2011_EML,97.0,97.0,0.98,0.9797979797979798
Keyword,BNZ_2011_EML,293.0,99.0,2.96,1.0
Resource Distribution,BNZ_2011_EML,71.0,71.0,0.72,0.7171717171717171
Spatial Extent,BNZ_2011_EML,64.0,64.0,0.65,0.6464646464646465
Taxonomic Extent,BNZ_2011_EML,0.0,0.0,0.0,0.0
Temporal Extent,BNZ_2011_EML,99.0,99.0,1.0,1.0
Maintenance,BNZ_2011_EML,99.0,99.0,1.0,1.0
Resource Use Constraints,BNZ_2011_EML,99.0,99.0,1.0,1.0
Process Step,BNZ_2011_EML,97.0,97.0,0.98,0.9797979797979798
Project Description,BNZ_2011_EML,0.0,0.0,0.0,0.0
Entity Type Definition,BNZ_2011_EML,25.0,7.0,0.25,0.0707070707070707
Attribute Definition,BNZ_2011_EML,1744.0,43.0,17.62,0.4343434343434344
Resource Access Constraints,BNZ_2011_EML,97.0,97.0,0.98,0.9797979797979798
Resource Format,BNZ_2011_EML,191.0,43.0,1.93,0.4343434343434344
Attribute List,BNZ_2011_EML,191.0,43.0,1.93,0.4343434343434344
Attribute Constraints,BNZ_2011_EML,0.0,0.0,0.0,0.0
Resource Quality Description,BNZ_2011_EML,0.0,0.0,0.0,0.0
