Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2009_EML,482,482,1.00,100.00%
Abstract,2009_EML,368,368,0.76,76.35%
Attribute Definition,2009_EML,3106,267,6.44,55.39%
Attribute List,2009_EML,267,267,0.55,55.39%
Author,2009_EML,454,382,0.94,79.25%
Author / Originator,2009_EML,454,382,0.94,79.25%
Author / Originator Email Address,2009_EML,342,290,0.71,60.17%
Author / Originator World Wide Web Address,2009_EML,431,364,0.89,75.52%
Bounding Box,2009_EML,339,339,0.70,70.33%
Contributor Name,2009_EML,288,187,0.60,38.80%
Contributor Role,2009_EML,187,187,0.39,38.80%
Distribution Format,2009_EML,267,267,0.55,55.39%
Easternmost Longitude,2009_EML,339,339,0.70,70.33%
End Time,2009_EML,351,351,0.73,72.82%
Entity Type Definition,2009_EML,83,82,0.17,17.01%
Entity and Attribute Information,2009_EML,83,82,0.17,17.01%
Keyword,2009_EML,1533,309,3.18,64.11%
Keyword Vocabulary,2009_EML,309,309,0.64,64.11%
Maintenance,2009_EML,382,382,0.79,79.25%
Metadata Access Constraints,2009_EML,382,382,0.79,79.25%
Metadata Contact,2009_EML,382,382,0.79,79.25%
Metadata Use Constraints,2009_EML,382,382,0.79,79.25%
Northernmost Latitude,2009_EML,339,339,0.70,70.33%
Organization Name,2009_EML,1208,382,2.51,79.25%
Originating Organization,2009_EML,62,62,0.13,12.86%
Process Step,2009_EML,331,331,0.69,68.67%
Project Name,2009_EML,431,364,0.89,75.52%
Publication Date,2009_EML,361,361,0.75,74.90%
Publisher,2009_EML,382,382,0.79,79.25%
Resource Access Constraints,2009_EML,382,382,0.79,79.25%
Resource Contact,2009_EML,382,382,0.79,79.25%
Resource Creation/Revision Date,2009_EML,361,361,0.75,74.90%
Resource Distribution,2009_EML,351,351,0.73,72.82%
Resource Format,2009_EML,267,267,0.55,55.39%
Resource Identifier,2009_EML,382,382,0.79,79.25%
Resource Identifier Type,2009_EML,382,382,0.79,79.25%
Resource Lineage,2009_EML,331,331,0.69,68.67%
Resource Long Name,2009_EML,382,382,0.79,79.25%
Resource Status,2009_EML,382,382,0.79,79.25%
Resource Title,2009_EML,382,382,0.79,79.25%
Resource Use Constraints,2009_EML,382,382,0.79,79.25%
Resource on-line Link,2009_EML,351,351,0.73,72.82%
Rights,2009_EML,382,382,0.79,79.25%
Security Constraints,2009_EML,382,382,0.79,79.25%
Southernmost Latitude,2009_EML,339,339,0.70,70.33%
Spatial Extent,2009_EML,339,339,0.70,70.33%
Start Time,2009_EML,351,351,0.73,72.82%
Temporal Extent,2009_EML,351,351,0.73,72.82%
Unknown,2009_EML,66357,482,137.67,100.00%
Vertical Maximum,2009_EML,66,66,0.14,13.69%
Vertical Minimum,2009_EML,66,66,0.14,13.69%
Vertical Resolution,2009_EML,66,66,0.14,13.69%
Westernmost Longitude,2009_EML,339,339,0.70,70.33%
