Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,BNZ_2005_EML,1265.0,1265.0,1.0,1.0
Resource Identifier,BNZ_2005_EML,1265.0,1265.0,1.0,1.0
Resource Title,BNZ_2005_EML,1265.0,1265.0,1.0,1.0
Author / Originator,BNZ_2005_EML,1504.0,1265.0,1.19,1.0
Metadata Contact,BNZ_2005_EML,1265.0,1265.0,1.0,1.0
Contributor Name,BNZ_2005_EML,1598.0,945.0,1.26,0.7470355731225297
Publisher,BNZ_2005_EML,1265.0,1265.0,1.0,1.0
Publication Date,BNZ_2005_EML,1192.0,1192.0,0.94,0.9422924901185772
Resource Contact,BNZ_2005_EML,1265.0,1265.0,1.0,1.0
Abstract,BNZ_2005_EML,1098.0,1098.0,0.87,0.8679841897233201
Keyword,BNZ_2005_EML,7266.0,1258.0,5.74,0.9944664031620554
Resource Distribution,BNZ_2005_EML,1265.0,1265.0,1.0,1.0
Spatial Extent,BNZ_2005_EML,1138.0,1003.0,0.9,0.7928853754940711
Taxonomic Extent,BNZ_2005_EML,0.0,0.0,0.0,0.0
Temporal Extent,BNZ_2005_EML,1260.0,1260.0,1.0,0.9960474308300395
Maintenance,BNZ_2005_EML,1224.0,1224.0,0.97,0.967588932806324
Resource Use Constraints,BNZ_2005_EML,1265.0,1265.0,1.0,1.0
Process Step,BNZ_2005_EML,840.0,840.0,0.66,0.6640316205533597
Project Description,BNZ_2005_EML,41.0,41.0,0.03,0.03241106719367589
Entity Type Definition,BNZ_2005_EML,714.0,549.0,0.56,0.4339920948616601
Attribute Definition,BNZ_2005_EML,18491.0,972.0,14.62,0.7683794466403162
Resource Access Constraints,BNZ_2005_EML,919.0,919.0,0.73,0.7264822134387352
Resource Format,BNZ_2005_EML,1381.0,972.0,1.09,0.7683794466403162
Attribute List,BNZ_2005_EML,1381.0,972.0,1.09,0.7683794466403162
Attribute Constraints,BNZ_2005_EML,0.0,0.0,0.0,0.0
Resource Quality Description,BNZ_2005_EML,0.0,0.0,0.0,0.0
