Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2010_EML,230,231,1.00,100.43%
Abstract,2010_EML,199,199,0.87,86.52%
Attribute Definition,2010_EML,1885,149,8.20,64.78%
Attribute List,2010_EML,149,149,0.65,64.78%
Author,2010_EML,247,199,1.07,86.52%
Author / Originator,2010_EML,247,199,1.07,86.52%
Author / Originator Email Address,2010_EML,150,116,0.65,50.43%
Author / Originator World Wide Web Address,2010_EML,244,199,1.06,86.52%
Bounding Box,2010_EML,174,174,0.76,75.65%
Contributor Name,2010_EML,309,153,1.34,66.52%
Contributor Role,2010_EML,153,153,0.67,66.52%
Distribution Format,2010_EML,150,149,0.65,64.78%
Easternmost Longitude,2010_EML,174,174,0.76,75.65%
End Time,2010_EML,199,199,0.87,86.52%
Entity Type Definition,2010_EML,30,29,0.13,12.61%
Entity and Attribute Information,2010_EML,30,29,0.13,12.61%
Keyword,2010_EML,701,199,3.05,86.52%
Keyword Vocabulary,2010_EML,199,199,0.87,86.52%
Maintenance,2010_EML,199,199,0.87,86.52%
Metadata Access Constraints,2010_EML,199,199,0.87,86.52%
Metadata Contact,2010_EML,199,199,0.87,86.52%
Metadata Use Constraints,2010_EML,199,199,0.87,86.52%
Northernmost Latitude,2010_EML,174,174,0.76,75.65%
Organization Name,2010_EML,628,199,2.73,86.52%
Originating Organization,2010_EML,31,31,0.13,13.48%
Process Step,2010_EML,194,194,0.84,84.35%
Project Name,2010_EML,244,199,1.06,86.52%
Publication Date,2010_EML,199,199,0.87,86.52%
Publisher,2010_EML,199,199,0.87,86.52%
Resource Access Constraints,2010_EML,199,199,0.87,86.52%
Resource Contact,2010_EML,199,199,0.87,86.52%
Resource Creation/Revision Date,2010_EML,199,199,0.87,86.52%
Resource Distribution,2010_EML,199,199,0.87,86.52%
Resource Format,2010_EML,150,149,0.65,64.78%
Resource Identifier,2010_EML,199,199,0.87,86.52%
Resource Identifier Type,2010_EML,199,199,0.87,86.52%
Resource Lineage,2010_EML,194,194,0.84,84.35%
Resource Long Name,2010_EML,199,199,0.87,86.52%
Resource Status,2010_EML,199,199,0.87,86.52%
Resource Title,2010_EML,199,199,0.87,86.52%
Resource Use Constraints,2010_EML,199,199,0.87,86.52%
Resource on-line Link,2010_EML,199,199,0.87,86.52%
Rights,2010_EML,199,199,0.87,86.52%
Security Constraints,2010_EML,199,199,0.87,86.52%
Southernmost Latitude,2010_EML,174,174,0.76,75.65%
Spatial Extent,2010_EML,174,174,0.76,75.65%
Start Time,2010_EML,199,199,0.87,86.52%
Temporal Extent,2010_EML,199,199,0.87,86.52%
Unknown,2010_EML,33391,231,145.18,100.43%
Vertical Maximum,2010_EML,31,31,0.13,13.48%
Vertical Minimum,2010_EML,31,31,0.13,13.48%
Vertical Resolution,2010_EML,31,31,0.13,13.48%
Westernmost Longitude,2010_EML,174,174,0.76,75.65%
