Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,VCR_2005_EML,994.0,994.0,1.0,1.0
Resource Identifier,VCR_2005_EML,994.0,994.0,1.0,1.0
Resource Title,VCR_2005_EML,994.0,994.0,1.0,1.0
Author / Originator,VCR_2005_EML,1701.0,994.0,1.71,1.0
Metadata Contact,VCR_2005_EML,994.0,994.0,1.0,1.0
Contributor Name,VCR_2005_EML,0.0,0.0,0.0,0.0
Publisher,VCR_2005_EML,994.0,994.0,1.0,1.0
Publication Date,VCR_2005_EML,990.0,990.0,1.0,0.9959758551307848
Resource Contact,VCR_2005_EML,2525.0,994.0,2.54,1.0
Abstract,VCR_2005_EML,554.0,554.0,0.56,0.5573440643863179
Keyword,VCR_2005_EML,4928.0,994.0,4.96,1.0
Resource Distribution,VCR_2005_EML,192.0,192.0,0.19,0.193158953722334
Spatial Extent,VCR_2005_EML,2641.0,994.0,2.66,1.0
Taxonomic Extent,VCR_2005_EML,0.0,0.0,0.0,0.0
Temporal Extent,VCR_2005_EML,949.0,949.0,0.95,0.954728370221328
Maintenance,VCR_2005_EML,994.0,994.0,1.0,1.0
Resource Use Constraints,VCR_2005_EML,994.0,994.0,1.0,1.0
Process Step,VCR_2005_EML,580.0,580.0,0.58,0.5835010060362174
Project Description,VCR_2005_EML,715.0,715.0,0.72,0.7193158953722334
Entity Type Definition,VCR_2005_EML,875.0,875.0,0.88,0.8802816901408451
Attribute Definition,VCR_2005_EML,9943.0,875.0,10.0,0.8802816901408451
Resource Access Constraints,VCR_2005_EML,802.0,802.0,0.81,0.806841046277666
Resource Format,VCR_2005_EML,875.0,875.0,0.88,0.8802816901408451
Attribute List,VCR_2005_EML,875.0,875.0,0.88,0.8802816901408451
Attribute Constraints,VCR_2005_EML,0.0,0.0,0.0,0.0
Resource Quality Description,VCR_2005_EML,0.0,0.0,0.0,0.0
