Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,VCR_2009_EML,132.0,132.0,1.0,1.0
Resource Identifier,VCR_2009_EML,132.0,132.0,1.0,1.0
Resource Title,VCR_2009_EML,132.0,132.0,1.0,1.0
Author / Originator,VCR_2009_EML,258.0,132.0,1.95,1.0
Metadata Contact,VCR_2009_EML,132.0,132.0,1.0,1.0
Contributor Name,VCR_2009_EML,0.0,0.0,0.0,0.0
Publisher,VCR_2009_EML,132.0,132.0,1.0,1.0
Publication Date,VCR_2009_EML,82.0,82.0,0.62,0.6212121212121212
Resource Contact,VCR_2009_EML,292.0,132.0,2.21,1.0
Abstract,VCR_2009_EML,113.0,113.0,0.86,0.8560606060606061
Keyword,VCR_2009_EML,594.0,132.0,4.5,1.0
Resource Distribution,VCR_2009_EML,5.0,5.0,0.04,0.03787878787878788
Spatial Extent,VCR_2009_EML,675.0,132.0,5.11,1.0
Taxonomic Extent,VCR_2009_EML,0.0,0.0,0.0,0.0
Temporal Extent,VCR_2009_EML,128.0,128.0,0.97,0.9696969696969696
Maintenance,VCR_2009_EML,132.0,132.0,1.0,1.0
Resource Use Constraints,VCR_2009_EML,132.0,132.0,1.0,1.0
Process Step,VCR_2009_EML,77.0,77.0,0.58,0.5833333333333334
Project Description,VCR_2009_EML,60.0,60.0,0.45,0.4545454545454545
Entity Type Definition,VCR_2009_EML,105.0,105.0,0.8,0.7954545454545454
Attribute Definition,VCR_2009_EML,1657.0,105.0,12.55,0.7954545454545454
Resource Access Constraints,VCR_2009_EML,127.0,127.0,0.96,0.9621212121212122
Resource Format,VCR_2009_EML,105.0,105.0,0.8,0.7954545454545454
Attribute List,VCR_2009_EML,105.0,105.0,0.8,0.7954545454545454
Attribute Constraints,VCR_2009_EML,0.0,0.0,0.0,0.0
Resource Quality Description,VCR_2009_EML,0.0,0.0,0.0,0.0
