Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2014_EML,30,30,1.00,100.00%
Abstract,2014_EML,30,30,1.00,100.00%
Attribute Definition,2014_EML,39,5,1.30,16.67%
Attribute List,2014_EML,5,5,0.17,16.67%
Author,2014_EML,52,30,1.73,100.00%
Author / Originator,2014_EML,52,30,1.73,100.00%
Author / Originator World Wide Web Address,2014_EML,31,23,1.03,76.67%
Bounding Box,2014_EML,32,30,1.07,100.00%
Distribution Format,2014_EML,5,5,0.17,16.67%
Easternmost Longitude,2014_EML,32,30,1.07,100.00%
End Time,2014_EML,13,13,0.43,43.33%
Entity Type Definition,2014_EML,5,5,0.17,16.67%
Entity and Attribute Information,2014_EML,5,5,0.17,16.67%
Keyword,2014_EML,176,30,5.87,100.00%
Keyword Type,2014_EML,30,30,1.00,100.00%
Keyword Vocabulary,2014_EML,18,15,0.60,50.00%
Maintenance,2014_EML,30,30,1.00,100.00%
Metadata Access Constraints,2014_EML,30,30,1.00,100.00%
Metadata Contact,2014_EML,30,30,1.00,100.00%
Metadata Use Constraints,2014_EML,30,30,1.00,100.00%
Northernmost Latitude,2014_EML,32,30,1.07,100.00%
Organization Name,2014_EML,60,30,2.00,100.00%
Parent Identifier,2014_EML,3,3,0.10,10.00%
Process Step,2014_EML,28,28,0.93,93.33%
Project Description,2014_EML,3,3,0.10,10.00%
Project Name,2014_EML,31,23,1.03,76.67%
Publication Date,2014_EML,30,30,1.00,100.00%
Publisher,2014_EML,30,30,1.00,100.00%
Related Resource Citation,2014_EML,3,3,0.10,10.00%
Related Resource Identifier,2014_EML,3,3,0.10,10.00%
Resource Access Constraints,2014_EML,30,30,1.00,100.00%
Resource Contact,2014_EML,87,30,2.90,100.00%
Resource Creation/Revision Date,2014_EML,30,30,1.00,100.00%
Resource Format,2014_EML,5,5,0.17,16.67%
Resource Identifier,2014_EML,30,30,1.00,100.00%
Resource Identifier Type,2014_EML,30,30,1.00,100.00%
Resource Lineage,2014_EML,28,28,0.93,93.33%
Resource Long Name,2014_EML,30,30,1.00,100.00%
Resource Status,2014_EML,30,30,1.00,100.00%
Resource Title,2014_EML,30,30,1.00,100.00%
Resource Update Frequency,2014_EML,30,30,1.00,100.00%
Resource Use Constraints,2014_EML,30,30,1.00,100.00%
Rights,2014_EML,30,30,1.00,100.00%
Security Constraints,2014_EML,30,30,1.00,100.00%
Southernmost Latitude,2014_EML,32,30,1.07,100.00%
Spatial Extent,2014_EML,71,30,2.37,100.00%
Start Time,2014_EML,13,13,0.43,43.33%
Supplemental Information,2014_EML,15,15,0.50,50.00%
Temporal Extent,2014_EML,30,30,1.00,100.00%
Unknown,2014_EML,8281,30,276.03,100.00%
Vertical Maximum,2014_EML,16,16,0.53,53.33%
Vertical Minimum,2014_EML,16,16,0.53,53.33%
Vertical Resolution,2014_EML,16,16,0.53,53.33%
Westernmost Longitude,2014_EML,32,30,1.07,100.00%
