Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2011_EML,12,12,1.00,100.00%
Abstract,2011_EML,12,12,1.00,100.00%
Attribute Definition,2011_EML,96,6,8.00,50.00%
Attribute List,2011_EML,6,6,0.50,50.00%
Author,2011_EML,14,12,1.17,100.00%
Author / Originator,2011_EML,14,12,1.17,100.00%
Author / Originator Email Address,2011_EML,5,5,0.42,41.67%
Author / Originator World Wide Web Address,2011_EML,8,7,0.67,58.33%
Bounding Box,2011_EML,12,12,1.00,100.00%
Distribution Format,2011_EML,6,6,0.50,50.00%
Easternmost Longitude,2011_EML,12,12,1.00,100.00%
End Time,2011_EML,6,6,0.50,50.00%
Entity Type Definition,2011_EML,6,6,0.50,50.00%
Entity and Attribute Information,2011_EML,6,6,0.50,50.00%
Keyword,2011_EML,42,12,3.50,100.00%
Keyword Type,2011_EML,12,12,1.00,100.00%
Keyword Vocabulary,2011_EML,16,11,1.33,91.67%
Maintenance,2011_EML,12,12,1.00,100.00%
Metadata Access Constraints,2011_EML,12,12,1.00,100.00%
Metadata Contact,2011_EML,12,12,1.00,100.00%
Metadata Use Constraints,2011_EML,12,12,1.00,100.00%
Northernmost Latitude,2011_EML,12,12,1.00,100.00%
Organization Name,2011_EML,29,12,2.42,100.00%
Originating Organization,2011_EML,5,5,0.42,41.67%
Parent Identifier,2011_EML,6,6,0.50,50.00%
Project Description,2011_EML,6,6,0.50,50.00%
Project Name,2011_EML,8,7,0.67,58.33%
Publication Date,2011_EML,12,12,1.00,100.00%
Publisher,2011_EML,12,12,1.00,100.00%
Related Resource Citation,2011_EML,6,6,0.50,50.00%
Related Resource Identifier,2011_EML,6,6,0.50,50.00%
Resource Access Constraints,2011_EML,12,12,1.00,100.00%
Resource Contact,2011_EML,19,12,1.58,100.00%
Resource Creation/Revision Date,2011_EML,12,12,1.00,100.00%
Resource Format,2011_EML,6,6,0.50,50.00%
Resource Identifier,2011_EML,12,12,1.00,100.00%
Resource Identifier Type,2011_EML,12,12,1.00,100.00%
Resource Long Name,2011_EML,12,12,1.00,100.00%
Resource Status,2011_EML,12,12,1.00,100.00%
Resource Title,2011_EML,12,12,1.00,100.00%
Resource Update Frequency,2011_EML,12,12,1.00,100.00%
Resource Use Constraints,2011_EML,12,12,1.00,100.00%
Rights,2011_EML,12,12,1.00,100.00%
Security Constraints,2011_EML,12,12,1.00,100.00%
Southernmost Latitude,2011_EML,12,12,1.00,100.00%
Spatial Extent,2011_EML,12,12,1.00,100.00%
Start Time,2011_EML,6,6,0.50,50.00%
Supplemental Information,2011_EML,6,6,0.50,50.00%
Temporal Extent,2011_EML,12,12,1.00,100.00%
Unknown,2011_EML,1740,12,145.00,100.00%
Vertical Maximum,2011_EML,6,6,0.50,50.00%
Vertical Minimum,2011_EML,6,6,0.50,50.00%
Vertical Resolution,2011_EML,6,6,0.50,50.00%
Westernmost Longitude,2011_EML,12,12,1.00,100.00%
