Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2010_EML,6,6,1.00,100.00%
Abstract,2010_EML,6,6,1.00,100.00%
Author,2010_EML,60,6,10.00,100.00%
Author / Originator,2010_EML,60,6,10.00,100.00%
Author / Originator World Wide Web Address,2010_EML,30,6,5.00,100.00%
Bounding Box,2010_EML,12,6,2.00,100.00%
Easternmost Longitude,2010_EML,12,6,2.00,100.00%
Keyword,2010_EML,24,6,4.00,100.00%
Keyword Type,2010_EML,6,6,1.00,100.00%
Keyword Vocabulary,2010_EML,5,5,0.83,83.33%
Maintenance,2010_EML,6,6,1.00,100.00%
Metadata Access Constraints,2010_EML,6,6,1.00,100.00%
Metadata Contact,2010_EML,6,6,1.00,100.00%
Metadata Use Constraints,2010_EML,6,6,1.00,100.00%
Northernmost Latitude,2010_EML,12,6,2.00,100.00%
Organization Name,2010_EML,12,6,2.00,100.00%
Process Step,2010_EML,6,6,1.00,100.00%
Project Name,2010_EML,30,6,5.00,100.00%
Publication Date,2010_EML,3,3,0.50,50.00%
Publisher,2010_EML,6,6,1.00,100.00%
Resource Access Constraints,2010_EML,6,6,1.00,100.00%
Resource Contact,2010_EML,12,6,2.00,100.00%
Resource Creation/Revision Date,2010_EML,3,3,0.50,50.00%
Resource Identifier,2010_EML,6,6,1.00,100.00%
Resource Identifier Type,2010_EML,6,6,1.00,100.00%
Resource Lineage,2010_EML,6,6,1.00,100.00%
Resource Long Name,2010_EML,6,6,1.00,100.00%
Resource Status,2010_EML,6,6,1.00,100.00%
Resource Title,2010_EML,6,6,1.00,100.00%
Resource Update Frequency,2010_EML,6,6,1.00,100.00%
Resource Use Constraints,2010_EML,6,6,1.00,100.00%
Rights,2010_EML,6,6,1.00,100.00%
Security Constraints,2010_EML,6,6,1.00,100.00%
Southernmost Latitude,2010_EML,12,6,2.00,100.00%
Spatial Extent,2010_EML,12,6,2.00,100.00%
Supplemental Information,2010_EML,6,6,1.00,100.00%
Temporal Extent,2010_EML,3,3,0.50,50.00%
Unknown,2010_EML,956,6,159.33,100.00%
Vertical Maximum,2010_EML,6,6,1.00,100.00%
Vertical Minimum,2010_EML,6,6,1.00,100.00%
Vertical Resolution,2010_EML,6,6,1.00,100.00%
Westernmost Longitude,2010_EML,12,6,2.00,100.00%
