Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,VCR_2017_EML,54.0,54.0,1.0,1.0
Resource Identifier,VCR_2017_EML,54.0,54.0,1.0,1.0
Resource Title,VCR_2017_EML,54.0,54.0,1.0,1.0
Author / Originator,VCR_2017_EML,101.0,54.0,1.87,1.0
Metadata Contact,VCR_2017_EML,54.0,54.0,1.0,1.0
Contributor Name,VCR_2017_EML,0.0,0.0,0.0,0.0
Publisher,VCR_2017_EML,54.0,54.0,1.0,1.0
Publication Date,VCR_2017_EML,54.0,54.0,1.0,1.0
Resource Contact,VCR_2017_EML,134.0,54.0,2.48,1.0
Abstract,VCR_2017_EML,33.0,33.0,0.61,0.6111111111111112
Keyword,VCR_2017_EML,281.0,54.0,5.2,1.0
Resource Distribution,VCR_2017_EML,0.0,0.0,0.0,0.0
Spatial Extent,VCR_2017_EML,137.0,54.0,2.54,1.0
Taxonomic Extent,VCR_2017_EML,10.0,10.0,0.19,0.1851851851851852
Temporal Extent,VCR_2017_EML,54.0,54.0,1.0,1.0
Maintenance,VCR_2017_EML,54.0,54.0,1.0,1.0
Resource Use Constraints,VCR_2017_EML,54.0,54.0,1.0,1.0
Process Step,VCR_2017_EML,34.0,34.0,0.63,0.6296296296296297
Project Description,VCR_2017_EML,30.0,30.0,0.56,0.5555555555555556
Entity Type Definition,VCR_2017_EML,52.0,52.0,0.96,0.9629629629629628
Attribute Definition,VCR_2017_EML,774.0,52.0,14.33,0.9629629629629628
Resource Access Constraints,VCR_2017_EML,54.0,54.0,1.0,1.0
Resource Format,VCR_2017_EML,52.0,52.0,0.96,0.9629629629629628
Attribute List,VCR_2017_EML,52.0,52.0,0.96,0.9629629629629628
Attribute Constraints,VCR_2017_EML,0.0,0.0,0.0,0.0
Resource Quality Description,VCR_2017_EML,0.0,0.0,0.0,0.0
