Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,VCR_2013_EML,7.0,7.0,1.0,1.0
Resource Identifier,VCR_2013_EML,7.0,7.0,1.0,1.0
Resource Title,VCR_2013_EML,7.0,7.0,1.0,1.0
Author / Originator,VCR_2013_EML,18.0,7.0,2.57,1.0
Metadata Contact,VCR_2013_EML,7.0,7.0,1.0,1.0
Contributor Name,VCR_2013_EML,0.0,0.0,0.0,0.0
Publisher,VCR_2013_EML,7.0,7.0,1.0,1.0
Publication Date,VCR_2013_EML,6.0,6.0,0.86,0.8571428571428571
Resource Contact,VCR_2013_EML,15.0,7.0,2.14,1.0
Abstract,VCR_2013_EML,7.0,7.0,1.0,1.0
Keyword,VCR_2013_EML,41.0,7.0,5.86,1.0
Resource Distribution,VCR_2013_EML,0.0,0.0,0.0,0.0
Spatial Extent,VCR_2013_EML,28.0,7.0,4.0,1.0
Taxonomic Extent,VCR_2013_EML,0.0,0.0,0.0,0.0
Temporal Extent,VCR_2013_EML,7.0,7.0,1.0,1.0
Maintenance,VCR_2013_EML,7.0,7.0,1.0,1.0
Resource Use Constraints,VCR_2013_EML,7.0,7.0,1.0,1.0
Process Step,VCR_2013_EML,3.0,3.0,0.43,0.42857142857142855
Project Description,VCR_2013_EML,1.0,1.0,0.14,0.14285714285714285
Entity Type Definition,VCR_2013_EML,1.0,1.0,0.14,0.14285714285714285
Attribute Definition,VCR_2013_EML,7.0,1.0,1.0,0.14285714285714285
Resource Access Constraints,VCR_2013_EML,7.0,7.0,1.0,1.0
Resource Format,VCR_2013_EML,1.0,1.0,0.14,0.14285714285714285
Attribute List,VCR_2013_EML,1.0,1.0,0.14,0.14285714285714285
Attribute Constraints,VCR_2013_EML,0.0,0.0,0.0,0.0
Resource Quality Description,VCR_2013_EML,0.0,0.0,0.0,0.0
