Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2006_EML,50,50,1.00,100.00%
Abstract,2006_EML,40,40,0.80,80.00%
Attribute Definition,2006_EML,455,33,9.10,66.00%
Attribute List,2006_EML,33,33,0.66,66.00%
Author,2006_EML,82,45,1.64,90.00%
Author / Originator,2006_EML,82,45,1.64,90.00%
Author / Originator Email Address,2006_EML,1,1,0.02,2.00%
Author / Originator World Wide Web Address,2006_EML,72,44,1.44,88.00%
Bounding Box,2006_EML,55,45,1.10,90.00%
Distribution Format,2006_EML,33,33,0.66,66.00%
Easternmost Longitude,2006_EML,55,45,1.10,90.00%
End Time,2006_EML,36,36,0.72,72.00%
Entity Type Definition,2006_EML,33,33,0.66,66.00%
Entity and Attribute Information,2006_EML,33,33,0.66,66.00%
Keyword,2006_EML,204,45,4.08,90.00%
Keyword Type,2006_EML,45,45,0.90,90.00%
Keyword Vocabulary,2006_EML,66,33,1.32,66.00%
Maintenance,2006_EML,45,45,0.90,90.00%
Metadata Access Constraints,2006_EML,45,45,0.90,90.00%
Metadata Contact,2006_EML,45,45,0.90,90.00%
Metadata Use Constraints,2006_EML,45,45,0.90,90.00%
Northernmost Latitude,2006_EML,55,45,1.10,90.00%
Organization Name,2006_EML,91,45,1.82,90.00%
Originating Organization,2006_EML,1,1,0.02,2.00%
Parent Identifier,2006_EML,4,4,0.08,8.00%
Process Step,2006_EML,22,22,0.44,44.00%
Project Description,2006_EML,5,5,0.10,10.00%
Project Name,2006_EML,72,44,1.44,88.00%
Publication Date,2006_EML,37,37,0.74,74.00%
Publisher,2006_EML,45,45,0.90,90.00%
Related Resource Citation,2006_EML,5,5,0.10,10.00%
Related Resource Identifier,2006_EML,4,4,0.08,8.00%
Resource Access Constraints,2006_EML,45,45,0.90,90.00%
Resource Contact,2006_EML,94,45,1.88,90.00%
Resource Creation/Revision Date,2006_EML,37,37,0.74,74.00%
Resource Format,2006_EML,33,33,0.66,66.00%
Resource Identifier,2006_EML,45,45,0.90,90.00%
Resource Identifier Type,2006_EML,45,45,0.90,90.00%
Resource Lineage,2006_EML,22,22,0.44,44.00%
Resource Long Name,2006_EML,45,45,0.90,90.00%
Resource Status,2006_EML,45,45,0.90,90.00%
Resource Title,2006_EML,45,45,0.90,90.00%
Resource Update Frequency,2006_EML,45,45,0.90,90.00%
Resource Use Constraints,2006_EML,45,45,0.90,90.00%
Rights,2006_EML,45,45,0.90,90.00%
Security Constraints,2006_EML,45,45,0.90,90.00%
Southernmost Latitude,2006_EML,55,45,1.10,90.00%
Spatial Extent,2006_EML,55,45,1.10,90.00%
Start Time,2006_EML,36,36,0.72,72.00%
Supplemental Information,2006_EML,24,24,0.48,48.00%
Temporal Extent,2006_EML,45,45,0.90,90.00%
Unknown,2006_EML,9222,50,184.44,100.00%
Vertical Maximum,2006_EML,18,18,0.36,36.00%
Vertical Minimum,2006_EML,18,18,0.36,36.00%
Vertical Resolution,2006_EML,18,18,0.36,36.00%
Westernmost Longitude,2006_EML,55,45,1.10,90.00%
