Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2008_EML,20,20,1.00,100.00%
Abstract,2008_EML,15,15,0.75,75.00%
Attribute Definition,2008_EML,203,13,10.15,65.00%
Attribute List,2008_EML,13,13,0.65,65.00%
Author,2008_EML,38,17,1.90,85.00%
Author / Originator,2008_EML,38,17,1.90,85.00%
Author / Originator World Wide Web Address,2008_EML,37,17,1.85,85.00%
Bounding Box,2008_EML,137,17,6.85,85.00%
Distribution Format,2008_EML,13,13,0.65,65.00%
Easternmost Longitude,2008_EML,137,17,6.85,85.00%
End Time,2008_EML,15,15,0.75,75.00%
Entity Type Definition,2008_EML,13,13,0.65,65.00%
Entity and Attribute Information,2008_EML,13,13,0.65,65.00%
Keyword,2008_EML,104,17,5.20,85.00%
Keyword Type,2008_EML,17,17,0.85,85.00%
Keyword Vocabulary,2008_EML,34,17,1.70,85.00%
Maintenance,2008_EML,17,17,0.85,85.00%
Metadata Access Constraints,2008_EML,17,17,0.85,85.00%
Metadata Contact,2008_EML,17,17,0.85,85.00%
Metadata Use Constraints,2008_EML,17,17,0.85,85.00%
Northernmost Latitude,2008_EML,131,17,6.55,85.00%
Organization Name,2008_EML,34,17,1.70,85.00%
Parent Identifier,2008_EML,11,11,0.55,55.00%
Process Step,2008_EML,6,6,0.30,30.00%
Project Description,2008_EML,12,12,0.60,60.00%
Project Name,2008_EML,37,17,1.85,85.00%
Publication Date,2008_EML,17,17,0.85,85.00%
Publisher,2008_EML,17,17,0.85,85.00%
Related Resource Citation,2008_EML,12,12,0.60,60.00%
Related Resource Identifier,2008_EML,11,11,0.55,55.00%
Resource Access Constraints,2008_EML,17,17,0.85,85.00%
Resource Contact,2008_EML,48,17,2.40,85.00%
Resource Creation/Revision Date,2008_EML,17,17,0.85,85.00%
Resource Format,2008_EML,13,13,0.65,65.00%
Resource Identifier,2008_EML,17,17,0.85,85.00%
Resource Identifier Type,2008_EML,17,17,0.85,85.00%
Resource Lineage,2008_EML,6,6,0.30,30.00%
Resource Long Name,2008_EML,17,17,0.85,85.00%
Resource Status,2008_EML,17,17,0.85,85.00%
Resource Title,2008_EML,17,17,0.85,85.00%
Resource Update Frequency,2008_EML,17,17,0.85,85.00%
Resource Use Constraints,2008_EML,17,17,0.85,85.00%
Rights,2008_EML,17,17,0.85,85.00%
Security Constraints,2008_EML,17,17,0.85,85.00%
Southernmost Latitude,2008_EML,137,17,6.85,85.00%
Spatial Extent,2008_EML,161,17,8.05,85.00%
Start Time,2008_EML,15,15,0.75,75.00%
Supplemental Information,2008_EML,11,11,0.55,55.00%
Temporal Extent,2008_EML,17,17,0.85,85.00%
Unknown,2008_EML,4784,20,239.20,100.00%
Vertical Maximum,2008_EML,6,6,0.30,30.00%
Vertical Minimum,2008_EML,6,6,0.30,30.00%
Vertical Resolution,2008_EML,6,6,0.30,30.00%
Westernmost Longitude,2008_EML,125,17,6.25,85.00%
