Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,SBC_2006_EML,45.0,45.0,1.0,1.0
Resource Identifier,SBC_2006_EML,45.0,45.0,1.0,1.0
Resource Title,SBC_2006_EML,45.0,45.0,1.0,1.0
Author / Originator,SBC_2006_EML,141.0,45.0,3.13,1.0
Metadata Contact,SBC_2006_EML,0.0,0.0,0.0,0.0
Contributor Name,SBC_2006_EML,75.0,37.0,1.67,0.8222222222222222
Publisher,SBC_2006_EML,34.0,34.0,0.76,0.7555555555555555
Publication Date,SBC_2006_EML,31.0,31.0,0.69,0.6888888888888889
Resource Contact,SBC_2006_EML,45.0,45.0,1.0,1.0
Abstract,SBC_2006_EML,45.0,45.0,1.0,1.0
Keyword,SBC_2006_EML,824.0,45.0,18.31,1.0
Resource Distribution,SBC_2006_EML,47.0,36.0,1.04,0.8
Spatial Extent,SBC_2006_EML,194.0,45.0,4.31,1.0
Taxonomic Extent,SBC_2006_EML,7.0,7.0,0.16,0.15555555555555556
Temporal Extent,SBC_2006_EML,45.0,45.0,1.0,1.0
Maintenance,SBC_2006_EML,32.0,32.0,0.71,0.7111111111111111
Resource Use Constraints,SBC_2006_EML,45.0,45.0,1.0,1.0
Process Step,SBC_2006_EML,38.0,38.0,0.84,0.8444444444444444
Project Description,SBC_2006_EML,45.0,45.0,1.0,1.0
Entity Type Definition,SBC_2006_EML,78.0,44.0,1.73,0.9777777777777776
Attribute Definition,SBC_2006_EML,3826.0,45.0,85.02,1.0
Resource Access Constraints,SBC_2006_EML,12.0,12.0,0.27,0.26666666666666666
Resource Format,SBC_2006_EML,79.0,45.0,1.76,1.0
Attribute List,SBC_2006_EML,79.0,45.0,1.76,1.0
Attribute Constraints,SBC_2006_EML,0.0,0.0,0.0,0.0
Resource Quality Description,SBC_2006_EML,0.0,0.0,0.0,0.0
