Collection,Record,Abstract,Attribute Constraints,Attribute Definition,Attribute List,Author,Author / Originator,Author / Originator Email Address,Author / Originator Identifier,Author / Originator Identifier Type,Author / Originator World Wide Web Address,Bounding Box,Contributor Name,Contributor Role,Distribution Format,Easternmost Longitude,End Time,Entity Type Definition,Entity and Attribute Information,Instrument,Keyword,Keyword Type,Keyword Vocabulary,Metadata Access Constraints,Metadata Use Constraints,Northernmost Latitude,Organization Name,Originating Organization,Parent Identifier,Place Keyword,Process Step,Project Description,Project Name,Publication Date,Publisher,Related Resource Citation,Related Resource Identifier,Resource Access Constraints,Resource Contact,Resource Creation/Revision Date,Resource Distribution,Resource Format,Resource Identifier,Resource Identifier Type,Resource Language,Resource Lineage,Resource Long Name,Resource Status,Resource Title,Resource Use Constraints,Resource on-line Link,Responsible Party Identifier,Rights,Security Constraints,Southernmost Latitude,Spatial Extent,Start Time,Taxonomic Extent,Temporal Extent,Unknown,Vertical Maximum,Vertical Minimum,Vertical Resolution,Westernmost Longitude
2012,54.6.xml,1.0,0.0,4.0,1.0,5.0,5.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,28.0,28.0,1.0,25.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,0.0,10.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,422.0,0.0,0.0,0.0,1.0
2012,56.1.xml,1.0,0.0,8.0,1.0,7.0,7.0,1.0,7.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,38.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,9.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0,1.0
2012,56.2.xml,1.0,0.0,8.0,1.0,7.0,7.0,0.0,7.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,38.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,0.0,9.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,1.0
2012,56.3.xml,1.0,0.0,8.0,1.0,7.0,7.0,0.0,7.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,38.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,0.0,9.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,1.0
2012,57.3.xml,1.0,0.0,17.0,2.0,4.0,4.0,1.0,3.0,1.0,3.0,4.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,0.0,47.0,3.0,6.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,300.0,0.0,0.0,0.0,4.0
2012,57.4.xml,1.0,0.0,17.0,2.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,0.0,47.0,3.0,6.0,1.0,1.0,4.0,2.0,1.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,260.0,0.0,0.0,0.0,4.0
2012,57.5.xml,1.0,0.0,17.0,2.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,0.0,47.0,3.0,6.0,1.0,1.0,4.0,2.0,1.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,260.0,0.0,0.0,0.0,4.0
2012,58.3.xml,1.0,0.0,18.0,1.0,5.0,5.0,1.0,5.0,1.0,4.0,4.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,44.0,3.0,6.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,302.0,0.0,0.0,0.0,4.0
2012,58.4.xml,1.0,0.0,18.0,1.0,5.0,5.0,1.0,5.0,1.0,4.0,4.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,44.0,3.0,6.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,301.0,0.0,0.0,0.0,4.0
2012,58.5.xml,1.0,0.0,18.0,1.0,5.0,5.0,1.0,5.0,1.0,4.0,5.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,44.0,3.0,6.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,303.0,0.0,0.0,0.0,5.0
2012,58.6.xml,1.0,0.0,18.0,1.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,44.0,3.0,6.0,1.0,1.0,5.0,2.0,1.0,0.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,264.0,0.0,0.0,0.0,5.0
2012,58.7.xml,1.0,0.0,18.0,1.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,44.0,3.0,6.0,1.0,1.0,5.0,2.0,1.0,0.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,264.0,0.0,0.0,0.0,5.0
2012,60.2.xml,1.0,1.0,10.0,1.0,4.0,4.0,1.0,4.0,2.0,3.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,0.0,25.0,3.0,7.0,1.0,1.0,11.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0,11.0,1.0,1.0,1.0,311.0,1.0,1.0,1.0,11.0
2012,60.3.xml,1.0,1.0,10.0,1.0,4.0,4.0,1.0,4.0,2.0,3.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,0.0,25.0,3.0,7.0,1.0,1.0,11.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0,11.0,1.0,1.0,1.0,311.0,1.0,1.0,1.0,11.0
2012,60.4.xml,1.0,0.0,10.0,1.0,4.0,4.0,0.0,4.0,0.0,4.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,0.0,25.0,3.0,7.0,1.0,1.0,11.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0,11.0,1.0,1.0,1.0,270.0,1.0,1.0,1.0,11.0
2012,60.5.xml,1.0,0.0,10.0,1.0,4.0,4.0,0.0,4.0,0.0,4.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,0.0,25.0,3.0,7.0,1.0,1.0,11.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0,11.0,1.0,1.0,1.0,270.0,1.0,1.0,1.0,11.0
2012,61.1.xml,1.0,0.0,10.0,2.0,4.0,4.0,1.0,4.0,1.0,3.0,11.0,0.0,0.0,2.0,11.0,1.0,2.0,2.0,0.0,34.0,3.0,5.0,1.0,1.0,10.0,2.0,1.0,1.0,11.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10.0,11.0,1.0,0.0,1.0,231.0,0.0,0.0,0.0,11.0
2012,61.2.xml,1.0,0.0,10.0,2.0,4.0,4.0,0.0,4.0,0.0,3.0,11.0,0.0,0.0,2.0,11.0,1.0,2.0,2.0,0.0,34.0,3.0,5.0,1.0,1.0,11.0,2.0,1.0,0.0,11.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0,11.0,1.0,0.0,1.0,208.0,0.0,0.0,0.0,11.0
2012,61.3.xml,1.0,0.0,10.0,2.0,4.0,4.0,0.0,4.0,0.0,4.0,11.0,0.0,0.0,2.0,11.0,1.0,2.0,2.0,0.0,34.0,3.0,5.0,1.0,1.0,11.0,2.0,1.0,0.0,11.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0,11.0,1.0,0.0,1.0,208.0,0.0,0.0,0.0,11.0
2012,61.4.xml,1.0,0.0,10.0,2.0,4.0,4.0,0.0,4.0,0.0,4.0,11.0,0.0,0.0,2.0,11.0,1.0,2.0,2.0,0.0,34.0,3.0,5.0,1.0,1.0,11.0,2.0,1.0,0.0,11.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0,11.0,1.0,0.0,1.0,208.0,0.0,0.0,0.0,11.0
