Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2006_EML,62,62,1.00,100.00%
Abstract,2006_EML,12,12,0.19,19.35%
Attribute Definition,2006_EML,784,12,12.65,19.35%
Attribute List,2006_EML,20,12,0.32,19.35%
Author,2006_EML,39,12,0.63,19.35%
Author / Originator,2006_EML,39,12,0.63,19.35%
Author / Originator Email Address,2006_EML,6,6,0.10,9.68%
Author / Originator Identifier,2006_EML,35,12,0.56,19.35%
Author / Originator Identifier Type,2006_EML,6,6,0.10,9.68%
Author / Originator World Wide Web Address,2006_EML,32,12,0.52,19.35%
Bounding Box,2006_EML,50,12,0.81,19.35%
Contributor Name,2006_EML,19,9,0.31,14.52%
Contributor Role,2006_EML,10,9,0.16,14.52%
Distribution Format,2006_EML,12,12,0.19,19.35%
Easternmost Longitude,2006_EML,50,12,0.81,19.35%
End Time,2006_EML,12,12,0.19,19.35%
Entity Type Definition,2006_EML,20,12,0.32,19.35%
Entity and Attribute Information,2006_EML,20,12,0.32,19.35%
Instrument,2006_EML,52,9,0.84,14.52%
Keyword,2006_EML,289,12,4.66,19.35%
Keyword Type,2006_EML,26,12,0.42,19.35%
Keyword Vocabulary,2006_EML,68,12,1.10,19.35%
Maintenance,2006_EML,6,6,0.10,9.68%
Metadata Access Constraints,2006_EML,12,12,0.19,19.35%
Metadata Modified Date,2006_EML,6,6,0.10,9.68%
Metadata Use Constraints,2006_EML,12,12,0.19,19.35%
Northernmost Latitude,2006_EML,48,12,0.77,19.35%
Organization Name,2006_EML,28,12,0.45,19.35%
Originating Organization,2006_EML,12,12,0.19,19.35%
Parent Identifier,2006_EML,6,6,0.10,9.68%
Place Keyword,2006_EML,23,11,0.37,17.74%
Process Step,2006_EML,12,12,0.19,19.35%
Project Description,2006_EML,12,12,0.19,19.35%
Project Name,2006_EML,32,12,0.52,19.35%
Publication Date,2006_EML,12,12,0.19,19.35%
Publisher,2006_EML,12,12,0.19,19.35%
Related Resource Citation,2006_EML,12,12,0.19,19.35%
Related Resource Identifier,2006_EML,6,6,0.10,9.68%
Resource Access Constraints,2006_EML,12,12,0.19,19.35%
Resource Contact,2006_EML,12,12,0.19,19.35%
Resource Creation/Revision Date,2006_EML,18,12,0.29,19.35%
Resource Distribution,2006_EML,12,12,0.19,19.35%
Resource Format,2006_EML,12,12,0.19,19.35%
Resource Identifier,2006_EML,12,12,0.19,19.35%
Resource Identifier Type,2006_EML,12,12,0.19,19.35%
Resource Language,2006_EML,6,6,0.10,9.68%
Resource Lineage,2006_EML,12,12,0.19,19.35%
Resource Long Name,2006_EML,12,12,0.19,19.35%
Resource Revision Date,2006_EML,6,6,0.10,9.68%
Resource Status,2006_EML,12,12,0.19,19.35%
Resource Title,2006_EML,12,12,0.19,19.35%
Resource Use Constraints,2006_EML,12,12,0.19,19.35%
Resource on-line Link,2006_EML,12,12,0.19,19.35%
Responsible Party Identifier,2006_EML,11,5,0.18,8.06%
Rights,2006_EML,12,12,0.19,19.35%
Security Constraints,2006_EML,12,12,0.19,19.35%
Southernmost Latitude,2006_EML,48,12,0.77,19.35%
Spatial Extent,2006_EML,50,12,0.81,19.35%
Start Time,2006_EML,12,12,0.19,19.35%
Supplemental Information,2006_EML,2,2,0.03,3.23%
Taxonomic Extent,2006_EML,3,3,0.05,4.84%
Temporal Extent,2006_EML,12,12,0.19,19.35%
Unknown,2006_EML,18929,62,305.31,100.00%
Vertical Maximum,2006_EML,38,9,0.61,14.52%
Vertical Minimum,2006_EML,38,9,0.61,14.52%
Vertical Resolution,2006_EML,9,9,0.15,14.52%
Westernmost Longitude,2006_EML,50,12,0.81,19.35%
