XPath,74.2.xml,77.1.xml
/eml:eml/@packageId,1.0,1.0
/eml:eml/@scope,1.0,1.0
/eml:eml/@system,1.0,1.0
/eml:eml/@xsi:schemaLocation,1.0,1.0
/eml:eml/access,5.0,5.0
/eml:eml/access/@authSystem,1.0,1.0
/eml:eml/access/@order,1.0,1.0
/eml:eml/access/allow/permission,2.0,2.0
/eml:eml/access/allow/principal,2.0,2.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@abbreviation,2.0,2.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@constantToSI,0.0,1.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@id,2.0,3.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@multiplierToSI,2.0,2.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@name,2.0,3.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@parentSI,1.0,1.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@unitType,2.0,2.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/stmml:description,2.0,3.0
/eml:eml/dataset/@id,1.0,1.0
/eml:eml/dataset/abstract,1.0,1.0
/eml:eml/dataset/abstract/para,3.0,0.0
/eml:eml/dataset/abstract/para/emphasis,1.0,0.0
/eml:eml/dataset/abstract/section/para,0.0,2.0
/eml:eml/dataset/alternateIdentifier,1.0,1.0
/eml:eml/dataset/contact,1.0,1.0
/eml:eml/dataset/contact/address/administrativeArea,1.0,1.0
/eml:eml/dataset/contact/address/city,1.0,1.0
/eml:eml/dataset/contact/address/country,1.0,1.0
/eml:eml/dataset/contact/address/deliveryPoint,2.0,2.0
/eml:eml/dataset/contact/address/postalCode,1.0,1.0
/eml:eml/dataset/contact/electronicMailAddress,1.0,1.0
/eml:eml/dataset/contact/onlineUrl,1.0,1.0
/eml:eml/dataset/contact/phone,1.0,1.0
/eml:eml/dataset/contact/phone/@phonetype,1.0,1.0
/eml:eml/dataset/contact/positionName,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage,1.0,14.0
/eml:eml/dataset/coverage/geographicCoverage/@id,1.0,14.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates,1.0,14.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,1.0,14.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,1.0,13.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,1.0,14.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,1.0,14.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,1.0,14.0
/eml:eml/dataset/coverage/taxonomicCoverage,1.0,1.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankName,1.0,1.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankValue,1.0,1.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,1.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,1.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.0,1.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.0,1.0
/eml:eml/dataset/coverage/temporalCoverage,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,1.0,1.0
/eml:eml/dataset/creator,10.0,4.0
/eml:eml/dataset/creator/@id,5.0,2.0
/eml:eml/dataset/creator/address/administrativeArea,1.0,1.0
/eml:eml/dataset/creator/address/city,1.0,1.0
/eml:eml/dataset/creator/address/country,2.0,2.0
/eml:eml/dataset/creator/address/deliveryPoint,3.0,2.0
/eml:eml/dataset/creator/address/postalCode,3.0,2.0
/eml:eml/dataset/creator/electronicMailAddress,10.0,4.0
/eml:eml/dataset/creator/individualName/givenName,7.0,2.0
/eml:eml/dataset/creator/individualName/surName,4.0,1.0
/eml:eml/dataset/creator/organizationName,2.0,2.0
/eml:eml/dataset/creator/phone,4.0,2.0
/eml:eml/dataset/creator/phone/@phonetype,2.0,2.0
/eml:eml/dataset/dataTable/@id,28.0,2.0
/eml:eml/dataset/dataTable/attributeList,1.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/@id,112.0,21.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,4.0,17.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,4.0,15.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,4.0,16.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimePrecision,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,1.0,3.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/@enforced,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,0.0,9.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,0.0,14.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum/@exclusive,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum/@exclusive,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,2.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,2.0,3.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/storageType,2.0,3.0
/eml:eml/dataset/dataTable/attributeList/attribute/storageType/@typeSystem,1.0,1.0
/eml:eml/dataset/dataTable/constraint,28.0,0.0
/eml:eml/dataset/dataTable/constraint/primaryKey/constraintName,1.0,0.0
/eml:eml/dataset/dataTable/constraint/primaryKey/key/attributeReference,84.0,0.0
/eml:eml/dataset/dataTable/entityDescription,56.0,4.0
/eml:eml/dataset/dataTable/entityName,28.0,2.0
/eml:eml/dataset/dataTable/numberOfRecords,28.0,2.0
/eml:eml/dataset/dataTable/physical/compressionMethod,1.0,0.0
/eml:eml/dataset/dataTable/physical/dataFormat,2.0,2.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/collapseDelimiters,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,0.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@authSystem,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@order,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/allow/permission,2.0,2.0
/eml:eml/dataset/dataTable/physical/distribution/access/allow/principal,2.0,2.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,28.0,2.0
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,1.0,1.0
/eml:eml/dataset/dataTable/physical/objectName,28.0,2.0
/eml:eml/dataset/dataTable/physical/size,11.0,0.0
/eml:eml/dataset/dataTable/physical/size/@unit,1.0,0.0
/eml:eml/dataset/distribution,1.0,1.0
/eml:eml/dataset/distribution/online/url,1.0,1.0
/eml:eml/dataset/distribution/online/url/@function,1.0,1.0
/eml:eml/dataset/intellectualRights,2.0,2.0
/eml:eml/dataset/intellectualRights/para/itemizedlist/listitem/para,8.0,8.0
/eml:eml/dataset/keywordSet/keyword,35.0,38.0
/eml:eml/dataset/keywordSet/keyword/@keywordType,2.0,3.0
/eml:eml/dataset/keywordSet/keywordThesaurus,7.0,6.0
/eml:eml/dataset/language,1.0,1.0
/eml:eml/dataset/methods,2.0,2.0
/eml:eml/dataset/methods/methodStep/description/para,0.0,2.0
/eml:eml/dataset/methods/methodStep/description/section/para,1.0,0.0
/eml:eml/dataset/methods/methodStep/instrumentation,1.0,0.0
/eml:eml/dataset/methods/methodStep/protocol/@scope,0.0,1.0
/eml:eml/dataset/methods/methodStep/protocol/creator/individualName/surName,1.0,1.0
/eml:eml/dataset/methods/methodStep/protocol/distribution/online/url,1.0,2.0
/eml:eml/dataset/methods/methodStep/protocol/distribution/online/url/@function,0.0,1.0
/eml:eml/dataset/methods/methodStep/protocol/title,1.0,2.0
/eml:eml/dataset/project,2.0,2.0
/eml:eml/dataset/project/abstract/section/para,1.0,1.0
/eml:eml/dataset/project/abstract/section/para/emphasis,1.0,1.0
/eml:eml/dataset/project/funding/section/para,1.0,1.0
/eml:eml/dataset/project/personnel/address/administrativeArea,1.0,1.0
/eml:eml/dataset/project/personnel/address/city,1.0,1.0
/eml:eml/dataset/project/personnel/address/country,1.0,1.0
/eml:eml/dataset/project/personnel/address/deliveryPoint,5.0,5.0
/eml:eml/dataset/project/personnel/address/postalCode,4.0,4.0
/eml:eml/dataset/project/personnel/electronicMailAddress,4.0,4.0
/eml:eml/dataset/project/personnel/individualName/givenName,4.0,4.0
/eml:eml/dataset/project/personnel/individualName/salutation,1.0,1.0
/eml:eml/dataset/project/personnel/individualName/surName,4.0,4.0
/eml:eml/dataset/project/personnel/phone,4.0,4.0
