Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2005_EML,126,126,1.00,100.00%
Abstract,2005_EML,30,30,0.24,23.81%
Attribute Constraints,2005_EML,1,1,0.01,0.79%
Attribute Definition,2005_EML,579,28,4.60,22.22%
Attribute List,2005_EML,34,28,0.27,22.22%
Author,2005_EML,68,30,0.54,23.81%
Author / Originator,2005_EML,68,30,0.54,23.81%
Author / Originator Email Address,2005_EML,20,19,0.16,15.08%
Author / Originator Identifier,2005_EML,48,27,0.38,21.43%
Author / Originator Identifier Type,2005_EML,16,16,0.13,12.70%
Author / Originator World Wide Web Address,2005_EML,50,30,0.40,23.81%
Bounding Box,2005_EML,295,28,2.34,22.22%
Contributor Name,2005_EML,14,10,0.11,7.94%
Contributor Role,2005_EML,10,10,0.08,7.94%
Distribution Format,2005_EML,29,28,0.23,22.22%
Easternmost Longitude,2005_EML,293,28,2.33,22.22%
End Time,2005_EML,27,27,0.21,21.43%
Entity Type Definition,2005_EML,35,28,0.28,22.22%
Entity and Attribute Information,2005_EML,35,28,0.28,22.22%
Instrument,2005_EML,5,3,0.04,2.38%
Keyword,2005_EML,526,30,4.17,23.81%
Keyword Type,2005_EML,51,30,0.40,23.81%
Keyword Vocabulary,2005_EML,106,29,0.84,23.02%
Maintenance,2005_EML,19,19,0.15,15.08%
Metadata Access Constraints,2005_EML,30,30,0.24,23.81%
Metadata Modified Date,2005_EML,23,19,0.18,15.08%
Metadata Use Constraints,2005_EML,30,30,0.24,23.81%
Northernmost Latitude,2005_EML,281,28,2.23,22.22%
Organization Name,2005_EML,64,30,0.51,23.81%
Originating Organization,2005_EML,30,30,0.24,23.81%
Parent Identifier,2005_EML,17,17,0.13,13.49%
Place Keyword,2005_EML,193,18,1.53,14.29%
Process Step,2005_EML,25,25,0.20,19.84%
Project Description,2005_EML,30,30,0.24,23.81%
Project Name,2005_EML,50,30,0.40,23.81%
Publication Date,2005_EML,27,27,0.21,21.43%
Publisher,2005_EML,28,28,0.22,22.22%
Related Resource Citation,2005_EML,30,30,0.24,23.81%
Related Resource Identifier,2005_EML,17,17,0.13,13.49%
Resource Access Constraints,2005_EML,30,30,0.24,23.81%
Resource Contact,2005_EML,30,30,0.24,23.81%
Resource Creation/Revision Date,2005_EML,50,30,0.40,23.81%
Resource Distribution,2005_EML,34,30,0.27,23.81%
Resource Format,2005_EML,29,28,0.23,22.22%
Resource Identifier,2005_EML,30,30,0.24,23.81%
Resource Identifier Type,2005_EML,30,30,0.24,23.81%
Resource Language,2005_EML,11,11,0.09,8.73%
Resource Lineage,2005_EML,25,25,0.20,19.84%
Resource Long Name,2005_EML,30,30,0.24,23.81%
Resource Revision Date,2005_EML,23,19,0.18,15.08%
Resource Status,2005_EML,30,30,0.24,23.81%
Resource Title,2005_EML,30,30,0.24,23.81%
Resource Use Constraints,2005_EML,30,30,0.24,23.81%
Resource on-line Link,2005_EML,34,30,0.27,23.81%
Responsible Party Identifier,2005_EML,6,4,0.05,3.17%
Rights,2005_EML,30,30,0.24,23.81%
Security Constraints,2005_EML,30,30,0.24,23.81%
Southernmost Latitude,2005_EML,281,28,2.23,22.22%
Spatial Extent,2005_EML,295,28,2.34,22.22%
Start Time,2005_EML,27,27,0.21,21.43%
Taxonomic Extent,2005_EML,3,3,0.02,2.38%
Temporal Extent,2005_EML,27,27,0.21,21.43%
Unknown,2005_EML,25320,126,200.95,100.00%
Vertical Maximum,2005_EML,26,2,0.21,1.59%
Vertical Minimum,2005_EML,26,2,0.21,1.59%
Vertical Resolution,2005_EML,2,2,0.02,1.59%
Westernmost Longitude,2005_EML,293,28,2.33,22.22%
