Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,SBC_2013_EML,9.0,9.0,1.0,1.0
Resource Identifier,SBC_2013_EML,9.0,9.0,1.0,1.0
Resource Title,SBC_2013_EML,9.0,9.0,1.0,1.0
Author / Originator,SBC_2013_EML,28.0,9.0,3.11,1.0
Metadata Contact,SBC_2013_EML,0.0,0.0,0.0,0.0
Contributor Name,SBC_2013_EML,24.0,4.0,2.67,0.4444444444444444
Publisher,SBC_2013_EML,9.0,9.0,1.0,1.0
Publication Date,SBC_2013_EML,9.0,9.0,1.0,1.0
Resource Contact,SBC_2013_EML,13.0,9.0,1.44,1.0
Abstract,SBC_2013_EML,9.0,9.0,1.0,1.0
Keyword,SBC_2013_EML,225.0,9.0,25.0,1.0
Resource Distribution,SBC_2013_EML,5.0,5.0,0.56,0.5555555555555556
Spatial Extent,SBC_2013_EML,67.0,9.0,7.44,1.0
Taxonomic Extent,SBC_2013_EML,5.0,5.0,0.56,0.5555555555555556
Temporal Extent,SBC_2013_EML,9.0,9.0,1.0,1.0
Maintenance,SBC_2013_EML,5.0,5.0,0.56,0.5555555555555556
Resource Use Constraints,SBC_2013_EML,9.0,9.0,1.0,1.0
Process Step,SBC_2013_EML,9.0,9.0,1.0,1.0
Project Description,SBC_2013_EML,9.0,9.0,1.0,1.0
Entity Type Definition,SBC_2013_EML,11.0,5.0,1.22,0.5555555555555556
Attribute Definition,SBC_2013_EML,163.0,5.0,18.11,0.5555555555555556
Resource Access Constraints,SBC_2013_EML,9.0,9.0,1.0,1.0
Resource Format,SBC_2013_EML,11.0,5.0,1.22,0.5555555555555556
Attribute List,SBC_2013_EML,11.0,5.0,1.22,0.5555555555555556
Attribute Constraints,SBC_2013_EML,0.0,0.0,0.0,0.0
Resource Quality Description,SBC_2013_EML,0.0,0.0,0.0,0.0
