XPath,SBC_2005_EML,SBC_2006_EML,SBC_2007_EML,SBC_2008_EML,SBC_2009_EML,SBC_2010_EML,SBC_2011_EML,SBC_2012_EML,SBC_2013_EML,SBC_2014_EML,SBC_2015_EML,SBC_2016_EML,SBC_2017_EML,SBC_2018_EML
/eml:eml/additionalMetadata/unitList/unit/@parentSI,0.41,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@unitType,0.42,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/description,0.42,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/@id,0.13,0.24,0.11,0.2,0.47,0.51,0.53,0.7,0.22,1.0,0.97,1.0,0.19,0.75
/eml:eml/dataset/@scope,0.87,0.87,0.89,0.8,0.54,0.42,0.37,0.28,0.78,0.0,0.03,0.0,0.0,0.0
/eml:eml/dataset/abstract,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/abstract/para,1.02,1.0,1.0,1.0,0.72,1.53,1.37,1.6,1.33,1.5,0.92,1.18,2.44,1.15
/eml:eml/dataset/abstract/para/emphasis,0.12,0.02,0.0,0.0,0.05,0.0,0.0,0.19,0.0,0.5,0.07,0.03,1.15,0.04
/eml:eml/dataset/abstract/para/itemizedlist/listitem/para,0.0,0.0,0.0,0.0,0.26,0.87,1.11,0.32,0.0,0.0,0.25,0.73,0.0,0.0
/eml:eml/dataset/abstract/para/itemizedlist/listitem/para/emphasis,0.0,0.0,0.0,0.0,0.26,0.87,1.11,0.32,0.0,0.0,0.25,0.73,0.0,0.0
/eml:eml/dataset/abstract/para/itemizedlist/listitem/para/superscript,0.0,0.0,0.0,0.0,0.35,1.16,1.47,0.43,0.0,0.0,0.33,0.97,0.0,0.0
/eml:eml/dataset/abstract/para/superscript,0.0,0.0,0.0,0.0,0.05,0.31,0.37,0.0,0.0,0.0,0.05,0.18,1.37,0.04
/eml:eml/dataset/abstract/para/ulink,0.0,0.07,0.0,0.0,0.0,0.04,0.0,0.19,0.0,0.0,0.03,0.15,0.19,0.01
/eml:eml/dataset/abstract/para/ulink/@url,0.0,0.07,0.0,0.0,0.0,0.04,0.0,0.19,0.0,0.0,0.03,0.15,0.19,0.01
/eml:eml/dataset/abstract/section/para,0.3,0.69,0.0,0.0,1.35,0.0,0.0,0.06,0.44,1.0,0.84,0.64,0.11,0.01
/eml:eml/dataset/abstract/section/para/emphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03
/eml:eml/dataset/abstract/section/para/itemizedlist/listitem/para,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/abstract/section/para/superscript,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0
/eml:eml/dataset/abstract/section/para/ulink,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.06,0.67,0.0,0.07,0.3,0.0,0.0
/eml:eml/dataset/abstract/section/para/ulink/@url,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.06,0.67,0.0,0.07,0.3,0.0,0.0
/eml:eml/dataset/abstract/section/title,0.08,0.13,0.0,0.0,0.36,0.0,0.16,0.06,1.11,0.0,0.25,0.12,0.0,0.01
/eml:eml/dataset/access/@authSystem,0.65,0.73,0.56,0.4,0.41,0.13,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@order,0.65,0.73,0.56,0.4,0.41,0.13,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@scope,0.65,0.73,0.56,0.4,0.41,0.13,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/permission,3.43,3.96,2.22,1.8,1.66,0.49,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/principal,3.43,3.96,2.22,1.8,1.66,0.49,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/deny/permission,0.06,0.02,0.0,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/deny/principal,0.06,0.02,0.0,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/para,0.02,0.16,0.11,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.41
/eml:eml/dataset/additionalInfo/section/para,0.02,0.09,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/alternateIdentifier,0.13,0.13,0.11,0.2,0.46,0.51,0.53,0.7,0.33,1.0,0.98,1.03,2.0,1.9
/eml:eml/dataset/alternateIdentifier/@system,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.01,0.03,1.0,1.0
/eml:eml/dataset/associatedParty/@id,0.21,0.24,0.22,0.0,0.71,0.49,0.0,0.04,0.0,0.0,0.86,0.24,0.0,0.15
/eml:eml/dataset/associatedParty/@scope,0.8,1.42,1.56,0.0,0.52,0.24,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/@system,0.14,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/@scope,0.8,1.42,1.56,0.0,0.51,0.24,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/administrativeArea,0.87,1.67,1.78,0.0,1.22,0.69,0.16,0.06,0.0,0.0,0.86,0.24,0.0,0.15
/eml:eml/dataset/associatedParty/address/city,0.87,1.67,1.78,0.0,1.22,0.69,0.16,0.06,0.0,0.0,0.86,0.24,0.0,0.15
/eml:eml/dataset/associatedParty/address/country,0.87,1.67,1.78,0.0,1.22,0.69,0.16,0.06,0.0,0.0,0.86,0.24,0.0,0.15
/eml:eml/dataset/associatedParty/address/deliveryPoint,1.74,3.31,3.56,0.0,2.44,1.4,0.32,0.13,0.0,0.0,1.72,0.48,0.0,0.29
/eml:eml/dataset/associatedParty/address/postalCode,0.87,1.67,1.78,0.0,1.22,0.69,0.16,0.06,0.0,0.0,0.86,0.24,0.0,0.15
/eml:eml/dataset/associatedParty/electronicMailAddress,0.87,1.67,1.78,0.0,1.22,0.67,0.16,0.06,0.0,0.0,0.86,0.24,0.0,0.15
/eml:eml/dataset/associatedParty/individualName/givenName,0.88,1.69,1.78,0.0,1.44,0.71,0.16,0.06,0.0,0.0,1.07,0.24,0.0,0.15
/eml:eml/dataset/associatedParty/individualName/salutation,0.22,0.04,0.0,0.0,0.02,0.02,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/individualName/surName,0.87,1.67,1.78,0.0,1.22,0.62,0.16,0.06,0.0,0.0,0.85,0.24,0.0,0.15
/eml:eml/dataset/associatedParty/onlineUrl,0.58,1.36,1.56,0.0,0.51,0.2,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/organizationName,0.53,1.31,1.56,0.0,0.43,0.2,0.0,0.0,2.67,0.0,0.11,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/phone,0.8,1.58,1.78,0.0,1.31,0.67,0.16,0.06,0.0,0.0,1.07,0.24,0.0,0.15
/eml:eml/dataset/associatedParty/phone/@phonetype,0.8,1.58,1.78,0.0,1.31,0.67,0.16,0.06,0.0,0.0,1.07,0.24,0.0,0.15
/eml:eml/dataset/associatedParty/positionName,0.07,0.24,0.22,0.0,0.71,0.44,0.0,0.04,0.0,0.0,0.86,0.24,0.0,0.15
/eml:eml/dataset/associatedParty/role,0.87,1.67,1.78,0.0,1.23,0.69,0.16,0.06,2.67,0.0,0.96,0.24,0.0,0.15
/eml:eml/dataset/associatedParty/userId,0.28,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/userId/@directory,0.28,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/@id,0.57,0.44,0.78,0.7,0.27,0.47,0.47,0.3,1.22,0.0,0.04,0.0,0.81,0.15
/eml:eml/dataset/contact/@scope,0.87,0.87,0.89,0.8,0.54,0.49,0.37,0.3,0.78,0.0,0.03,0.0,0.81,0.15
/eml:eml/dataset/contact/@system,0.57,0.44,0.78,0.7,0.27,0.47,0.37,0.3,0.78,0.0,0.03,0.0,0.81,0.15
/eml:eml/dataset/contact/address/@scope,0.87,0.87,0.89,0.8,0.54,0.49,0.37,0.3,0.78,0.0,0.03,0.0,0.81,0.15
/eml:eml/dataset/contact/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.99,1.97,1.0,1.0
/eml:eml/dataset/contact/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.99,1.97,1.0,1.0
/eml:eml/dataset/contact/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.99,1.97,1.0,1.0
/eml:eml/dataset/contact/address/deliveryPoint,2.0,1.98,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.98,3.94,2.0,2.0
/eml:eml/dataset/contact/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.99,1.97,1.0,1.0
/eml:eml/dataset/contact/electronicMailAddress,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.44,1.0,2.01,1.97,1.0,1.0
/eml:eml/dataset/contact/individualName/givenName,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.02,0.0,0.0,0.0
/eml:eml/dataset/contact/individualName/surName,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.02,0.0,0.0,0.0
/eml:eml/dataset/contact/onlineUrl,0.84,0.8,0.89,1.0,0.74,0.98,0.89,1.0,1.0,1.0,1.99,1.97,1.0,0.9
/eml:eml/dataset/contact/organizationName,0.08,0.27,0.0,0.0,0.06,0.0,0.0,0.0,0.44,0.0,1.01,0.97,0.0,0.0
/eml:eml/dataset/contact/phone,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.44,1.0,3.0,2.94,1.0,1.0
/eml:eml/dataset/contact/phone/@phonetype,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.44,1.0,3.0,2.94,1.0,1.0
/eml:eml/dataset/contact/positionName,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.99,1.97,1.0,1.0
/eml:eml/dataset/coverage/@scope,0.72,0.71,0.56,0.6,0.49,0.2,0.26,0.15,0.44,0.0,0.02,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/@id,7.92,3.82,1.0,5.4,6.86,4.62,11.16,5.49,7.44,7.5,5.76,5.33,0.44,0.85
/eml:eml/dataset/coverage/geographicCoverage/@scope,6.91,3.42,0.89,4.5,3.28,1.84,4.42,1.7,4.11,0.0,0.04,0.0,0.07,0.0
/eml:eml/dataset/coverage/geographicCoverage/@system,0.93,0.82,0.78,4.3,1.05,1.53,3.37,1.57,3.67,0.0,0.03,0.0,0.07,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,1.13,3.33,0.0,0.0,4.6,1.13,8.05,2.81,0.0,0.0,3.05,0.39,0.0,0.07
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,1.13,3.33,0.0,0.0,4.6,1.13,8.05,2.81,0.0,0.0,3.05,0.39,0.0,0.07
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,1.13,3.33,0.0,0.0,4.6,1.13,8.05,2.81,0.0,0.0,3.05,0.39,0.0,0.07
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,8.17,4.31,1.0,5.6,7.01,4.62,11.16,5.49,7.44,7.5,5.76,5.33,6.26,2.01
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,8.17,4.31,1.0,5.6,7.01,4.62,11.16,5.49,7.44,7.5,5.76,5.33,6.26,2.01
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,8.17,4.31,1.0,5.6,7.01,4.62,11.16,5.49,7.44,7.5,5.76,5.33,6.26,2.01
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,8.17,4.31,1.0,5.6,7.01,4.62,11.16,5.49,7.44,7.5,5.76,5.33,6.26,2.01
/eml:eml/dataset/coverage/geographicCoverage/datasetGPolygon/datasetGPolygonOuterGRing/gRing,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/datasetGPolygon/datasetGPolygonOuterGRing/gRingPoint/gRingLatitude,0.2,0.38,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/datasetGPolygon/datasetGPolygonOuterGRing/gRingPoint/gRingLongitude,0.2,0.38,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,8.17,4.31,1.0,5.6,7.01,4.62,11.16,5.49,7.44,7.5,5.76,5.33,6.26,2.01
/eml:eml/dataset/coverage/taxonomicCoverage/@id,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
