Collection,Record,Abstract,Attribute Constraints,Attribute Definition,Attribute List,Author,Author / Originator,Author / Originator Email Address,Author / Originator Identifier,Author / Originator Identifier Type,Author / Originator World Wide Web Address,Bounding Box,Contributor Name,Contributor Role,Distribution Format,Easternmost Longitude,End Time,Entity Type Definition,Entity and Attribute Information,Instrument,Keyword,Keyword Type,Keyword Vocabulary,Maintenance,Metadata Access Constraints,Metadata Modified Date,Metadata Use Constraints,Northernmost Latitude,Organization Name,Originating Organization,Parent Identifier,Place Keyword,Process Step,Project Description,Project Name,Publication Date,Publisher,Related Resource Citation,Related Resource Identifier,Resource Access Constraints,Resource Contact,Resource Creation/Revision Date,Resource Distribution,Resource Format,Resource Identifier,Resource Identifier Type,Resource Language,Resource Lineage,Resource Long Name,Resource Revision Date,Resource Status,Resource Title,Resource Update Frequency,Resource Use Constraints,Resource on-line Link,Responsible Party Identifier,Rights,Security Constraints,Southernmost Latitude,Spatial Extent,Start Time,Supplemental Information,Taxonomic Extent,Temporal Extent,Unknown,Vertical Maximum,Vertical Minimum,Vertical Resolution,Westernmost Longitude
2015,1204.5.xml,1.0,0.0,18.0,1.0,5.0,5.0,0.0,5.0,0.0,5.0,10.0,3.0,3.0,1.0,10.0,1.0,1.0,1.0,5.0,14.0,1.0,2.0,0.0,1.0,0.0,1.0,8.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,10.0,1.0,0.0,0.0,1.0,381.0,1.0,1.0,1.0,10.0
2015,1205.5.xml,1.0,0.0,18.0,1.0,5.0,5.0,0.0,5.0,0.0,5.0,10.0,3.0,3.0,1.0,10.0,1.0,1.0,1.0,5.0,14.0,1.0,2.0,0.0,1.0,0.0,1.0,8.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,10.0,1.0,0.0,0.0,1.0,381.0,1.0,1.0,1.0,10.0
2015,1206.5.xml,1.0,0.0,18.0,1.0,5.0,5.0,0.0,5.0,0.0,5.0,10.0,3.0,3.0,1.0,10.0,1.0,1.0,1.0,5.0,14.0,1.0,2.0,0.0,1.0,0.0,1.0,8.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,10.0,1.0,0.0,0.0,1.0,381.0,1.0,1.0,1.0,10.0
2015,1207.5.xml,1.0,0.0,18.0,1.0,5.0,5.0,0.0,5.0,0.0,5.0,10.0,3.0,3.0,1.0,10.0,1.0,1.0,1.0,5.0,14.0,1.0,2.0,0.0,1.0,0.0,1.0,8.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,10.0,1.0,0.0,0.0,1.0,381.0,1.0,1.0,1.0,10.0
2015,1208.5.xml,1.0,0.0,18.0,1.0,5.0,5.0,0.0,5.0,0.0,5.0,10.0,3.0,3.0,1.0,10.0,1.0,1.0,1.0,5.0,14.0,1.0,2.0,0.0,1.0,0.0,1.0,8.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,10.0,1.0,0.0,0.0,1.0,381.0,1.0,1.0,1.0,10.0
2015,1209.5.xml,1.0,0.0,18.0,1.0,5.0,5.0,0.0,5.0,0.0,5.0,10.0,3.0,3.0,1.0,10.0,1.0,1.0,1.0,5.0,14.0,1.0,2.0,0.0,1.0,0.0,1.0,8.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,10.0,1.0,0.0,0.0,1.0,381.0,1.0,1.0,1.0,10.0
2015,1210.5.xml,1.0,0.0,18.0,1.0,5.0,5.0,0.0,5.0,0.0,5.0,10.0,3.0,3.0,1.0,10.0,1.0,1.0,1.0,5.0,14.0,1.0,2.0,0.0,1.0,0.0,1.0,8.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,10.0,1.0,0.0,0.0,1.0,381.0,1.0,1.0,1.0,10.0
2015,1211.5.xml,1.0,0.0,18.0,1.0,5.0,5.0,0.0,5.0,0.0,5.0,10.0,3.0,3.0,1.0,10.0,1.0,1.0,1.0,5.0,14.0,1.0,2.0,0.0,1.0,0.0,1.0,8.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,10.0,1.0,0.0,0.0,1.0,381.0,1.0,1.0,1.0,10.0
2015,1212.5.xml,1.0,0.0,18.0,1.0,5.0,5.0,0.0,5.0,0.0,5.0,10.0,3.0,3.0,1.0,10.0,1.0,1.0,1.0,5.0,14.0,1.0,2.0,0.0,1.0,0.0,1.0,8.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,10.0,1.0,0.0,0.0,1.0,381.0,1.0,1.0,1.0,10.0
2015,1213.5.xml,1.0,0.0,18.0,1.0,5.0,5.0,0.0,5.0,0.0,5.0,10.0,3.0,3.0,1.0,10.0,1.0,1.0,1.0,5.0,14.0,1.0,2.0,0.0,1.0,0.0,1.0,8.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,10.0,1.0,0.0,0.0,1.0,381.0,1.0,1.0,1.0,10.0
2015,1214.5.xml,1.0,0.0,18.0,1.0,5.0,5.0,0.0,5.0,0.0,5.0,10.0,3.0,3.0,1.0,10.0,1.0,1.0,1.0,5.0,14.0,1.0,2.0,0.0,1.0,0.0,1.0,8.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,10.0,1.0,0.0,0.0,1.0,381.0,1.0,1.0,1.0,10.0
2015,1215.5.xml,1.0,0.0,18.0,1.0,5.0,5.0,0.0,5.0,0.0,5.0,10.0,3.0,3.0,1.0,10.0,1.0,1.0,1.0,5.0,14.0,1.0,2.0,0.0,1.0,0.0,1.0,8.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,10.0,1.0,0.0,0.0,1.0,381.0,1.0,1.0,1.0,10.0
2015,1216.5.xml,1.0,0.0,18.0,1.0,5.0,5.0,0.0,5.0,0.0,5.0,10.0,3.0,3.0,1.0,10.0,1.0,1.0,1.0,5.0,14.0,1.0,2.0,0.0,1.0,0.0,1.0,8.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,7.0,10.0,1.0,0.0,0.0,1.0,381.0,1.0,1.0,1.0,10.0
2015,13.19.xml,1.0,0.0,5.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,11.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,17.0,2.0,3.0,0.0,1.0,0.0,1.0,11.0,3.0,1.0,0.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,1.0,0.0,0.0,1.0,233.0,0.0,0.0,0.0,11.0
2015,14.13.xml,1.0,0.0,12.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,230.0,0.0,0.0,0.0,1.0
2015,15.22.xml,1.0,0.0,23.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,0.0,20.0,2.0,3.0,0.0,1.0,0.0,1.0,11.0,3.0,1.0,0.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,11.0,11.0,1.0,0.0,0.0,1.0,301.0,0.0,0.0,0.0,11.0
2015,15.23.xml,1.0,0.0,23.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,0.0,20.0,2.0,3.0,0.0,1.0,0.0,1.0,11.0,3.0,1.0,0.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,11.0,11.0,1.0,0.0,0.0,1.0,302.0,0.0,0.0,0.0,11.0
2015,17.27.xml,1.0,0.0,30.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,11.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,0.0,17.0,2.0,3.0,0.0,1.0,0.0,1.0,11.0,3.0,1.0,0.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,1.0,0.0,0.0,1.0,329.0,0.0,0.0,0.0,11.0
2015,17.28.xml,1.0,0.0,30.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,11.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,0.0,17.0,2.0,3.0,0.0,1.0,0.0,1.0,11.0,3.0,1.0,0.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,1.0,0.0,0.0,1.0,330.0,0.0,0.0,0.0,11.0
2015,18.17.xml,1.0,0.0,11.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,0.0,19.0,3.0,2.0,0.0,1.0,0.0,1.0,11.0,3.0,1.0,0.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,11.0,11.0,1.0,0.0,1.0,1.0,274.0,0.0,0.0,0.0,11.0
2015,18.18.xml,1.0,0.0,12.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,0.0,19.0,3.0,2.0,0.0,1.0,0.0,1.0,11.0,3.0,1.0,0.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,11.0,11.0,1.0,0.0,1.0,1.0,287.0,0.0,0.0,0.0,11.0
2015,19.20.xml,1.0,0.0,28.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,0.0,19.0,2.0,4.0,0.0,1.0,0.0,1.0,11.0,3.0,1.0,0.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,11.0,11.0,1.0,0.0,0.0,1.0,308.0,0.0,0.0,0.0,11.0
2015,19.21.xml,1.0,0.0,28.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,0.0,19.0,2.0,4.0,0.0,1.0,0.0,1.0,11.0,3.0,1.0,0.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,11.0,11.0,1.0,0.0,0.0,1.0,308.0,0.0,0.0,0.0,11.0
2015,2001.15.xml,1.0,0.0,72.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,14.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,503.0,1.0,1.0,1.0,1.0
2015,2002.22.xml,1.0,0.0,72.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,21.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,497.0,1.0,1.0,1.0,1.0
2015,2002.23.xml,1.0,0.0,72.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,21.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,496.0,1.0,1.0,1.0,1.0
2015,2003.11.xml,1.0,0.0,72.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,14.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,499.0,1.0,1.0,1.0,1.0
2015,2004.17.xml,1.0,0.0,59.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,21.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,496.0,1.0,1.0,1.0,1.0
2015,2004.18.xml,1.0,0.0,72.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,21.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,496.0,1.0,1.0,1.0,1.0
2015,2004.19.xml,1.0,0.0,72.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,21.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,496.0,1.0,1.0,1.0,1.0
2015,2005.15.xml,1.0,0.0,72.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,21.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,496.0,1.0,1.0,1.0,1.0
2015,2005.16.xml,1.0,0.0,72.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,21.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,496.0,1.0,1.0,1.0,1.0
2015,2007.6.xml,1.0,0.0,59.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,21.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,496.0,1.0,1.0,1.0,1.0
2015,2007.7.xml,1.0,0.0,59.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,21.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,496.0,1.0,1.0,1.0,1.0
2015,2007.8.xml,1.0,0.0,72.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,21.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,496.0,0.0,0.0,0.0,1.0
2015,2007.9.xml,1.0,0.0,72.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,21.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,496.0,1.0,1.0,1.0,1.0
2015,2008.7.xml,1.0,0.0,72.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,21.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,496.0,1.0,1.0,1.0,1.0
2015,2008.8.xml,1.0,0.0,72.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,21.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,496.0,1.0,1.0,1.0,1.0
2015,21.15.xml,1.0,0.0,40.0,3.0,6.0,6.0,0.0,6.0,0.0,5.0,3.0,0.0,0.0,1.0,3.0,1.0,3.0,3.0,0.0,34.0,3.0,8.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,385.0,0.0,0.0,0.0,3.0
2015,22.11.xml,1.0,0.0,6.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,190.0,0.0,0.0,0.0,1.0
2015,23.11.xml,1.0,0.0,29.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,10.0,0.0,0.0,1.0,10.0,1.0,2.0,2.0,0.0,35.0,3.0,6.0,0.0,1.0,0.0,1.0,10.0,3.0,1.0,0.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,10.0,10.0,1.0,0.0,0.0,1.0,317.0,0.0,0.0,0.0,10.0
2015,24.15.xml,1.0,0.0,16.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,15.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,236.0,0.0,0.0,0.0,3.0
2015,25.15.xml,1.0,0.0,26.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,25.0,2.0,6.0,0.0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,289.0,0.0,0.0,0.0,5.0
2015,25.16.xml,1.0,0.0,26.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,25.0,2.0,6.0,0.0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,290.0,0.0,0.0,0.0,5.0
2015,26.13.xml,1.0,0.0,24.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,25.0,3.0,6.0,0.0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,277.0,0.0,0.0,0.0,5.0
2015,26.14.xml,1.0,0.0,24.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,25.0,3.0,6.0,0.0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,277.0,0.0,0.0,0.0,5.0
2015,27.14.xml,1.0,0.0,24.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,32.0,3.0,6.0,0.0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,264.0,0.0,0.0,0.0,5.0
