Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2015_EML,232,232,1.00,100.00%
Abstract,2015_EML,232,232,1.00,100.00%
Attribute Constraints,2015_EML,28,1,0.12,0.43%
Attribute Definition,2015_EML,5342,227,23.03,97.84%
Attribute List,2015_EML,302,227,1.30,97.84%
Author,2015_EML,672,232,2.90,100.00%
Author / Originator,2015_EML,672,232,2.90,100.00%
Author / Originator Email Address,2015_EML,34,34,0.15,14.66%
Author / Originator Identifier,2015_EML,668,232,2.88,100.00%
Author / Originator Identifier Type,2015_EML,41,41,0.18,17.67%
Author / Originator World Wide Web Address,2015_EML,634,231,2.73,99.57%
Bounding Box,2015_EML,1337,232,5.76,100.00%
Contributor Name,2015_EML,223,88,0.96,37.93%
Contributor Role,2015_EML,222,88,0.96,37.93%
Distribution Format,2015_EML,233,227,1.00,97.84%
Easternmost Longitude,2015_EML,1328,232,5.72,100.00%
End Time,2015_EML,221,221,0.95,95.26%
Entity Type Definition,2015_EML,339,227,1.46,97.84%
Entity and Attribute Information,2015_EML,339,227,1.46,97.84%
Instrument,2015_EML,447,77,1.93,33.19%
Keyword,2015_EML,4212,231,18.16,99.57%
Keyword Type,2015_EML,431,231,1.86,99.57%
Keyword Vocabulary,2015_EML,927,228,4.00,98.28%
Maintenance,2015_EML,6,6,0.03,2.59%
Metadata Access Constraints,2015_EML,232,232,1.00,100.00%
Metadata Modified Date,2015_EML,2,2,0.01,0.86%
Metadata Use Constraints,2015_EML,232,232,1.00,100.00%
Northernmost Latitude,2015_EML,1271,232,5.48,100.00%
Organization Name,2015_EML,724,232,3.12,100.00%
Originating Organization,2015_EML,233,227,1.00,97.84%
Parent Identifier,2015_EML,2,2,0.01,0.86%
Place Keyword,2015_EML,498,162,2.15,69.83%
Process Step,2015_EML,230,230,0.99,99.14%
Project Description,2015_EML,232,232,1.00,100.00%
Project Name,2015_EML,634,231,2.73,99.57%
Publication Date,2015_EML,232,232,1.00,100.00%
Publisher,2015_EML,232,232,1.00,100.00%
Related Resource Citation,2015_EML,232,232,1.00,100.00%
Related Resource Identifier,2015_EML,2,2,0.01,0.86%
Resource Access Constraints,2015_EML,232,232,1.00,100.00%
Resource Contact,2015_EML,466,232,2.01,100.00%
Resource Creation/Revision Date,2015_EML,234,232,1.01,100.00%
Resource Distribution,2015_EML,228,228,0.98,98.28%
Resource Format,2015_EML,233,227,1.00,97.84%
Resource Identifier,2015_EML,232,232,1.00,100.00%
Resource Identifier Type,2015_EML,232,232,1.00,100.00%
Resource Language,2015_EML,187,187,0.81,80.60%
Resource Lineage,2015_EML,230,230,0.99,99.14%
Resource Long Name,2015_EML,232,232,1.00,100.00%
Resource Revision Date,2015_EML,2,2,0.01,0.86%
Resource Status,2015_EML,232,232,1.00,100.00%
Resource Title,2015_EML,232,232,1.00,100.00%
Resource Update Frequency,2015_EML,6,6,0.03,2.59%
Resource Use Constraints,2015_EML,232,232,1.00,100.00%
Resource on-line Link,2015_EML,228,228,0.98,98.28%
Responsible Party Identifier,2015_EML,199,84,0.86,36.21%
Rights,2015_EML,232,232,1.00,100.00%
Security Constraints,2015_EML,232,232,1.00,100.00%
Southernmost Latitude,2015_EML,1256,232,5.41,100.00%
Spatial Extent,2015_EML,1337,232,5.76,100.00%
Start Time,2015_EML,221,221,0.95,95.26%
Supplemental Information,2015_EML,28,28,0.12,12.07%
Taxonomic Extent,2015_EML,30,30,0.13,12.93%
Temporal Extent,2015_EML,230,230,0.99,99.14%
Unknown,2015_EML,72975,232,314.55,100.00%
Vertical Maximum,2015_EML,571,74,2.46,31.90%
Vertical Minimum,2015_EML,572,74,2.47,31.90%
Vertical Resolution,2015_EML,74,74,0.32,31.90%
Westernmost Longitude,2015_EML,1328,232,5.72,100.00%
