Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,SBC_2016_EML,33.0,33.0,1.0,1.0
Resource Identifier,SBC_2016_EML,33.0,33.0,1.0,1.0
Resource Title,SBC_2016_EML,33.0,33.0,1.0,1.0
Author / Originator,SBC_2016_EML,116.0,33.0,3.52,1.0
Metadata Contact,SBC_2016_EML,0.0,0.0,0.0,0.0
Contributor Name,SBC_2016_EML,8.0,8.0,0.24,0.24242424242424246
Publisher,SBC_2016_EML,33.0,33.0,1.0,1.0
Publication Date,SBC_2016_EML,33.0,33.0,1.0,1.0
Resource Contact,SBC_2016_EML,65.0,33.0,1.97,1.0
Abstract,SBC_2016_EML,33.0,33.0,1.0,1.0
Keyword,SBC_2016_EML,717.0,33.0,21.73,1.0
Resource Distribution,SBC_2016_EML,33.0,33.0,1.0,1.0
Spatial Extent,SBC_2016_EML,176.0,33.0,5.33,1.0
Taxonomic Extent,SBC_2016_EML,17.0,17.0,0.52,0.5151515151515151
Temporal Extent,SBC_2016_EML,35.0,31.0,1.06,0.9393939393939394
Maintenance,SBC_2016_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,SBC_2016_EML,33.0,33.0,1.0,1.0
Process Step,SBC_2016_EML,33.0,33.0,1.0,1.0
Project Description,SBC_2016_EML,33.0,33.0,1.0,1.0
Entity Type Definition,SBC_2016_EML,51.0,33.0,1.55,1.0
Attribute Definition,SBC_2016_EML,753.0,33.0,22.82,1.0
Resource Access Constraints,SBC_2016_EML,33.0,33.0,1.0,1.0
Resource Format,SBC_2016_EML,51.0,33.0,1.55,1.0
Attribute List,SBC_2016_EML,51.0,33.0,1.55,1.0
Attribute Constraints,SBC_2016_EML,0.0,0.0,0.0,0.0
Resource Quality Description,SBC_2016_EML,0.0,0.0,0.0,0.0
