Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,SBC_2005_EML,86.0,86.0,1.0,1.0
Resource Identifier,SBC_2005_EML,86.0,86.0,1.0,1.0
Resource Title,SBC_2005_EML,86.0,86.0,1.0,1.0
Author / Originator,SBC_2005_EML,219.0,86.0,2.55,1.0
Metadata Contact,SBC_2005_EML,0.0,0.0,0.0,0.0
Contributor Name,SBC_2005_EML,75.0,46.0,0.87,0.5348837209302325
Publisher,SBC_2005_EML,81.0,81.0,0.94,0.9418604651162792
Publication Date,SBC_2005_EML,72.0,72.0,0.84,0.8372093023255814
Resource Contact,SBC_2005_EML,86.0,86.0,1.0,1.0
Abstract,SBC_2005_EML,86.0,86.0,1.0,1.0
Keyword,SBC_2005_EML,1531.0,86.0,17.8,1.0
Resource Distribution,SBC_2005_EML,125.0,80.0,1.45,0.9302325581395348
Spatial Extent,SBC_2005_EML,703.0,81.0,8.17,0.9418604651162792
Taxonomic Extent,SBC_2005_EML,10.0,10.0,0.12,0.11627906976744184
Temporal Extent,SBC_2005_EML,80.0,80.0,0.93,0.9302325581395348
Maintenance,SBC_2005_EML,65.0,65.0,0.76,0.7558139534883721
Resource Use Constraints,SBC_2005_EML,86.0,86.0,1.0,1.0
Process Step,SBC_2005_EML,78.0,78.0,0.91,0.9069767441860463
Project Description,SBC_2005_EML,86.0,86.0,1.0,1.0
Entity Type Definition,SBC_2005_EML,137.0,83.0,1.59,0.9651162790697676
Attribute Definition,SBC_2005_EML,2392.0,84.0,27.81,0.9767441860465116
Resource Access Constraints,SBC_2005_EML,30.0,30.0,0.35,0.3488372093023256
Resource Format,SBC_2005_EML,138.0,84.0,1.6,0.9767441860465116
Attribute List,SBC_2005_EML,138.0,84.0,1.6,0.9767441860465116
Attribute Constraints,SBC_2005_EML,1.0,1.0,0.01,0.011627906976744186
Resource Quality Description,SBC_2005_EML,0.0,0.0,0.0,0.0
