Collection,Record,Abstract,Attribute Definition,Attribute List,Author,Author / Originator,Author / Originator Email Address,Author / Originator Identifier,Author / Originator Identifier Type,Author / Originator World Wide Web Address,Bounding Box,Contributor Name,Contributor Role,Distribution Format,Easternmost Longitude,End Time,Entity Type Definition,Entity and Attribute Information,Instrument,Keyword,Keyword Type,Keyword Vocabulary,Maintenance,Metadata Access Constraints,Metadata Modified Date,Metadata Use Constraints,Northernmost Latitude,Organization Name,Originating Organization,Parent Identifier,Place Keyword,Process Step,Project Description,Project Name,Publication Date,Publisher,Related Resource Citation,Related Resource Identifier,Resource Access Constraints,Resource Contact,Resource Creation/Revision Date,Resource Distribution,Resource Format,Resource Identifier,Resource Identifier Type,Resource Language,Resource Lineage,Resource Long Name,Resource Revision Date,Resource Status,Resource Title,Resource Update Frequency,Resource Use Constraints,Resource on-line Link,Rights,Security Constraints,Southernmost Latitude,Spatial Extent,Start Time,Taxonomic Extent,Temporal Extent,Unknown,Westernmost Longitude
2013,66.1.xml,1.0,29.0,2.0,5.0,5.0,1.0,1.0,1.0,3.0,15.0,0.0,0.0,2.0,15.0,1.0,2.0,2.0,3.0,28.0,2.0,6.0,0.0,1.0,0.0,1.0,15.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0,15.0,1.0,1.0,1.0,283.0,15.0
2013,66.2.xml,1.0,29.0,2.0,4.0,4.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,2.0,15.0,1.0,2.0,2.0,3.0,28.0,2.0,6.0,0.0,1.0,0.0,1.0,15.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0,15.0,1.0,1.0,1.0,280.0,15.0
2013,66.3.xml,1.0,29.0,2.0,4.0,4.0,0.0,4.0,0.0,3.0,15.0,0.0,0.0,2.0,15.0,1.0,2.0,2.0,3.0,28.0,2.0,6.0,0.0,1.0,0.0,1.0,15.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0,15.0,1.0,1.0,1.0,303.0,15.0
2013,66.4.xml,1.0,29.0,2.0,4.0,4.0,0.0,4.0,0.0,4.0,15.0,0.0,0.0,2.0,15.0,1.0,2.0,2.0,3.0,28.0,2.0,6.0,0.0,1.0,0.0,1.0,15.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0,15.0,1.0,1.0,1.0,304.0,15.0
2013,68.1.xml,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,10.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,76.0,1.0
2013,69.1.xml,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,10.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,78.0,1.0
2013,70.1.xml,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,10.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,78.0,1.0
2013,71.1.xml,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,10.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,78.0,1.0
2013,73.3.xml,1.0,4.0,1.0,7.0,7.0,1.0,5.0,1.0,6.0,3.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,28.0,3.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,264.0,3.0
