Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2010_EML,63,63,1.00,100.00%
Abstract,2010_EML,63,63,1.00,100.00%
Attribute Definition,2010_EML,1298,63,20.60,100.00%
Attribute List,2010_EML,63,63,1.00,100.00%
Author,2010_EML,126,63,2.00,100.00%
Author / Originator,2010_EML,126,63,2.00,100.00%
Author / Originator Email Address,2010_EML,122,63,1.94,100.00%
Author / Originator Identifier,2010_EML,63,63,1.00,100.00%
Author / Originator World Wide Web Address,2010_EML,126,63,2.00,100.00%
Bounding Box,2010_EML,63,63,1.00,100.00%
Contributor Name,2010_EML,139,55,2.21,87.30%
Contributor Role,2010_EML,75,55,1.19,87.30%
Distribution Format,2010_EML,63,63,1.00,100.00%
Easternmost Longitude,2010_EML,63,63,1.00,100.00%
End Time,2010_EML,63,63,1.00,100.00%
Entity Type Definition,2010_EML,62,62,0.98,98.41%
Entity and Attribute Information,2010_EML,62,62,0.98,98.41%
Instrument,2010_EML,198,50,3.14,79.37%
Keyword,2010_EML,1863,63,29.57,100.00%
Keyword Type,2010_EML,194,63,3.08,100.00%
Keyword Vocabulary,2010_EML,189,56,3.00,88.89%
Metadata Access Constraints,2010_EML,63,63,1.00,100.00%
Metadata Contact,2010_EML,63,63,1.00,100.00%
Metadata Use Constraints,2010_EML,63,63,1.00,100.00%
Northernmost Latitude,2010_EML,63,63,1.00,100.00%
Organization Name,2010_EML,202,63,3.21,100.00%
Originating Organization,2010_EML,126,63,2.00,100.00%
Place Keyword,2010_EML,193,63,3.06,100.00%
Process Step,2010_EML,63,63,1.00,100.00%
Project Description,2010_EML,63,63,1.00,100.00%
Project Name,2010_EML,126,63,2.00,100.00%
Publication Date,2010_EML,63,63,1.00,100.00%
Publisher,2010_EML,63,63,1.00,100.00%
Related Resource Citation,2010_EML,63,63,1.00,100.00%
Resource Access Constraints,2010_EML,63,63,1.00,100.00%
Resource Contact,2010_EML,63,63,1.00,100.00%
Resource Creation/Revision Date,2010_EML,63,63,1.00,100.00%
Resource Distribution,2010_EML,63,63,1.00,100.00%
Resource Format,2010_EML,63,63,1.00,100.00%
Resource Identifier,2010_EML,63,63,1.00,100.00%
Resource Identifier Type,2010_EML,63,63,1.00,100.00%
Resource Lineage,2010_EML,63,63,1.00,100.00%
Resource Long Name,2010_EML,63,63,1.00,100.00%
Resource Quality Description,2010_EML,63,63,1.00,100.00%
Resource Status,2010_EML,63,63,1.00,100.00%
Resource Title,2010_EML,63,63,1.00,100.00%
Resource Use Constraints,2010_EML,63,63,1.00,100.00%
Resource on-line Link,2010_EML,63,63,1.00,100.00%
Rights,2010_EML,63,63,1.00,100.00%
Security Constraints,2010_EML,63,63,1.00,100.00%
Southernmost Latitude,2010_EML,63,63,1.00,100.00%
Spatial Extent,2010_EML,63,63,1.00,100.00%
Start Time,2010_EML,63,63,1.00,100.00%
Taxonomic Extent,2010_EML,57,57,0.90,90.48%
Temporal Extent,2010_EML,63,63,1.00,100.00%
Temporal Keyword,2010_EML,16,16,0.25,25.40%
Unknown,2010_EML,25023,63,397.19,100.00%
Westernmost Longitude,2010_EML,63,63,1.00,100.00%
