Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2012_EML,65,65,1.00,100.00%
Abstract,2012_EML,65,65,1.00,100.00%
Attribute Definition,2012_EML,1606,65,24.71,100.00%
Attribute List,2012_EML,65,65,1.00,100.00%
Author,2012_EML,130,65,2.00,100.00%
Author / Originator,2012_EML,130,65,2.00,100.00%
Author / Originator Email Address,2012_EML,122,65,1.88,100.00%
Author / Originator Identifier,2012_EML,65,65,1.00,100.00%
Author / Originator World Wide Web Address,2012_EML,130,65,2.00,100.00%
Bounding Box,2012_EML,65,65,1.00,100.00%
Contributor Name,2012_EML,257,58,3.95,89.23%
Contributor Role,2012_EML,162,58,2.49,89.23%
Distribution Format,2012_EML,65,65,1.00,100.00%
Easternmost Longitude,2012_EML,65,65,1.00,100.00%
End Time,2012_EML,57,57,0.88,87.69%
Entity Type Definition,2012_EML,65,65,1.00,100.00%
Entity and Attribute Information,2012_EML,65,65,1.00,100.00%
Instrument,2012_EML,316,54,4.86,83.08%
Keyword,2012_EML,2223,65,34.20,100.00%
Keyword Type,2012_EML,211,65,3.25,100.00%
Keyword Vocabulary,2012_EML,209,65,3.22,100.00%
Metadata Access Constraints,2012_EML,65,65,1.00,100.00%
Metadata Contact,2012_EML,65,65,1.00,100.00%
Metadata Use Constraints,2012_EML,65,65,1.00,100.00%
Northernmost Latitude,2012_EML,65,65,1.00,100.00%
Organization Name,2012_EML,251,65,3.86,100.00%
Originating Organization,2012_EML,130,65,2.00,100.00%
Place Keyword,2012_EML,198,65,3.05,100.00%
Process Step,2012_EML,65,65,1.00,100.00%
Project Description,2012_EML,65,65,1.00,100.00%
Project Name,2012_EML,130,65,2.00,100.00%
Publication Date,2012_EML,65,65,1.00,100.00%
Publisher,2012_EML,65,65,1.00,100.00%
Related Resource Citation,2012_EML,65,65,1.00,100.00%
Resource Access Constraints,2012_EML,65,65,1.00,100.00%
Resource Contact,2012_EML,65,65,1.00,100.00%
Resource Creation/Revision Date,2012_EML,65,65,1.00,100.00%
Resource Distribution,2012_EML,65,65,1.00,100.00%
Resource Format,2012_EML,65,65,1.00,100.00%
Resource Identifier,2012_EML,65,65,1.00,100.00%
Resource Identifier Type,2012_EML,65,65,1.00,100.00%
Resource Lineage,2012_EML,65,65,1.00,100.00%
Resource Long Name,2012_EML,65,65,1.00,100.00%
Resource Quality Description,2012_EML,65,65,1.00,100.00%
Resource Status,2012_EML,65,65,1.00,100.00%
Resource Title,2012_EML,65,65,1.00,100.00%
Resource Use Constraints,2012_EML,65,65,1.00,100.00%
Resource on-line Link,2012_EML,65,65,1.00,100.00%
Rights,2012_EML,65,65,1.00,100.00%
Security Constraints,2012_EML,65,65,1.00,100.00%
Southernmost Latitude,2012_EML,65,65,1.00,100.00%
Spatial Extent,2012_EML,65,65,1.00,100.00%
Start Time,2012_EML,57,57,0.88,87.69%
Taxonomic Extent,2012_EML,57,57,0.88,87.69%
Temporal Extent,2012_EML,65,65,1.00,100.00%
Temporal Keyword,2012_EML,24,24,0.37,36.92%
Unknown,2012_EML,25394,65,390.68,100.00%
Westernmost Longitude,2012_EML,65,65,1.00,100.00%
