Collection,Record,Abstract,Attribute Definition,Attribute List,Author,Author / Originator,Author / Originator Email Address,Author / Originator Identifier,Author / Originator World Wide Web Address,Bounding Box,Contributor Name,Contributor Role,Distribution Format,Easternmost Longitude,End Time,Entity Type Definition,Entity and Attribute Information,Instrument,Keyword,Keyword Type,Keyword Vocabulary,Metadata Access Constraints,Metadata Contact,Metadata Use Constraints,Northernmost Latitude,Organization Name,Originating Organization,Place Keyword,Process Step,Project Description,Project Name,Publication Date,Publisher,Related Resource Citation,Resource Access Constraints,Resource Contact,Resource Creation/Revision Date,Resource Distribution,Resource Format,Resource Identifier,Resource Identifier Type,Resource Lineage,Resource Long Name,Resource Quality Description,Resource Status,Resource Title,Resource Use Constraints,Resource on-line Link,Rights,Security Constraints,Southernmost Latitude,Spatial Extent,Start Time,Taxonomic Extent,Temporal Extent,Temporal Keyword,Unknown,Westernmost Longitude
2014,441.10.xml,1.0,22.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,39.0,3.0,4.0,1.0,1.0,1.0,0.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,304.0,0.0
2014,441.9.xml,1.0,22.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,19.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,254.0,0.0
2014,442.4.xml,1.0,50.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,10.0,26.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,348.0,0.0
2014,442.5.xml,1.0,50.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,10.0,38.0,3.0,4.0,1.0,1.0,1.0,0.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,386.0,0.0
2014,443.2.xml,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,13.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,118.0,1.0
2014,444.2.xml,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,12.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,108.0,1.0
2014,445.2.xml,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,12.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,96.0,1.0
2014,446.2.xml,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,15.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,109.0,1.0
2014,447.2.xml,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,18.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,118.0,1.0
2014,448.2.xml,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,15.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,96.0,1.0
