Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,GCE_2009_EML,8.0,8.0,1.0,1.0
Resource Identifier,GCE_2009_EML,8.0,8.0,1.0,1.0
Resource Title,GCE_2009_EML,8.0,8.0,1.0,1.0
Author / Originator,GCE_2009_EML,16.0,8.0,2.0,1.0
Metadata Contact,GCE_2009_EML,8.0,8.0,1.0,1.0
Contributor Name,GCE_2009_EML,42.0,8.0,5.25,1.0
Publisher,GCE_2009_EML,8.0,8.0,1.0,1.0
Publication Date,GCE_2009_EML,8.0,8.0,1.0,1.0
Resource Contact,GCE_2009_EML,8.0,8.0,1.0,1.0
Abstract,GCE_2009_EML,8.0,8.0,1.0,1.0
Keyword,GCE_2009_EML,225.0,8.0,28.12,1.0
Resource Distribution,GCE_2009_EML,8.0,8.0,1.0,1.0
Spatial Extent,GCE_2009_EML,8.0,8.0,1.0,1.0
Taxonomic Extent,GCE_2009_EML,0.0,0.0,0.0,0.0
Temporal Extent,GCE_2009_EML,8.0,8.0,1.0,1.0
Maintenance,GCE_2009_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,GCE_2009_EML,8.0,8.0,1.0,1.0
Process Step,GCE_2009_EML,8.0,8.0,1.0,1.0
Project Description,GCE_2009_EML,8.0,8.0,1.0,1.0
Entity Type Definition,GCE_2009_EML,7.0,7.0,0.88,0.875
Attribute Definition,GCE_2009_EML,376.0,8.0,47.0,1.0
Resource Access Constraints,GCE_2009_EML,8.0,8.0,1.0,1.0
Resource Format,GCE_2009_EML,8.0,8.0,1.0,1.0
Attribute List,GCE_2009_EML,8.0,8.0,1.0,1.0
Attribute Constraints,GCE_2009_EML,0.0,0.0,0.0,0.0
Resource Quality Description,GCE_2009_EML,8.0,8.0,1.0,1.0
