Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,GCE_2012_EML,65.0,65.0,1.0,1.0
Resource Identifier,GCE_2012_EML,65.0,65.0,1.0,1.0
Resource Title,GCE_2012_EML,65.0,65.0,1.0,1.0
Author / Originator,GCE_2012_EML,130.0,65.0,2.0,1.0
Metadata Contact,GCE_2012_EML,65.0,65.0,1.0,1.0
Contributor Name,GCE_2012_EML,257.0,58.0,3.95,0.8923076923076924
Publisher,GCE_2012_EML,65.0,65.0,1.0,1.0
Publication Date,GCE_2012_EML,65.0,65.0,1.0,1.0
Resource Contact,GCE_2012_EML,65.0,65.0,1.0,1.0
Abstract,GCE_2012_EML,65.0,65.0,1.0,1.0
Keyword,GCE_2012_EML,2235.0,65.0,34.38,1.0
Resource Distribution,GCE_2012_EML,65.0,65.0,1.0,1.0
Spatial Extent,GCE_2012_EML,65.0,65.0,1.0,1.0
Taxonomic Extent,GCE_2012_EML,57.0,57.0,0.88,0.8769230769230769
Temporal Extent,GCE_2012_EML,65.0,65.0,1.0,1.0
Maintenance,GCE_2012_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,GCE_2012_EML,65.0,65.0,1.0,1.0
Process Step,GCE_2012_EML,65.0,65.0,1.0,1.0
Project Description,GCE_2012_EML,65.0,65.0,1.0,1.0
Entity Type Definition,GCE_2012_EML,65.0,65.0,1.0,1.0
Attribute Definition,GCE_2012_EML,1606.0,65.0,24.71,1.0
Resource Access Constraints,GCE_2012_EML,65.0,65.0,1.0,1.0
Resource Format,GCE_2012_EML,65.0,65.0,1.0,1.0
Attribute List,GCE_2012_EML,65.0,65.0,1.0,1.0
Attribute Constraints,GCE_2012_EML,0.0,0.0,0.0,0.0
Resource Quality Description,GCE_2012_EML,65.0,65.0,1.0,1.0
